concept_code	display_name	applicability	current_weight	target_weight	change_status	comparison_group	anchor_code	rationale	exception_reference	source_reference
LEIPAJUUSTO	Leipäjuusto	APPLICABLE	0.5500	0.7500	CHANGED	CHEESE	CHEESE	Semantik: Finnischer gebackener Käse mit mildem Milcharoma, braun gefleckter Oberfläche und charakteristisch elastisch-quietschender Textur; auch Juustoleipä genannt. Vergleich: Käse (1.0000) in CHEESE. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LEMON	Zitrone	APPLICABLE	0.9500	0.7500	CHANGED	CITRUS_FRUIT	CITRUS_FRUIT	Semantik: Zitrone mit aromatischer Schale und deutlich saurem Saft; Fruchtfleisch und unbehandelte Schale sind ebenfalls nutzbar. Vergleich: Zitrusfrucht (1.0000) in CITRUS_FRUIT. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LEMONGRASS	Zitronengras	APPLICABLE	0.6500	0.7500	CHANGED	FRESH_HERBS	BASIL	Semantik: Faserige aromatische Halme mit klarem Zitronenduft; meist angedrückt, fein geschnitten oder zum Mitkochen verwendet. Vergleich: Basilikum (0.7500) in FRESH_HERBS. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LENTILS	Linsen	APPLICABLE	0.9500	0.7500	CHANGED	LEGUMES	LEGUMES	Semantik: Linsen als kleine trockene Hülsenfrüchte; Sorte, Farbe und Formstabilität bleiben offen. Vergleich: Hülsenfrüchte (1.0000) in LEGUMES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LETTUCE	Kopfsalat	APPLICABLE	0.8000	0.7500	CHANGED	SALAD_GREENS	SALAD_GREENS	Semantik: Kopfsalat mit zarten bis knackigen Blättern und mildem Geschmack; nicht die gesamte Blattsalatfamilie. Vergleich: Blattsalat (1.0000) in SALAD_GREENS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LIEGE_SYRUP	Sirop de Liège	APPLICABLE	0.3500	0.5000	CHANGED	PRESERVED_PRODUCE	PRESERVED_PRODUCE	Semantik: Dick eingekochter belgischer Apfel-/Birnen-Fruchtsirup beziehungsweise Fruchtaufstrich nach Lütticher Tradition. Kein Markenbegriff; Zuckerzusatz und konkrete Fruchtanteile können variieren. Nicht mit dünnflüssigem Getränkesirup oder beliebigem Fruchtsirup gleichsetzen. Vergleich: konservierte pflanzliche Zutat (1.0000) in PRESERVED_PRODUCE. Entscheidungsgrund: Konservierung und konkrete Produktform prägen Geschmack, Textur oder weitere Verarbeitung bereits vor; innerhalb der Familie bleibt die Zutat eigenständig, aber enger als der unverarbeitete Rohstoff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LIEGE_WAFFLE	Lütticher Waffel	APPLICABLE	0.4000	0.5000	CHANGED	CONFECTIONERY	MARZIPAN	Semantik: Kleinere, kompakte belgische Waffel nach Lütticher Art mit eingebackenem Perl- beziehungsweise Hagelzucker und typischerweise karamellisierten Rändern. Nicht mit der größeren, luftigen Brüsseler Waffel gleichsetzen. Vergleich: Marzipan (0.5000) in CONFECTIONERY. Entscheidungsgrund: Rezeptur, Verarbeitung und typische Textur sind bei diesem benannten Produkt bereits wesentlich festgelegt; die Eigenständigkeit bleibt erhalten, die Familienverdichtung begrenzt aber seine relative Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LIGHT_SOY_SAUCE	helle Sojasauce	APPLICABLE	0.5500	0.5000	CHANGED	SOY_SAUCE	SOY_SAUCE	Semantik: Dünnflüssige salzige Sojasauce für Würze und Umami; nicht die süßlichere dunkle Sojasauce. Vergleich: Sojasauce (0.5000) in SOY_SAUCE. Entscheidungsgrund: Die dünnflüssige salzige Ausprägung ist ein konkreter Stil der bereits mit 0,50 bewerteten Sojasauce; viele Gerichte bleiben möglich, aber es entsteht keine zusätzliche Familienbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LIME	Limette	APPLICABLE	0.9500	0.7500	CHANGED	CITRUS_FRUIT	CITRUS_FRUIT	Semantik: Limette mit intensiv aromatischer Schale und saurem Saft; konkrete Sorte bleibt offen. Vergleich: Zitrusfrucht (1.0000) in CITRUS_FRUIT. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LINGONBERRY	Preiselbeeren	APPLICABLE	0.4500	0.7500	CHANGED	BERRIES	BERRIES	Semantik: Preiselbeeren mit herber Säure; frisch oder ungesüßt tiefgekühlt gemeint, nicht Konfitüre. Vergleich: Beeren (1.0000) in BERRIES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LINGONBERRY_PRESERVES	Preiselbeer-Konfitüre/-kompott	APPLICABLE	0.5000	0.5000	UNCHANGED	PRESERVED_PRODUCE	APRICOT_PRESERVES	Semantik: Gesüßte Preiselbeerzubereitung wie Konfitüre, Kompott oder gerührte Preiselbeeren; nicht die ungesüßte frische Beere. Vergleich: Aprikosenkonfitüre (0.5000) in PRESERVED_PRODUCE. Entscheidungsgrund: Zucker und eingekochte beziehungsweise gerührte Fruchtform binden die Verwendung als fertige Fruchtzubereitung; die rohe Preiselbeere bleibt ein eigenes, breiteres Konzept.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LINSEED_OIL	Leinöl	APPLICABLE	0.4500	0.7500	CHANGED	OILS	OILS	Semantik: Speiseöl aus Leinsaat mit nussigem, teils herbem Eigengeschmack, besonders für kalte Speisen und zum abschließenden Verfeinern. Gemeint ist reines Leinöl, nicht Leinsamen, ein Ölgemisch oder technisches Leinöl. Vergleich: Speiseöl (1.0000) in OILS. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LIQUORICE	Lakritz	APPLICABLE	0.3000	0.5000	CHANGED	CONFECTIONERY	MARZIPAN	Semantik: Lakritzware mit süßen und salzigen Ausprägungen, auch als Kochzutat verwendbar; nicht Süßholzwurzel oder reiner Lakritzextrakt. Vergleich: Marzipan (0.5000) in CONFECTIONERY. Entscheidungsgrund: Rezeptur, Verarbeitung und typische Textur sind bei diesem benannten Produkt bereits wesentlich festgelegt; die Eigenständigkeit bleibt erhalten, die Familienverdichtung begrenzt aber seine relative Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LIVER_PATE	Leberpastete	APPLICABLE	0.3500	0.5000	CHANGED	OFFAL	OFFAL	Semantik: Streichfähige Pastete auf Leberbasis; umfasst typische Schweine-, Geflügel- und vergleichbare Leberpasteten, nicht reine Leber und nicht automatisch Leberwurst. Vergleich: Innereien (1.0000) in OFFAL. Entscheidungsgrund: Das konkrete Organ beziehungsweise die stark festgelegte Verarbeitungsform bestimmt Textur und geeignete Gartechnik deutlich; mehrere Gerichte bleiben möglich, aber die Aufgabe bindet stärker als ein gewöhnlicher Zuschnitt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LIVER_SAUSAGE	Leberwurst	APPLICABLE	0.5500	0.5000	CHANGED	OFFAL	OFFAL	Semantik: Leberhaltige Koch- oder Streichwurst; Tierart, Körnung und Rezeptur können variieren. Nicht mit Leberpastete gleichsetzen. Vergleich: Innereien (1.0000) in OFFAL. Entscheidungsgrund: Das konkrete Organ beziehungsweise die stark festgelegte Verarbeitungsform bestimmt Textur und geeignete Gartechnik deutlich; mehrere Gerichte bleiben möglich, aber die Aufgabe bindet stärker als ein gewöhnlicher Zuschnitt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LOBSTER	Hummer	APPLICABLE	0.1800	0.5000	CHANGED	CRAYFISH_AND_LOBSTERS	CRAYFISH_AND_LOBSTERS	Semantik: Hummer mit festem, süßlichem Fleisch aus Schwanz und Scheren; ganz, ausgelöst, frisch oder tiefgekühlt verwendbar. Vergleich: Krebse (1.0000) in CRAYFISH_AND_LOBSTERS. Entscheidungsgrund: Konservierung oder stark festgelegte Produktform begrenzen Textur und Einsatz gegenüber frischer Rohware; die benannte Zutat bleibt dennoch ein eigenständiger Familienfall.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LONGGANISA	Longganisa	APPLICABLE	0.3000	0.5000	CHANGED	SAUSAGE	SAUSAGE	Semantik: Offene philippinische Wurstfamilie mit regional stark unterschiedlichen Rezepturen, von süßlichen bis kräftig knoblauchbetonten Varianten. Üblicherweise, aber nicht zwingend, aus Schweinefleisch; keine bestimmte regionale Longganisa wird vorausgesetzt. Vergleich: Wurst (1.0000) in SAUSAGE. Entscheidungsgrund: Rezeptur, Verarbeitung und typische Textur sind bei diesem benannten Produkt bereits wesentlich festgelegt; die Eigenständigkeit bleibt erhalten, die Familienverdichtung begrenzt aber seine relative Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LORNE_SAUSAGE	Lorne Sausage	APPLICABLE	0.5500	0.5000	CHANGED	SAUSAGE	SAUSAGE	Semantik: Schottische, nicht in Darm gefüllte Wurst aus gewürztem Hackfleisch, als kompakter Block geformt und typischerweise in quadratische oder rechteckige Scheiben geschnitten. Rind-, Schweine- und Mischfleischvarianten sind zulässig; vegetarische Square Sausage, gewöhnliche Bratwurst und Burger-Patties nicht. Vergleich: Wurst (1.0000) in SAUSAGE. Entscheidungsgrund: Rezeptur, Verarbeitung und typische Textur sind bei diesem benannten Produkt bereits wesentlich festgelegt; die Eigenständigkeit bleibt erhalten, die Familienverdichtung begrenzt aber seine relative Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LOTUS_ROOT	Lotuswurzel	APPLICABLE	0.3500	0.7500	CHANGED	ROOT_VEGETABLES	ROOT_VEGETABLES	Semantik: Rhizom der Lotuspflanze mit charakteristischen Hohlkammern und knackiger Textur; frisch, tiefgekühlt oder schlicht konserviert. Vergleich: Wurzel- und Knollengemüse (1.0000) in ROOT_VEGETABLES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LOTUS_SEEDS	Lotussamen	APPLICABLE	0.3500	0.7500	CHANGED	SEEDS	SEEDS	Semantik: Essbare reife Lotussamen mit mild-nussigem, leicht süßlichem Geschmack; frisch, getrocknet oder vorgegart für Suppen, Reisgerichte, Füllungen und Süßspeisen. Nicht Lotuswurzel oder der bittere Keim als eigenes Produkt. Vergleich: Kerne und Samen (1.0000) in SEEDS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LOVAGE	Liebstöckel	APPLICABLE	0.4000	0.7500	CHANGED	FRESH_HERBS	BASIL	Semantik: Liebstöckelblätter mit kräftigem sellerieartig-würzigem Aroma; frisch oder sparsam getrocknet, nicht Maggi-Würze. Vergleich: Basilikum (0.7500) in FRESH_HERBS. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LUPIN	Lupinen	APPLICABLE	0.3500	0.7500	CHANGED	LEGUMES	LEGUMES	Semantik: Essbare, fachgerecht entbitterte Lupinensamen beziehungsweise schlichtes Lupinenprodukt; nicht rohe bittere Samen. Vergleich: Hülsenfrüchte (1.0000) in LEGUMES. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LUTEFISK	Lutefisk	APPLICABLE	0.1000	0.5000	CHANGED	PRESERVED_FISH	PRESERVED_FISH	Semantik: Aus getrocknetem Weißfisch durch Wässern und Laugenbehandlung hergestelltes und anschließend gründlich gespültes, küchenfertiges Fischprodukt nach Lutefisk-Art. Nicht trockener Stockfisch, Lauge oder das fertig zubereitete Gericht. Vergleich: konservierter Fisch (1.0000) in PRESERVED_FISH. Entscheidungsgrund: Konservierung und konkrete Produktform prägen Geschmack, Textur oder weitere Verarbeitung bereits vor; innerhalb der Familie bleibt die Zutat eigenständig, aber enger als der unverarbeitete Rohstoff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
LYCHEE	Litschi	APPLICABLE	0.5500	0.7500	CHANGED	TROPICAL_FRUIT	TROPICAL_FRUIT	Semantik: Litschi mit saftigem, floral-süßem Fruchtfleisch; frisch oder schlicht konserviert, ohne Schale und Kern. Vergleich: Tropenfrucht (1.0000) in TROPICAL_FRUIT. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MACADAMIA	Macadamianüsse	APPLICABLE	0.4500	0.7500	CHANGED	NUTS	NUTS	Semantik: Sehr fettreiche, cremig-knackige Macadamianüsse mit mild-buttrigem Geschmack; natur oder geröstet verwendbar. Vergleich: Nüsse (1.0000) in NUTS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MACAPUNO	Macapuno	APPLICABLE	0.2000	0.7500	CHANGED	COCONUT	COCONUT	Semantik: Weiches bis gelatinöses Endosperm einer besonderen Kokosnussausprägung; frisch, tiefgekühlt oder konserviert verwendbar. Nicht gewöhnliches Kokosfleisch, Kokoscreme oder bloß mit Kokos aromatisierte Süßware. Vergleich: Kokosnuss (0.7500) in COCONUT. Entscheidungsgrund: Die weiche Kokosmutation ist als Fruchtfleisch festgelegt, lässt aber Dessert-, Füllungs- und Verarbeitungsformen offen; sie ist ein eigenständiges Kokosprodukt, kein fertiges Süßprodukt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MACKEREL	Makrele	APPLICABLE	0.8500	0.7500	CHANGED	OILY_FISH	OILY_FISH	Semantik: Makrele als fettreicher Fisch mit kräftigem Eigengeschmack; frisch oder tiefgekühlt, nicht automatisch geräuchert. Vergleich: fettreicher Fisch (1.0000) in OILY_FISH. Entscheidungsgrund: Die Art beziehungsweise Tiergruppe ist festgelegt, Zuschnitt, Würzung und mehrere Gartechniken bleiben aber wählbar; das trägt eine eigenständige, gegenüber der offenen Familie leicht verdichtete Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MAGGI_SEASONING	Maggi-Würze	APPLICABLE	0.5500	0.5000	CHANGED	READY_SAUCES_AND_PASTES	MAYONNAISE	Semantik: Dunkle flüssige Würzsauce nach Maggi-Art mit salzig-würzigem Umami; nicht Liebstöckel, Sojasauce oder Brühwürfel. Vergleich: Mayonnaise (0.5000) in READY_SAUCES_AND_PASTES. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MAITAKE	Maitake	APPLICABLE	0.3000	0.7500	CHANGED	MUSHROOMS	MUSHROOMS	Semantik: Maitake beziehungsweise Klapperschwamm mit vielgliedrigen Büscheln und kräftig-würzigem Pilzaroma. Vergleich: Pilze (1.0000) in MUSHROOMS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MALT_VINEGAR	Malzessig	APPLICABLE	0.4000	0.7500	CHANGED	VINEGAR	VINEGAR	Semantik: Essig aus vermälztem Getreide mit malzig-röstigem Aroma; nicht Bier oder chinesischer schwarzer Essig. Vergleich: Essig (1.0000) in VINEGAR. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MAM_NEM	Mắm nêm	APPLICABLE	0.2200	0.5000	CHANGED	FERMENTED_SEASONINGS	FERMENTED_SEASONINGS	Semantik: Kräftige vietnamesische Würzpaste aus salzfermentiertem, weitgehend unfiltriertem Fisch, häufig Sardellen. Handelsprodukte können bereits mit Ananas, Zucker, Chili oder Aromaten abgeschmeckt sein; nicht flüssige Fischsauce. Vergleich: fermentierte Würzzutat (1.0000) in FERMENTED_SEASONINGS. Entscheidungsgrund: Die fertige Würzform bringt ein eigenes Aroma- und häufig Texturprofil mit; gegenüber dem Anker ist sie eigenständig, beschränkt aber freie Würzung und Gerichtsausrichtung, weshalb die Familie kompakt auf dieser Stufe bleibt.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MAM_RUOC	Mắm ruốc	APPLICABLE	0.2200	0.5000	CHANGED	SHRIMP_PASTE	SHRIMP_PASTE	Semantik: Vietnamesische fermentierte Garnelenpaste mit intensiv salzigem Aroma, meist sparsam als Würze verwendet. Nicht mit Mắm tôm gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden. Vergleich: Garnelenpaste (0.5000) in SHRIMP_PASTE. Entscheidungsgrund: Produktform, Aromaprofil oder typische Funktion sind enger vorgegeben als beim Anker; die Zutat bleibt unterscheidbar, wird wegen dieser Bindung innerhalb der Familie aber kompakter gewichtet.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MAM_TOM	Mắm tôm	APPLICABLE	0.2200	0.5000	CHANGED	SHRIMP_PASTE	SHRIMP_PASTE	Semantik: Sehr kräftige vietnamesische fermentierte Garnelenpaste, besonders als Dip zu Bún đậu und als Würze zu Chả cá bekannt. Nicht mit Mắm ruốc gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden. Vergleich: Garnelenpaste (0.5000) in SHRIMP_PASTE. Entscheidungsgrund: Produktform, Aromaprofil oder typische Funktion sind enger vorgegeben als beim Anker; die Zutat bleibt unterscheidbar, wird wegen dieser Bindung innerhalb der Familie aber kompakter gewichtet.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MANCHEGO	Manchego	APPLICABLE	0.5000	0.7500	CHANGED	CHEESE	CHEESE	Semantik: Spanischer Käse aus Manchega-Schafmilch aus La Mancha; nicht generisch jeder Schafskäse. Vergleich: Käse (1.0000) in CHEESE. Entscheidungsgrund: Die konkrete Produktausprägung besitzt ein eigenes Profil, bleibt aber über mehrere Koch-, Back- oder Servierfunktionen einsetzbar; das trägt die Zwischenstufe gegenüber dem offenen Oberbegriff.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MANDARIN	Mandarine	APPLICABLE	0.7500	0.7500	UNCHANGED	CITRUS_FRUIT	CITRUS_FRUIT	Semantik: Mandarine als leicht schälbare, süß-aromatische Zitrusfrucht; Clementinen und ähnliche handelsübliche Formen sind umfasst. Vergleich: Zitrusfrucht (1.0000) in CITRUS_FRUIT. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MANGO	Mango	APPLICABLE	0.9000	0.7500	CHANGED	TROPICAL_FRUIT	TROPICAL_FRUIT	Semantik: Mango mit saftigem, süß-aromatischem Fruchtfleisch; Sorte und Reifegrad bleiben offen. Vergleich: Tropenfrucht (1.0000) in TROPICAL_FRUIT. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MANGROVE_CRAB	Mangrovenkrabben	APPLICABLE	0.3000	0.5000	CHANGED	CRAB	CRAB	Semantik: Ganze Tiere, Scheren, ausgelöstes Fleisch und eindeutig artzugeordnete Softshell-Formen sind zulässig; andere Krabbenarten zählen nicht. Vergleich: Krabben (1.0000) in CRAB. Entscheidungsgrund: Konservierung oder stark festgelegte Produktform begrenzen Textur und Einsatz gegenüber frischer Rohware; die benannte Zutat bleibt dennoch ein eigenständiger Familienfall.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MAPLE_SYRUP	Ahornsirup	APPLICABLE	0.5000	0.5000	UNCHANGED	SYRUP	SYRUP	Semantik: Eingekochter Saft des Zuckerahorns mit karamellig-holzigem Aroma; nicht künstlich aromatisierter Pancake-Sirup. Vergleich: Sirup (1.0000) in SYRUP. Entscheidungsgrund: Verarbeitung, Aromaprofil oder fertige Produktfunktion sind bereits deutlich festgelegt; die Zutat ist eigenständig, aber weniger breit integrierbar als der neutrale Familienanker.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MARJORAM	Majoran	APPLICABLE	0.5000	0.7500	CHANGED	FRESH_HERBS	BASIL	Semantik: Majoranblätter mit warmem, leicht süßlichem und herbem Aroma; frisch oder getrocknet verwendbar. Vergleich: Basilikum (0.7500) in FRESH_HERBS. Entscheidungsgrund: Das einzelne Aroma ist klar festgelegt, kann aber über mehrere Gerichte, Techniken und Kombinationen eingesetzt werden; wie beim Anker bleibt ausreichend eigenständige Kochbreite.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MARROWFAT_PEAS	Marrowfat Peas	APPLICABLE	0.6500	0.7500	CHANGED	PEAS	PEAS	Semantik: Große ausgereifte grüne Erbsen mit mehlig-cremiger Textur nach dem Garen. Getrocknete oder schlicht konservierte ganze Marrowfat Peas sind gemeint; fertige Mushy Peas nicht. Vergleich: Erbsen (1.0000) in PEAS. Entscheidungsgrund: Art oder Sorte sind festgelegt, doch Zuschnitt, Garmethode und Kombination bleiben in mehreren süßen beziehungsweise herzhaften Anwendungen offen; das entspricht den eigenständigen Rohstoff-Peers der Familie.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MARSALA	Marsala	APPLICABLE	0.3000	0.2500	CHANGED	COOKING_ALCOHOL	COOKING_ALCOHOL	Semantik: Aufgespriteter sizilianischer Wein nach Marsala-Art, trocken bis süß; als Kochwein, nicht beliebiger Likörwein. Vergleich: Kochalkohol (0.2500) in COOKING_ALCOHOL. Entscheidungsgrund: Der Alkohol ist als Kochzutat eine geschmacks- und verfahrensprägende Pflichtvorgabe; Sorte und Stil unterscheiden die Aufgabe zusätzlich, weshalb der einheitliche Kochalkoholvertrag 0,25 vorsieht.	COOKING_ALCOHOL_INDEPENDENT_LOW_WEIGHT	MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
MARZIPAN	Marzipan	APPLICABLE	0.3000	0.5000	CHANGED	CONFECTIONERY	MARZIPAN	Semantik: Süße Mandel-Zucker-Masse einschließlich als Backzutat verwendbarer Marzipanmasse; nicht Persipan oder bloßes Mandelaroma. Vergleich: Marzipan (0.5000) in CONFECTIONERY. Entscheidungsgrund: Rezeptur, Verarbeitung und typische Textur sind bei diesem benannten Produkt bereits wesentlich festgelegt; die Eigenständigkeit bleibt erhalten, die Familienverdichtung begrenzt aber seine relative Präsenz.		MAIN_C604408_FULL_MASTER_POSTGRESQL17;ISSUE_288_AGENTIC_REVIEW_2026-09-17
