"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"proposed_availability_georgia"	"availability_note_georgia"	"availability_evidence_georgia"	"proposed_availability_tobias"	"availability_note_tobias"	"availability_evidence_tobias"	"review_flags"	"approval_status"
"OFFAL"	"Innereien"	"APPLICABLE"	"Offene Vorgabe für essbare Innereien und verwandte Schlachtteile; Tierart und Organ bleiben bewusst wählbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OILS"	"Speiseöl"	"APPLICABLE"	"Offene Vorgabe für flüssige Speiseöle; Rohstoff, Raffination, Eigengeschmack und Hitzetoleranz bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OILY_FISH"	"fettreicher Fisch"	"APPLICABLE"	"Offene Vorgabe für fettreiche Fischarten mit kräftigerem Geschmack und saftigem Fleisch."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OKRA"	"Okra"	"APPLICABLE"	"Junge Okraschoten mit grasig-mildem Geschmack; ihre Samen und Schleimstoffe entwickeln beim Garen eine charakteristische Bindung."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OLIVE_OIL"	"Olivenöl"	"APPLICABLE"	"Speiseöl aus Oliven; natives aromatisches und raffiniertes milderes Öl sind je nach Anwendung möglich."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OLIVES"	"Oliven"	"APPLICABLE"	"Essfertig entbitterte Oliven in Lake oder Öl; Farbe, Sorte, Entsteinung und Würzung bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OLOMOUC_TVARUZKY"	"Olmützer Quargel"	"APPLICABLE"	"Olomoucké tvarůžky: tschechischer g.g.A.-Schmierkäse aus Sauermilchquark mit höchstens 1 % Fett, kräftigem bis sehr scharfem Aroma und ausgeprägter Reifungsnote. Nicht mit beliebigem Harzer Käse oder Quark gleichsetzen."	"SPECIALTY"	"Georgia: Die definierte Produktform verlangt einen spezialisierten Anbieter beziehungsweise eine gezielte Fahrt nach Köln oder Düsseldorf, ist über diesen Weg aber mit vernünftiger Zuverlässigkeit beschaffbar."	"EV18"	"SPECIALTY"	"Tobias: Die definierte Produktform verlangt spezialisierten deutschen beziehungsweise europäischen Versand oder einen seltenen Fachanbieter; eine Georgienreise ist nur für haltbare passende Ware ein möglicher Zusatzweg."	"EV18"	""	"PROPOSED_FOR_HUMAN_REVIEW"
"ONION"	"Zwiebel"	"APPLICABLE"	"Küchenzwiebel mit schwefelig-scharfem, beim Garen süßlichem Aroma; gelbe beziehungsweise braune Standardsorte gemeint."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	"REFERENCE_ANCHOR"	"APPROVED_REFERENCE_ANCHOR"
"ONION_POWDER"	"Zwiebelpulver"	"APPLICABLE"	"Getrocknete gemahlene oder granulierte Zwiebel mit konzentriertem Aroma; nicht frische Zwiebel oder Zwiebelsalz."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OOLONG_TEA"	"Oolongtee"	"APPLICABLE"	"Teiloxidierter Tee zwischen grünem und schwarzem Tee; Stil reicht von floral-leicht bis dunkel geröstet."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"ORANGE"	"Orange"	"APPLICABLE"	"Süße Orange mit saftigem Fruchtfleisch und aromatischer Schale; Blutorange bleibt als eigene Ausprägung getrennt."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OREGANO"	"Oregano"	"APPLICABLE"	"Oregano mit kräftig-herbem, warmem Kräuteraroma; frisch oder getrocknet verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"ORZO"	"Kritharaki oder Orzo"	"APPLICABLE"	"Kleine reisförmige Weizenpasta, auch Kritharaki genannt; trotz der Form kein Reis."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OXTAIL"	"Ochsenschwanz"	"APPLICABLE"	"Quergeschnittener Rinderschwanz mit Knochen, Fett und viel Kollagen; für langsames Schmoren oder Brühen geeignet."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OYSTER"	"Austern"	"APPLICABLE"	"Auster als essbare Muschel mit jodig-salzigem Geschmack; lebend in der Schale oder ausgelöst verwendbar."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OYSTER_MUSHROOM"	"Austernpilze"	"APPLICABLE"	"Austernseitling mit breitem Hut, zart-faseriger Textur und mildem Umami; nicht Kräuterseitling."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"OYSTER_SAUCE"	"Austernsauce"	"APPLICABLE"	"Dicke salzig-süßliche Würzsauce mit Austernextrakt und Umami; vegetarische Pilzvarianten sind nicht gemeint."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PADRON_PEPPER"	"Padrón-Paprika"	"APPLICABLE"	"Kleine grüne Paprika der Padrón-/Pemento-de-Herbón-Tradition; überwiegend mild, einzelne Früchte deutlich scharf. Gemeint ist die frische ganze Paprika, nicht ein fertiges Tapasgericht."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PAK_CHOI"	"Pak Choi"	"APPLICABLE"	"Asiatisches Kohlgemüse mit saftigen hellen Stielen und dunklen Blättern; beide Teile sind essbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PALM_SUGAR"	"Palmzucker"	"APPLICABLE"	"Aus Palmensaft eingekochter Zucker mit karamelligem Aroma; Block-, Pasten- und Granulatformen sind umfasst."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PANCETTA"	"Pancetta"	"APPLICABLE"	"Italienischer gepökelter, meist ungeräucherter Schweinebauch; gerollt oder flach und roh zu garen beziehungsweise gereift."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PANDAN_LEAVES"	"Pandanblätter"	"APPLICABLE"	"Lange aromatische Pandanblätter mit süßlich-grünem, vanilleähnlichem Duft; meist zum Mitgaren oder Extrahieren."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PANEER"	"Paneer"	"APPLICABLE"	"Ungereifter indischer Frischkäse mit fester, nicht schmelzender Textur; typischerweise aus Kuh- oder Büffelmilch."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PANGASIUS"	"Pangasius"	"APPLICABLE"	"Milder weißfleischiger Süßwasserfisch, meist als grätenarmes Filet erhältlich."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PANKO"	"Panko"	"APPLICABLE"	"Grobe luftige japanische Weißbrotbrösel für besonders knusprige Panaden; nicht feine Semmelbrösel."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PAPAYA"	"Papaya"	"APPLICABLE"	"Reife Papaya mit weichem, süß-mildem Fruchtfleisch; grüne unreife Papaya bleibt getrennt."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PAPRIKA_POWDER"	"Paprikapulver"	"APPLICABLE"	"Paprikapulver als Gewürzfamilie mit süßen, scharfen und geräucherten Varianten; nicht frische Paprika."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PARMESAN"	"Parmesan"	"APPLICABLE"	"Sehr harter, lange gereifter italienischer Kuhmilchkäse nach Parmesan-Art; würzig, salzig und umamireich."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PARSLEY"	"Petersilie"	"APPLICABLE"	"Frische Petersilienblätter mit grün-würzigem Aroma; glatte und krause Formen sind umfasst, nicht Petersilienwurzel."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PARSLEY_ROOT"	"Petersilienwurzel"	"APPLICABLE"	"Essbare Wurzel der Wurzelpetersilie; aromatisches Wurzelgemüse. Nicht mit Pastinake und nicht mit Petersilienblättern gleichsetzen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PARSNIP"	"Pastinake"	"APPLICABLE"	"Pastinake mit süßlich-erdigem, leicht würzigem Wurzelfleisch; nicht Petersilienwurzel."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PASSION_FRUIT"	"Passionsfrucht"	"APPLICABLE"	"Passionsfrucht mit aromatischem süß-saurem Fruchtmark und knackigen essbaren Kernen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PASTIS"	"Pastis"	"APPLICABLE"	"Anisbetonte französische Spirituose nach Pastis-Art, typischerweise zusätzlich mit Süßholz und weiteren Kräutern beziehungsweise Gewürzen aromatisiert. Nicht Absinth oder beliebiger Anislikör."	"PLANNED"	"Georgia: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, einen bekannten erreichbaren Fachladen oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	"PLANNED"	"Tobias: Die definierte Produktform ist über einen konkret planbaren gut sortierten Markt, ein bekanntes Rostocker Fachsortiment oder unkomplizierten deutschen Versand zuverlässig beschaffbar."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEA_EGGPLANT"	"Erbsenaubergine"	"APPLICABLE"	"Erbsengroße, traubenartig wachsende Früchte von Solanum torvum mit knackigem Biss und deutlich herber Note, besonders für Currys. Keine Miniaturform der gewöhnlichen Aubergine."	"SPECIALTY"	"Georgia: Die definierte Produktform verlangt einen spezialisierten Anbieter beziehungsweise eine gezielte Fahrt nach Köln oder Düsseldorf, ist über diesen Weg aber mit vernünftiger Zuverlässigkeit beschaffbar."	"EV08|EV09"	"SPECIALTY"	"Tobias: Die definierte Produktform verlangt spezialisierten deutschen beziehungsweise europäischen Versand oder einen seltenen Fachanbieter; eine Georgienreise ist nur für haltbare passende Ware ein möglicher Zusatzweg."	"EV08|EV09"	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEACH"	"Pfirsich"	"APPLICABLE"	"Pfirsich mit samtiger Schale und saftigem süß-aromatischem Fruchtfleisch; weiß- und gelbfleischige Sorten sind umfasst."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEANUT"	"Erdnüsse"	"APPLICABLE"	"Erdnusskerne mit kräftig-nussigem Aroma; roh, geröstet, ganz oder gehackt verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEANUT_BUTTER"	"Erdnussbutter"	"APPLICABLE"	"Streichfähige Erdnusspaste, glatt oder stückig; ungesüßte und leicht gesüßte Varianten sind umfasst."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEANUT_SATAY_SAUCE"	"Erdnuss-Satay-Sauce"	"APPLICABLE"	"Fertige erdnussbasierte Satay-/Pindasaus; typischerweise süß-salzig und kräftig nussig, konkrete Würzung und Schärfe können variieren. Nicht mit reinem Erdnussmus oder Erdnussbutter gleichsetzen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEAR"	"Birne"	"APPLICABLE"	"Birne als saftiges Kernobst; Sorte, Festigkeit und Verhältnis von Süße zu Säure bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEARL_BARLEY"	"Graupen"	"APPLICABLE"	"Geschälte und rund geschliffene Gerstenkörner, auch Graupen; schneller garend und weicher als ganze Gerste."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEAS"	"Erbsen"	"APPLICABLE"	"Offene Vorgabe für Erbsenkerne; frisch, getrocknet oder gespalten sind mögliche Wege, essbare Hülsen nicht automatisch."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PECAN"	"Pekannüsse"	"APPLICABLE"	"Pekannusskerne mit buttrigem, mild-süßlichem Aroma; natur oder geröstet verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PECORINO"	"Pecorino"	"APPLICABLE"	"Harter bis halbfester italienischer Schafmilchkäse; Herkunft, Reifegrad und Salzintensität bleiben offen."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PENNE"	"Penne"	"APPLICABLE"	"Kurze röhrenförmige Weizenpasta mit schrägen Enden; glatt oder geriffelt verwendbar."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"PEPPER"	"Pfeffer"	"APPLICABLE"	"Echter Pfeffer und seine Reife- beziehungsweise Verarbeitungsformen; Szechuanpfeffer bleibt eigenständig."	"EASY"	"Georgia: Die definierte Produktform ist in der Bornheimer Basisversorgung über den großen Edeka oder eine vergleichbar alltägliche Bezugsquelle spontan und zuverlässig erhältlich."	""	"EASY"	"Tobias: Die definierte Produktform ist in der Rostocker Basisversorgung über den großen Edeka, einen kleineren breit sortierten Asia-Laden oder eine vergleichbar alltägliche Quelle spontan und zuverlässig erhältlich."	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
