"concept_code","display_name","review_applicability","product_form_basis","market_class","market_basis","proposed_availability","availability_note","evidence_requirement","evidence_search_terms","review_flags"
"KIWI","Kiwi","APPLICABLE","Kiwi mit saftigem süß-säuerlichem Fruchtfleisch und essbaren kleinen Samen; grüne und goldene Sorten sind umfasst.","GENERAL_LOCAL","Katalogpfad Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »grüne und goldene Sorten sind umfasst«. Regelweg in Bornheim über das örtliche Sortiment »Obst- und Gemüseabteilung« beim Wocheneinkauf in Bornheim.","EASY","Kiwi: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Kiwi | Form: grüne und goldene Sorten sind umfasst | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"KLIPPFISH","Klippfisch","APPLICABLE","Stark gesalzener und anschließend getrockneter Fisch nach Klippfisch-/Klippfisk-Art, häufig Kabeljau oder anderer geeigneter Weißfisch; vor der Zubereitung typischerweise zu wässern. Nicht mit ungesalzenem Stockfisch gleichsetzen.","SPECIALTY_BROAD","Katalogpfad konservierter Fisch → Fisch → Fisch und Meeresfrüchte. Warengruppe konservierter Fisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht mit ungesalzenem Stockfisch gleichsetzen«. Breiter einschlägiger Spezialmarkt über den freigegebenen v2-Anker mit dem Kerngrund »Im portugiesisch-/spanisch geprägten Spezialmarkt breit als gesalzener Trockenfisch etabliert klare Abgrenzung zu ungesalzenem Stockfisch«.","SPECIALTY","Klippfisch: Im portugiesisch-/spanisch geprägten Spezialmarkt breit als gesalzener Trockenfisch etabliert; klare Abgrenzung zu ungesalzenem Stockfisch.","REQUIRED","Klippfisch | Form: Nicht mit ungesalzenem Stockfisch gleichsetzen | Deutschland unabhängige Spezialhändler konservierter Fisch | freigegebener v2-Anker","REFERENCE_ANCHOR|EVIDENCE_REQUIRED"
"KOHLRABI","Kohlrabi","APPLICABLE","Knackige verdickte Kohlrabi-Sprossachse mit mild-kohligem Geschmack; Blätter können mitverwendet werden.","GENERAL_LOCAL","Katalogpfad Kohlgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Blätter können mitverwendet werden«. Regelweg in Bornheim über den Bereich »Obst- und Gemüseabteilung« eines gewöhnlichen Bornheimer Vollsortimenters.","EASY","Kohlrabi: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Kohlrabi | Form: Blätter können mitverwendet werden | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"KOLACHE","Kolatschen","APPLICABLE","Rundes mitteleuropäisches Hefeteiggebäck der tschechischen Koláč-Familie mit typischerweise zentraler Füllung, etwa Mohn, Quark, Pflaumenmus oder Obst. Nicht beliebiges Hefegebäck und nicht Trdelník.","NICHE_IMPORT","Katalogpfad Backware → Süßware. Warengruppe Back- oder Brotwaren, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht beliebiges Hefegebäck und nicht Trdelník«. Nur der schmale Händlerweg über Luisa Minimarkt Prag – Chemnitz ist positiv belegt; Sonderfahrt begrenzt Form, Bestand oder Logistik.","DIFFICULT","Kolatschen: Nur der schmale Händlerweg über Luisa Minimarkt Prag – Chemnitz ist positiv belegt; Sonderfahrt begrenzt Form, Bestand oder Logistik.","REQUIRED","Kolatschen | Form: Nicht beliebiges Hefegebäck und nicht Trdelník | Deutschland EU Exakttreffer Bestand Logistik Back- oder Brotwaren | geprüfte Quellen: Luisa Minimarkt Prag – Chemnitz","EVIDENCE_REQUIRED|FORM_OR_ROUTE_FRAGILE"
"KOMBU","Kombu","APPLICABLE","Dicke getrocknete Braunalge, besonders zum Ansetzen umamireicher Fonds wie Dashi; nicht Nori oder Wakame.","SPECIALTY_BROAD","Katalogpfad Algen → Gemüse. Warengruppe Alge, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Nori oder Wakame«. Breiter einschlägiger Spezialmarkt über den freigegebenen v2-Anker mit dem Kerngrund »Breit im japanisch-asiatischen Spezialmarkt etabliert viele unabhängige Händler und Marken«.","SPECIALTY","Kombu: Breit im japanisch-asiatischen Spezialmarkt etabliert; viele unabhängige Händler und Marken.","REQUIRED","Kombu | Form: nicht Nori oder Wakame | Deutschland unabhängige Spezialhändler Alge | freigegebener v2-Anker","REFERENCE_ANCHOR|EVIDENCE_REQUIRED"
"LA_LOT_LEAVES","Lá-lốt-Blätter","APPLICABLE","Als Lá lốt gehandelte herzförmige Pfefferblätter mit warm-würzigem Aroma, besonders zum Umwickeln und Grillen von Fleischfüllungen. Nicht mit Betelblättern zum Kauen oder gewöhnlichem Pfefferblatt gleichsetzen.","NICHE_IMPORT","Katalogpfad Kräuter und Würzblätter. Warengruppe frisches Würzkraut, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht mit Betelblättern zum Kauen oder gewöhnlichem Pfefferblatt gleichsetzen«. Der v2-Anker hält den Engpass fest: Wenige vietnamesisch orientierte Frischehändler, schwankender Bestand und Frischelogistik.","DIFFICULT","Lá-lốt-Blätter: Wenige vietnamesisch orientierte Frischehändler, schwankender Bestand und Frischelogistik.","REQUIRED","Lá-lốt-Blätter | Form: Nicht mit Betelblättern zum Kauen oder gewöhnlichem Pfefferblatt gleichsetzen | Deutschland EU Exakttreffer Bestand Logistik frisches Würzkraut | freigegebener v2-Anker","REFERENCE_ANCHOR|EVIDENCE_REQUIRED|FORM_OR_ROUTE_FRAGILE"
"LAKSA_PASTE","Laksa-Paste","APPLICABLE","Fertige südostasiatische Gewürzpaste für Laksa mit Chili, Aromaten und Gewürzen; regional unterschiedliche Stile sind umfasst.","SPECIALTY_BROAD","Katalogpfad fertige Currypaste → fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »regional unterschiedliche Stile sind umfasst«. Breiter einschlägiger Spezialmarkt über die voneinander unabhängigen Händler Asia4Friends – Currypasten sowie AsiaFoodland – Saucen und Pasten.","SPECIALTY","Laksa-Paste ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asia4Friends – Currypasten sowie AsiaFoodland – Saucen und Pasten.","REQUIRED","Laksa-Paste | Form: regional unterschiedliche Stile sind umfasst | Deutschland unabhängige Spezialhändler Sauce oder Würzpaste | geprüfte Quellen: Asia4Friends – Currypasten ; AsiaFoodland – Saucen und Pasten","EVIDENCE_REQUIRED"
"LAMB","Lamm","APPLICABLE","Lammfleisch ohne Festlegung auf Zuschnitt oder Garmethode; gemeint ist Fleisch vom jungen Schaf.","GENERAL_BROAD","Katalogpfad Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »gemeint ist Fleisch vom jungen Schaf«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Lammfleisch.","PLANNED","Lamm ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Lammfleisch im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","REQUIRED","Lamm | Form: gemeint ist Fleisch vom jungen Schaf | Bornheim gezielter Einkauf Deutschland Fleischkühlung oder Bedientheke | geprüfte Quellen: MeinMetzger – Lammfleisch","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"LAMB_CHOP","Lammkotelett","APPLICABLE","Lammkotelett mit Knochen aus Rücken oder Rippenbereich; zum kurzen Braten oder Grillen geeignet.","GENERAL_BROAD","Katalogpfad Lamm → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »zum kurzen Braten oder Grillen geeignet«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Lammkotelett Stiel portioniert.","PLANNED","Lammkotelett ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Lammkotelett Stiel portioniert im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","REQUIRED","Lammkotelett | Form: zum kurzen Braten oder Grillen geeignet | Bornheim gezielter Einkauf Deutschland Fleischkühlung oder Bedientheke | geprüfte Quellen: MeinMetzger – Lammkotelett Stiel portioniert","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"LAMB_LEG","Lammkeule","APPLICABLE","Lammkeule als großer, relativ magerer Braten- oder Schmorcut; ganz oder ausgelöst verwendbar.","GENERAL_BROAD","Katalogpfad Lamm → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »ganz oder ausgelöst verwendbar«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Lammkeule nur mit Röhrenknochen.","PLANNED","Lammkeule ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Lammkeule nur mit Röhrenknochen im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","REQUIRED","Lammkeule | Form: ganz oder ausgelöst verwendbar | Bornheim gezielter Einkauf Deutschland Fleischkühlung oder Bedientheke | geprüfte Quellen: MeinMetzger – Lammkeule nur mit Röhrenknochen","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"LAMB_MINCE","Lammhack","APPLICABLE","Zerkleinertes Lammfleisch mit charakteristischem Eigengeschmack; nicht gemischtes Hackfleisch.","GENERAL_BROAD","Katalogpfad Lamm → Hackfleisch → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht gemischtes Hackfleisch«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – reines Lammhackfleisch.","PLANNED","Lammhack ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – reines Lammhackfleisch im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","REQUIRED","Lammhack | Form: nicht gemischtes Hackfleisch | Bornheim gezielter Einkauf Deutschland Fleischkühlung oder Bedientheke | geprüfte Quellen: MeinMetzger – reines Lammhackfleisch","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"LAMB_SHOULDER","Lammschulter","APPLICABLE","Kollagenreiche Lammschulter mit kräftigem Geschmack; besonders für langsames Braten oder Schmoren geeignet.","GENERAL_BROAD","Katalogpfad Lamm → Fleisch. Warengruppe Fleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »besonders für langsames Braten oder Schmoren geeignet«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Lammschulterbraten mit Knochen.","PLANNED","Lammschulter ist über eine gezielte Bestellung oder Sortimentsprüfung bei MeinMetzger – Lammschulterbraten mit Knochen im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","REQUIRED","Lammschulter | Form: besonders für langsames Braten oder Schmoren geeignet | Bornheim gezielter Einkauf Deutschland Fleischkühlung oder Bedientheke | geprüfte Quellen: MeinMetzger – Lammschulterbraten mit Knochen","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"LAMBIC","Lambic","APPLICABLE","Traditioneller belgischer Bierstil aus spontan vergorener Würze. Gemeint ist der Grundstil; Gueuze, Kriek und andere Frucht- oder Blendvarianten sind nicht automatisch eingeschlossen.","SPECIALTY_BROAD","Zwei unabhängige spezialisierte Bierhändler tragen den Markt: Belgoshop und Beyond Beer führen jeweils Cantillon Grand Cru Bruocsella als reines, ungeblendetes dreijähriges Lambic aktuell bestellbar; ein allgemeiner Getränkeweg ist nicht belegt.","SPECIALTY","Lambic: Zwei unabhängige spezialisierte Bierhändler tragen den Markt: Belgoshop und Beyond Beer führen jeweils Cantillon Grand Cru Bruocsella als reines, ungeblendetes dreijähriges Lambic aktuell bestellbar; ein allgemeiner Getränkeweg ist nicht belegt.","REQUIRED","Cantillon Grand Cru Bruocsella reines ungeblendetes Lambic Belgoshop Beyond Beer Bestand Deutschland","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"LAMBS_LETTUCE","Feldsalat","APPLICABLE","Feldsalat mit kleinen zarten Blättern und mild-nussigem Geschmack; überwiegend roh verwendet.","GENERAL_LOCAL","Katalogpfad Blattsalat → Blattgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »überwiegend roh verwendet«. Regelweg in Bornheim über den Bereich »Obst- und Gemüseabteilung« eines gewöhnlichen Bornheimer Vollsortimenters.","EASY","Feldsalat: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Feldsalat | Form: überwiegend roh verwendet | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"LAND_SNAILS","Landschnecken","APPLICABLE","Essbare Landschnecken als küchenfertige Zutat; umfasst Weinbergschnecken und mögliche weitere terrestrische Arten. Nicht Süßwasser- oder Meeresschnecken.","GENERAL_BROAD","Landschnecken in Dosenform über allgemeinen Feinkostversand; Culina bietet Weinbergschnecken ohne Haus im Warenkorb an und versendet mit ausgewiesener Deutschland-Lieferfrist.","PLANNED","Landschnecken in Dosenform über allgemeinen Feinkostversand; Culina bietet Weinbergschnecken ohne Haus im Warenkorb an und versendet mit ausgewiesener Deutschland-Lieferfrist.","REQUIRED","Culina Weinbergschnecken Landschnecken ohne Haus Dose Deutschland Versand Lieferzeit","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"LARD","Schweineschmalz","APPLICABLE","Ausgelassenes Schweinefett zum Braten, Backen oder Verfeinern; natur gemeint, nicht fertiger Griebenschmalzaufstrich.","GENERAL_LOCAL","Katalogpfad Kochfett. Warengruppe Speiseöl oder Kochfett, formrelevanter Prüfhinweis aus der vollständigen Definition: »natur gemeint, nicht fertiger Griebenschmalzaufstrich«. Regelweg in Bornheim über das örtliche Sortiment »Öl- und Kochfettregal« beim Wocheneinkauf in Bornheim.","EASY","Schweineschmalz: gewöhnlicher lokaler Bezugsweg über den Bereich »Öl- und Kochfettregal«.","OPTIONAL","Schweineschmalz | Form: natur gemeint, nicht fertiger Griebenschmalzaufstrich | Bornheim Öl- und Kochfettregal gewöhnlicher Handel",""
"LASAGNE_SHEETS","Lasagneplatten","APPLICABLE","Breite flache Weizenpastablätter für geschichtete Gerichte; frisch, getrocknet oder vorgekocht verwendbar.","GENERAL_LOCAL","Katalogpfad Weizenpasta → Nudeln → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »frisch, getrocknet oder vorgekocht verwendbar«. Regelweg in Bornheim über den lokalen Supermarktbereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal« in Bornheim.","EASY","Lasagneplatten: gewöhnlicher lokaler Bezugsweg über den Bereich »Reis-, Mehl-, Nudel- oder Trockenwarenregal«.","OPTIONAL","Lasagneplatten | Form: frisch, getrocknet oder vorgekocht verwendbar | Bornheim Reis-, Mehl-, Nudel- oder Trockenwarenregal gewöhnlicher Handel",""
"LEAFY_GREENS","Blattgemüse","APPLICABLE","Offene Vorgabe für Gemüse, dessen Blätter kulinarisch im Mittelpunkt stehen; Salate und Kochgemüse sind möglich.","GENERAL_LOCAL","Katalogpfad Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Salate und Kochgemüse sind möglich«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Obst- und Gemüseabteilung«.","EASY","Blattgemüse: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Blattgemüse | Form: Salate und Kochgemüse sind möglich | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"LEBERKAESE","Leberkäse","APPLICABLE","Fein zerkleinertes, gebackenes Fleisch- oder Brühwursterzeugnis nach Leberkäse- beziehungsweise Fleischkäse-Art; konkrete Fleischmischung kann variieren. Nicht gewöhnlicher Hackbraten.","GENERAL_LOCAL","Katalogpfad Wurst → Fleisch. Warengruppe Wurst oder Pökelfleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht gewöhnlicher Hackbraten«. Regelweg in Bornheim über das örtliche Sortiment »Wurstkühlung oder Bedientheke« beim Wocheneinkauf in Bornheim.","EASY","Leberkäse: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurstkühlung oder Bedientheke«.","OPTIONAL","Leberkäse | Form: Nicht gewöhnlicher Hackbraten | Bornheim Wurstkühlung oder Bedientheke gewöhnlicher Handel",""
"LEEK","Lauch","APPLICABLE","Lauch mit mild-süßlichem Zwiebelaroma; weißer und grüner Teil sind je nach Gericht verwendbar.","GENERAL_LOCAL","Katalogpfad Lauch- und Zwiebelgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »weißer und grüner Teil sind je nach Gericht verwendbar«. Regelweg in Bornheim über ortsübliche Vollsortimenter rund um Bornheim, konkret im Bereich »Obst- und Gemüseabteilung«.","EASY","Lauch: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Lauch | Form: weißer und grüner Teil sind je nach Gericht verwendbar | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"LEFSE","Lefse","APPLICABLE","Weiches norwegisches Fladenbrot nach Lefse-Art; je nach Variante auf Kartoffel- oder Mehlbasis. Gemeint ist die Lefse selbst, nicht eine bestimmte süße oder herzhafte Füllung beziehungsweise ein fertig belegtes Gericht.","NICHE_IMPORT","Katalogpfad Fladenbrot → Brot oder Fladenbrot → Backware → stärkehaltige Zutat oder Sättigungsbeilage. Warengruppe Getreide- oder Stärkeware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Gemeint ist die Lefse selbst, nicht eine bestimmte süße oder herzhafte Füllung beziehungsweise ein fertig belegtes Gericht«. Der v2-Anker hält den Engpass fest: Enger norwegischer Fertigproduktimport mit wenigen Händlern und periodischem Bestand.","DIFFICULT","Lefse: Enger norwegischer Fertigproduktimport mit wenigen Händlern und periodischem Bestand.","REQUIRED","Lefse | Form: Gemeint ist die Lefse selbst, nicht eine bestimmte süße oder herzhafte Füllung beziehungsweise ein fertig belegtes Gericht | Deutschland EU Exakttreffer Bestand Logistik Getreide- oder Stärkeware | freigegebener v2-Anker","REFERENCE_ANCHOR|EVIDENCE_REQUIRED|FORM_OR_ROUTE_FRAGILE"
"LEGUMES","Hülsenfrüchte","APPLICABLE","Offene Vorgabe für Hülsenfrüchte wie Bohnen, Linsen, Erbsen oder Kichererbsen; Produktform bleibt wählbar.","GENERAL_LOCAL","Katalogpfad eigenständige Katalogwurzel. Warengruppe Hülsenfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »Produktform bleibt wählbar«. Regelweg in Bornheim über die gewöhnliche Bornheimer Auslage »Hülsenfrucht-, Konserven- oder Trockenwarenregal«.","EASY","Hülsenfrüchte: gewöhnlicher lokaler Bezugsweg über den Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal«.","OPTIONAL","Hülsenfrüchte | Form: Produktform bleibt wählbar | Bornheim Hülsenfrucht-, Konserven- oder Trockenwarenregal gewöhnlicher Handel",""
"LEMON","Zitrone","APPLICABLE","Zitrone mit aromatischer Schale und deutlich saurem Saft; Fruchtfleisch und unbehandelte Schale sind ebenfalls nutzbar.","GENERAL_LOCAL","Katalogpfad Zitrusfrucht → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »Fruchtfleisch und unbehandelte Schale sind ebenfalls nutzbar«. Regelweg in Bornheim über den lokalen Supermarktbereich »Obst- und Gemüseabteilung« in Bornheim.","EASY","Zitrone: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Zitrone | Form: Fruchtfleisch und unbehandelte Schale sind ebenfalls nutzbar | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"LEMONGRASS","Zitronengras","APPLICABLE","Faserige aromatische Halme mit klarem Zitronenduft; meist angedrückt, fein geschnitten oder zum Mitkochen verwendet.","GENERAL_BROAD","Katalogpfad Kräuter und Würzblätter. Warengruppe frisches Würzkraut, formrelevanter Prüfhinweis aus der vollständigen Definition: »meist angedrückt, fein geschnitten oder zum Mitkochen verwendet«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine vorab zu prüfendes Sortiment im Bereich »frische Kräuterabteilung« eines großen Bornheimer Markts.","PLANNED","Zitronengras ist über ein vorab zu prüfendes Sortiment im Bereich »frische Kräuterabteilung« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Zitronengras | Form: meist angedrückt, fein geschnitten oder zum Mitkochen verwendet | Bornheim gezielter Einkauf Deutschland frische Kräuterabteilung",""
"LENTILS","Linsen","APPLICABLE","Linsen als kleine trockene Hülsenfrüchte; Sorte, Farbe und Formstabilität bleiben offen.","GENERAL_LOCAL","Katalogpfad Hülsenfrüchte. Warengruppe Hülsenfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »Sorte, Farbe und Formstabilität bleiben offen«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Hülsenfrucht-, Konserven- oder Trockenwarenregal«.","EASY","Linsen: gewöhnlicher lokaler Bezugsweg über den Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal«.","OPTIONAL","Linsen | Form: Sorte, Farbe und Formstabilität bleiben offen | Bornheim Hülsenfrucht-, Konserven- oder Trockenwarenregal gewöhnlicher Handel",""
"LETTUCE","Kopfsalat","APPLICABLE","Kopfsalat mit zarten bis knackigen Blättern und mildem Geschmack; nicht die gesamte Blattsalatfamilie.","GENERAL_LOCAL","Katalogpfad Blattsalat → Blattgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht die gesamte Blattsalatfamilie«. Regelweg in Bornheim über das örtliche Sortiment »Obst- und Gemüseabteilung« beim Wocheneinkauf in Bornheim.","EASY","Kopfsalat: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Kopfsalat | Form: nicht die gesamte Blattsalatfamilie | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"LIEGE_SYRUP","Sirop de Liège","APPLICABLE","Dick eingekochter belgischer Apfel-/Birnen-Fruchtsirup beziehungsweise Fruchtaufstrich nach Lütticher Tradition. Kein Markenbegriff; Zuckerzusatz und konkrete Fruchtanteile können variieren. Nicht mit dünnflüssigem Getränkesirup oder beliebigem Fruchtsirup gleichsetzen.","NICHE_IMPORT","Katalogpfad konservierte pflanzliche Zutat → Sirup → Süßungsmittel. Warengruppe konservierte Pflanzenware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht mit dünnflüssigem Getränkesirup oder beliebigem Fruchtsirup gleichsetzen«. Nur der schmale Händlerweg über Belgoshop – Meurens Original Lütticher Sirup ist positiv belegt; Standardversand begrenzt Form, Bestand oder Logistik.","DIFFICULT","Sirop de Liège: Nur der schmale Händlerweg über Belgoshop – Meurens Original Lütticher Sirup ist positiv belegt; Standardversand begrenzt Form, Bestand oder Logistik.","REQUIRED","Sirop de Liège | Form: Nicht mit dünnflüssigem Getränkesirup oder beliebigem Fruchtsirup gleichsetzen | Deutschland EU Exakttreffer Bestand Logistik konservierte Pflanzenware | geprüfte Quellen: Belgoshop – Meurens Original Lütticher Sirup","EVIDENCE_REQUIRED|BORDERLINE_PLANNED|RATING_RECONCILED_V2"
"LIEGE_WAFFLE","Lütticher Waffel","APPLICABLE","Kleinere, kompakte belgische Waffel nach Lütticher Art mit eingebackenem Perl- beziehungsweise Hagelzucker und typischerweise karamellisierten Rändern. Nicht mit der größeren, luftigen Brüsseler Waffel gleichsetzen.","GENERAL_BROAD","Morgenmarkt – Gut & Günstig Lütticher Zuckerwaffeln 550 g belegt formgenau: Morgenmarkt bietet belgische Lütticher Zuckerwaffeln der allgemeinen Handelsmarke Gut & Günstig als sofort verfügbare 550-g-Packung an. Für Georgia in Bornheim gilt: Deutscher Online-Lebensmittelversand nach Bornheim und Rostock; Logistik STANDARD_SHIPPING. Die Seite nennt Zuckeranteil und Herkunft, aber die Stückchenform nur im Produktnamen; die bestehende REWE-Seite belegt ergänzend ausdrücklich Perlzucker.","PLANNED","Lütticher Waffel: Morgenmarkt bietet belgische Lütticher Zuckerwaffeln der allgemeinen Handelsmarke Gut & Günstig als sofort verfügbare 550-g-Packung an.","REQUIRED","Gut und Günstig Lütticher Zuckerwaffeln 550 g Morgenmarkt sofort verfügbar | Georgia in Bornheim | IN_STOCK STANDARD_SHIPPING","EVIDENCE_REQUIRED|BORDERLINE_PLANNED"
"LIGHT_SOY_SAUCE","helle Sojasauce","APPLICABLE","Dünnflüssige salzige Sojasauce für Würze und Umami; nicht die süßlichere dunkle Sojasauce.","GENERAL_BROAD","Katalogpfad Sojasauce → fermentierte Würzzutat → fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht die süßlichere dunkle Sojasauce«. Für den Warenzugang nutzt Georgia „Saucen-, Würzpasten- und Feinkostregal über eine deutsche Versandroute mit geprüftem Artikel“.","PLANNED","helle Sojasauce: Für den Warenzugang nutzt Georgia „Saucen-, Würzpasten- und Feinkostregal über eine deutsche Versandroute mit geprüftem Artikel“.","OPTIONAL","helle Sojasauce | Form: nicht die süßlichere dunkle Sojasauce | Bornheim gezielter Einkauf Deutschland Saucen-, Würzpasten- und Feinkostregal",""
"LIME","Limette","APPLICABLE","Limette mit intensiv aromatischer Schale und saurem Saft; konkrete Sorte bleibt offen.","GENERAL_LOCAL","Katalogpfad Zitrusfrucht → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »konkrete Sorte bleibt offen«. Regelweg in Bornheim über den lokalen Supermarktbereich »Obst- und Gemüseabteilung« in Bornheim.","EASY","Limette: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.","OPTIONAL","Limette | Form: konkrete Sorte bleibt offen | Bornheim Obst- und Gemüseabteilung gewöhnlicher Handel",""
"LINGONBERRY","Preiselbeeren","APPLICABLE","Preiselbeeren mit herber Säure; frisch oder ungesüßt tiefgekühlt gemeint, nicht Konfitüre.","GENERAL_BROAD","Katalogpfad Beeren → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »frisch oder ungesüßt tiefgekühlt gemeint, nicht Konfitüre«. Allgemein planbarer, aber nicht lokal garantierter Weg über eine konkrete Vorbestellung oder Bestandsabfrage für Obst.","PLANNED","Preiselbeeren ist über eine konkrete Vorbestellung oder Bestandsabfrage für Obst im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.","OPTIONAL","Preiselbeeren | Form: frisch oder ungesüßt tiefgekühlt gemeint, nicht Konfitüre | Bornheim gezielter Einkauf Deutschland Obst- und Gemüseabteilung",""
