"concept_code","display_name","review_applicability","product_form_basis","market_class","market_basis","proposed_availability","availability_note","evidence_requirement","evidence_search_terms","review_flags"
"LIME","Limette","APPLICABLE","Limette mit intensiv aromatischer Schale und saurem Saft; konkrete Sorte bleibt offen.","GENERAL_LOCAL","Für „Limette“ wird das Angebot über die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts kontrolliert.","EASY","Limette: gewöhnlicher lokaler Bezugsweg über den Bereich »Limette«.","OPTIONAL","Limette Limette mit intensiv aromatischer Schale und saurem Saft; Tobias Rostock Obst frisch TK genaue Sorte; Zitrusfrucht; Die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"LINGONBERRY","Preiselbeeren","APPLICABLE","Preiselbeeren mit herber Säure; frisch oder ungesüßt tiefgekühlt gemeint, nicht Konfitüre.","GENERAL_BROAD","Der konkrete Bezug von „Preiselbeeren“ läuft über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler.","PLANNED","Preiselbeeren: Der konkrete Bezug von „Preiselbeeren“ läuft über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler.","OPTIONAL","Preiselbeeren Preiselbeeren mit herber Säure; frisch oder ungesüßt tiefgekühlt gemeint…; Tobias Rostock Obst frisch TK genaue Sorte; Beeren; gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler; gezielter Einkauf Deutschland Wochenvorlauf; die zugelassene Frisch- oder Tiefkühlform","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE|RATING_RECONCILED_V2"
"LINGONBERRY_PRESERVES","Preiselbeer-Konfitüre/-kompott","APPLICABLE","Gesüßte Preiselbeerzubereitung wie Konfitüre, Kompott oder gerührte Preiselbeeren; nicht die ungesüßte frische Beere.","GENERAL_LOCAL","Die Beschaffung von „Preiselbeer-Konfitüre/-kompott“ erfolgt in Rostock über das Konserven-, Sauergemüse- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Preiselbeer-Konfitüre/-kompott: gewöhnlicher lokaler Bezugsweg über den Bereich »Preiselbeer-Konfitüre/-kompott«.","OPTIONAL","Preiselbeer-Konfitüre/-kompott Gesüßte Preiselbeerzubereitung wie Konfitüre, Kompott oder gerührte…; Tobias Rostock Sauergemüse Konserve Ferment exakte Form; Preiselbeeren / konservierte pflanzliche Zutat; Das Konserven-, Sauergemüse- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"LIQUORICE","Lakritz","APPLICABLE","Lakritzware mit süßen und salzigen Ausprägungen, auch als Kochzutat verwendbar; nicht Süßholzwurzel oder reiner Lakritzextrakt.","GENERAL_LOCAL","Beim Einkauf von „Lakritz“ nutzt Tobias das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und eine lokale Standortprüfung ausweist.","EASY","Lakritz: Gewöhnliche Lakritzware ist im allgemeinen Süßwarensortiment zuverlässig erhältlich.","OPTIONAL","Lakritz Lakritzware mit süßen und salzigen Ausprägungen, auch als Kochzutat verwendbar; Tobias Rostock Backware Süßungsmittel exakte Form; Süßware; Das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE"
"LIVER_PATE","Leberpastete","APPLICABLE","Streichfähige Pastete auf Leberbasis; umfasst typische Schweine-, Geflügel- und vergleichbare Leberpasteten, nicht reine Leber und nicht automatisch Leberwurst.","GENERAL_LOCAL","Die Beschaffung von „Leberpastete“ erfolgt in Rostock über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Leberpastete: gewöhnlicher lokaler Bezugsweg über den Bereich »Leberpastete«.","OPTIONAL","Leberpastete Streichfähige Pastete auf Leberbasis; umfasst typische Schweine-, Geflügel-…; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Innereien; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE"
"LIVER_SAUSAGE","Leberwurst","APPLICABLE","Leberhaltige Koch- oder Streichwurst; Tierart, Körnung und Rezeptur können variieren. Nicht mit Leberpastete gleichsetzen.","GENERAL_LOCAL","Beim Einkauf von „Leberwurst“ nutzt Tobias die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Leberwurst: gewöhnlicher lokaler Bezugsweg über den Bereich »Leberwurst«.","OPTIONAL","Leberwurst Leberhaltige Koch- oder Streichwurst; Tierart, Körnung und Rezeptur können…; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Innereien / Wurst; Die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die präzise tierische Produktform","TOBIAS_ROSTOCK_PROFILE"
"LOBSTER","Hummer","APPLICABLE","Hummer mit festem, süßlichem Fleisch aus Schwanz und Scheren; ganz, ausgelöst, frisch oder tiefgekühlt verwendbar.","SPECIALTY_BROAD","Tobias prüft „Hummer“ in Rostock über spezialisierte Bezugsquellen für Fisch und Meeresfrüchte, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Tiefkühlversand sowie einen gezielten Händlerbesuch ausweist.","SPECIALTY","Hummer: Hummer verlangt den einschlägigen Seafood-Spezialmarkt und besitzt keinen hinreichend breiten allgemeinen PLANNED-Weg.","REQUIRED","Hummer Hummer mit festem, süßlichem Fleisch aus Schwanz und Scheren; Tobias Rostock Fisch Seafood Frische TK genauer Zuschnitt; Krustentiere; Spezialhandel für Fisch und Meeresfrüchte; mehrere unabhängige Fachhändler Marktbreite; die zugelassene Frisch- oder Tiefkühlform","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|FORM_SENSITIVE|RESEARCH_REQUIRED"
"LONGGANISA","Longganisa","APPLICABLE","Offene philippinische Wurstfamilie mit regional stark unterschiedlichen Rezepturen, von süßlichen bis kräftig knoblauchbetonten Varianten. Üblicherweise, aber nicht zwingend, aus Schweinefleisch; keine bestimmte regionale Longganisa wird vorausgesetzt.","NICHE_IMPORT","Tobias sucht „Longganisa“ in Rostock über Spezialanbieter mit philippinischer Warenauswahl, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Kühlversand, Importbeschränkungen sowie einen gezielten Händlerbesuch ausweist gesucht.","DIFFICULT","Die offene Longganisa-Wurstfamilie bleibt auf wenige philippinische Kühl- und TK-Händler mit wechselnden Sorten und Beständen beschränkt.","REQUIRED","Longganisa Offene philippinische Wurstfamilie mit regional stark unterschiedlichen…; Tobias Rostock Fleisch Wurst exakte Tierart Zuschnitt; Wurst; philippinischen Lebensmittel-Spezialhandel Nischenweg; Bestand Produktform Versandlogistik; die präzise tierische Produktform","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED"
"LOTUS_ROOT","Lotuswurzel","APPLICABLE","Rhizom der Lotuspflanze mit charakteristischen Hohlkammern und knackiger Textur; frisch, tiefgekühlt oder schlicht konserviert.","SPECIALTY_BROAD","Für „Lotuswurzel“ führt der Rostocker Marktweg über Asia Moin – Obst und Gemüse und Asia4Friends – Gemüse, wobei die Evidenz eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Frischeversand ausweist.","SPECIALTY","Lotuswurzel: Rostocker Bezugsweg über Asia Moin – Obst und Gemüse und Asia4Friends – Gemüse; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Frischeversand.","REQUIRED","Lotuswurzel Rhizom der Lotuspflanze mit charakteristischen Hohlkammern und knackiger…; Tobias Rostock Gemüse frisch TK genaue Sorte; Wurzel- und Knollengemüse; Asia4Friends – Gemüse | Asia Moin; mehrere unabhängige Fachhändler Marktbreite; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|FORM_SENSITIVE|RESEARCH_REQUIRED"
"LOTUS_SEEDS","Lotussamen","APPLICABLE","Essbare reife Lotussamen mit mild-nussigem, leicht süßlichem Geschmack; frisch, getrocknet oder vorgegart für Suppen, Reisgerichte, Füllungen und Süßspeisen. Nicht Lotuswurzel oder der bittere Keim als eigenes Produkt.","SPECIALTY_BROAD","Tobias prüft „Lotussamen“ in Rostock über Asia4Friends – Gewürze/Trockenwaren und AsiaFoodland – Trockenwaren, wobei die Evidenz eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Standardversand ausweist.","SPECIALTY","Lotussamen: Rostocker Bezugsweg über Asia4Friends – Gewürze/Trockenwaren und AsiaFoodland – Trockenwaren; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Standardversand.","REQUIRED","Lotussamen Essbare reife Lotussamen mit mild-nussigem, leicht süßlichem Geschmack; Tobias Rostock Nuss Samen Mus genaue Rohware; Kerne und Samen; Asia4Friends – Gewürze/Trockenwaren | AsiaFoodland – Trockenwaren; mehrere unabhängige Fachhändler Marktbreite; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|FORM_SENSITIVE|RESEARCH_REQUIRED"
"LOVAGE","Liebstöckel","APPLICABLE","Liebstöckelblätter mit kräftigem sellerieartig-würzigem Aroma; frisch oder sparsam getrocknet, nicht Maggi-Würze.","GENERAL_BROAD","Ankerkraut – Liebstöckel getrocknet und gerebelt 15 g belegt formgenau: Ankerkraut führt reinen getrockneten und gerebelten Liebstöckel im 15-g-Glas als auf Lager und in den Warenkorb legbar. Für Tobias in Rostock gilt: Deutschlandweiter Standardversand nach Bornheim und Rostock; 5–10 Werktage; Logistik STANDARD_SHIPPING. Die Route belegt sparsam dosierbare Trockenblätter, nicht frischen Kerbel und nicht flüssige Maggi-Würze.","PLANNED","Liebstöckel: Ankerkraut führt reinen getrockneten und gerebelten Liebstöckel im 15-g-Glas als auf Lager und in den Warenkorb legbar.","REQUIRED","Ankerkraut Liebstöckel getrocknet gerebelt 15 g auf Lager | Tobias in Rostock | IN_STOCK STANDARD_SHIPPING","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE|RESEARCH_REQUIRED"
"LUPIN","Lupinen","APPLICABLE","Essbare, fachgerecht entbitterte Lupinensamen beziehungsweise schlichtes Lupinenprodukt; nicht rohe bittere Samen.","GENERAL_BROAD","Tobias sucht „Lupinen“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler gesucht.","PLANNED","Lupinen: Tobias sucht „Lupinen“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler gesucht.","OPTIONAL","Lupinen Essbare, fachgerecht entbitterte Lupinensamen beziehungsweise schlichtes…; Tobias Rostock Hülsenfrucht getrocknet vorgegart Sorte; Hülsenfrüchte; gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler; gezielter Einkauf Deutschland Wochenvorlauf; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"LUTEFISK","Lutefisk","APPLICABLE","Aus getrocknetem Weißfisch durch Wässern und Laugenbehandlung hergestelltes und anschließend gründlich gespültes, küchenfertiges Fischprodukt nach Lutefisk-Art. Nicht trockener Stockfisch, Lauge oder das fertig zubereitete Gericht.","NICHE_IMPORT","Tobias prüft „Lutefisk“ in Rostock über Scandinavian Online Store – Food, wobei die Evidenz keinen aktuellen formgenauen Treffer und Importbeschränkungen ausweist.","DIFFICULT","Für küchenfertigen Lutefisk ist im geprüften deutschen und erreichbaren EU-Endkundenhandel kein aktueller positiver Produktweg belegt.","REQUIRED","Lutefisk Aus getrocknetem Weißfisch durch Wässern und Laugenbehandlung hergestelltes…; Tobias Rostock Fisch Seafood exakte Art Konserve Trockenware; konservierter Fisch; Scandinavian Online Store – Food; Bestand Produktform Versandlogistik; die getrocknete Produktform","TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED"
"LYCHEE","Litschi","APPLICABLE","Litschi mit saftigem, floral-süßem Fruchtfleisch; frisch oder schlicht konserviert, ohne Schale und Kern.","GENERAL_BROAD","Tobias sucht „Litschi“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler gesucht.","PLANNED","Litschi: Tobias sucht „Litschi“ in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler gesucht.","OPTIONAL","Litschi Litschi mit saftigem, floral-süßem Fruchtfleisch; Tobias Rostock Obst frisch TK genaue Sorte; Tropenfrucht; gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler; gezielter Einkauf Deutschland Wochenvorlauf; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE"
"MACADAMIA","Macadamianüsse","APPLICABLE","Sehr fettreiche, cremig-knackige Macadamianüsse mit mild-buttrigem Geschmack; natur oder geröstet verwendbar.","GENERAL_LOCAL","Der konkrete Bezug von „Macadamianüsse“ läuft über das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Macadamianüsse: gewöhnlicher lokaler Bezugsweg über den Bereich »Macadamianüsse«.","OPTIONAL","Macadamianüsse Sehr fettreiche, cremig-knackige Macadamianüsse mit mild-buttrigem Geschmack; Tobias Rostock Nuss Samen Mus genaue Rohware; Nüsse; Das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"MACAPUNO","Macapuno","APPLICABLE","Weiches bis gelatinöses Endosperm einer besonderen Kokosnussausprägung; frisch, tiefgekühlt oder konserviert verwendbar. Nicht gewöhnliches Kokosfleisch, Kokoscreme oder bloß mit Kokos aromatisierte Süßware.","SPECIALTY_BROAD","Tobias prüft „Macapuno“ in Rostock über Pilipino Business – Macapuno Coco Sport und PinoyFood – Manila Macapuno, wobei die Evidenz verfügbaren Bestand in einem laufenden Fachsortiment und Standardversand ausweist.","SPECIALTY","Macapuno: Rostocker Bezugsweg über Pilipino Business – Macapuno Coco Sport und PinoyFood – Manila Macapuno; dokumentiert ist verfügbarer Bestand in einem laufenden Fachsortiment und Standardversand.","REQUIRED","Macapuno Weiches bis gelatinöses Endosperm einer besonderen Kokosnussausprägung; Tobias Rostock Obst frisch TK genaue Sorte; Kokosnuss; PinoyFood – Manila Macapuno | Pilipino Business – Macapuno Coco Sport; mehrere unabhängige Fachhändler Marktbreite; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|FORM_SENSITIVE|RESEARCH_REQUIRED|RATING_RECONCILED_V2"
"MACKEREL","Makrele","APPLICABLE","Makrele als fettreicher Fisch mit kräftigem Eigengeschmack; frisch oder tiefgekühlt, nicht automatisch geräuchert.","GENERAL_BROAD","Deutsche See – Makrele TK belegt: Die aktuell verfügbare Makrele ist ausgenommen, mit Kopf und Haut tiefgefroren; sie belegt ausdrücklich die unveredelte Kochform statt Räucherware. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Gewicht und Stückgröße schwanken naturbedingt; die Tiefkühlzustellung muss terminiert werden.","PLANNED","Makrele: Die aktuell verfügbare Makrele ist ausgenommen, mit Kopf und Haut tiefgefroren; sie belegt ausdrücklich die unveredelte Kochform statt Räucherware.","REQUIRED","Makrele ganz ausgenommen mit Kopf tiefgekühlt Deutsche See verfügbar nicht geräuchert | Tobias Rostock | Deutsche See – Makrele TK | IN_STOCK FROZEN_SHIPPING","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE|RATING_RECONCILED_V2"
"MAGGI_SEASONING","Maggi-Würze","APPLICABLE","Dunkle flüssige Würzsauce nach Maggi-Art mit salzig-würzigem Umami; nicht Liebstöckel, Sojasauce oder Brühwürfel.","GENERAL_LOCAL","Beim Einkauf von „Maggi-Würze“ nutzt Tobias das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Maggi-Würze: gewöhnlicher lokaler Bezugsweg über den Bereich »Maggi-Würze«.","OPTIONAL","Maggi-Würze Dunkle flüssige Würzsauce nach Maggi-Art mit salzig-würzigem Umami; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fertige Sauce oder Würzpaste; Das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"MAITAKE","Maitake","APPLICABLE","Maitake beziehungsweise Klapperschwamm mit vielgliedrigen Büscheln und kräftig-würzigem Pilzaroma.","GENERAL_BROAD","Maitake: Obstwelt bietet frische Maitake beziehungsweise Klapperschwämme mit Warenkorb und bundesweitem Frischeversand an. eine konkrete Rostocker Abholstelle muss aktuell ausgewählt werden.","PLANNED","Maitake: Obstwelt bietet frische Maitake beziehungsweise Klapperschwämme mit Warenkorb und bundesweitem Frischeversand an. eine konkrete Rostocker Abholstelle muss aktuell ausgewählt werden.","REQUIRED","Maitake Klapperschwamm frisch Pilzbüschel Obstwelt Frischeversand; Tobias Rostock konkrete Produktseite Bestand Logistik 2026-09-04","TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"
"MALT_VINEGAR","Malzessig","APPLICABLE","Essig aus vermälztem Getreide mit malzig-röstigem Aroma; nicht Bier oder chinesischer schwarzer Essig.","GENERAL_BROAD","Malzessig: REWE nennt für Sarson's Malzessig Gerstenmalzessig und Gerstenmalzextrakt; das konkrete Kettenprodukt kann Tobias standortbezogen im Rostocker Essigsortiment prüfen.","PLANNED","Malzessig: REWE nennt für Sarson's Malzessig Gerstenmalzessig und Gerstenmalzextrakt; das konkrete Kettenprodukt kann Tobias standortbezogen im Rostocker Essigsortiment prüfen.","REQUIRED","Sarson's Malzessig 250 ml | REWE Gerstenmalzessig Gerstenmalzextrakt | Rostock Standort Bestand","TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"
"MAM_NEM","Mắm nêm","APPLICABLE","Kräftige vietnamesische Würzpaste aus salzfermentiertem, weitgehend unfiltriertem Fisch, häufig Sardellen. Handelsprodukte können bereits mit Ananas, Zucker, Chili oder Aromaten abgeschmeckt sein; nicht flüssige Fischsauce.","SPECIALTY_BROAD","Tobias prüft „Mắm nêm“ in Rostock über den vietnamesischen Lebensmittel-Spezialhandel, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Frischeversand sowie einen gezielten Händlerbesuch ausweist.","SPECIALTY","Mắm nêm: Exakte Produkte sind bei mehreren unabhängigen deutschen, niederländischen und breiter aufgestellten Asia-Händlern regulär gelistet; damit breiter Spezialmarkt, nicht bloß ein einzelner Vietnam-Importeur.","REQUIRED","Mắm nêm Kräftige vietnamesische Würzpaste aus salzfermentiertem, weitgehend…; Tobias Rostock Würzsauce Paste Essig exakte Sorte; fermentierte Würzzutat / fertige Sauce oder Würzpaste; vietnamesischen Lebensmittel-Spezialhandel; mehrere unabhängige Fachhändler Marktbreite; die pastöse Produktform","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED"
"MAM_RUOC","Mắm ruốc","APPLICABLE","Vietnamesische fermentierte Garnelenpaste mit intensiv salzigem Aroma, meist sparsam als Würze verwendet. Nicht mit Mắm tôm gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden.","NICHE_IMPORT","Für „Mắm ruốc“ führt der Rostocker Marktweg über vietnamesische Lebensmittelfachhändler, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und Importbeschränkungen, einen gezielten Händlerbesuch sowie Standardversand ausweist.","DIFFICULT","Mắm ruốc: Nur wenige vietnamesisch ausgerichtete Händler führen die exakte fermentierte Würze; der Markt ist national nischig.","REQUIRED","Mắm ruốc Vietnamesische fermentierte Garnelenpaste mit intensiv salzigem Aroma, meist…; Tobias Rostock Würzsauce Paste Essig exakte Sorte; Garnelenpaste; vietnamesischen Lebensmittel-Spezialhandel Nischenweg; Bestand Produktform Versandlogistik; die exakt festgelegte Darreichung","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|FORM_OR_LOGISTICS_RISK|RESEARCH_REQUIRED"
"MAM_TOM","Mắm tôm","APPLICABLE","Sehr kräftige vietnamesische fermentierte Garnelenpaste, besonders als Dip zu Bún đậu und als Würze zu Chả cá bekannt. Nicht mit Mắm ruốc gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden.","SPECIALTY_BROAD","Für „Mắm tôm“ führt der Rostocker Marktweg über vietnamesische Lebensmittelfachhändler, wobei die Evidenz die menschliche v2-Freigabe für diesen Weg und einen gezielten Händlerbesuch sowie Standardversand ausweist.","SPECIALTY","Mắm tôm: Exakte Mắm-tôm-Produkte werden von mehreren unabhängigen deutschen Asia-Händlern regulär angeboten; national geprägt aber inzwischen ausreichend breit im einschlägigen Spezialmarkt.","REQUIRED","Mắm tôm Sehr kräftige vietnamesische fermentierte Garnelenpaste, besonders als Dip zu…; Tobias Rostock Würzsauce Paste Essig exakte Sorte; Garnelenpaste; vietnamesischen Lebensmittel-Spezialhandel; mehrere unabhängige Fachhändler Marktbreite; die exakt festgelegte Darreichung","REFERENCE_ANCHOR|TOBIAS_ROSTOCK_PROFILE|SPECIALTY_MARKET_BREADTH|RESEARCH_REQUIRED"
"MANCHEGO","Manchego","APPLICABLE","Spanischer Käse aus Manchega-Schafmilch aus La Mancha; nicht generisch jeder Schafskäse.","GENERAL_BROAD","jamon.de – Manchego Curado D.O. zwölf Monate 200 g belegt formgenau: jamon.de führt D.O.-Manchego aus Milch von Manchega-Schafen als festen, zwölf Monate gereiften 200-g-Käse auf Lager. Für Tobias in Rostock gilt: Deutschlandweiter Versand vakuumierter Kühlware nach Bornheim und Rostock; Logistik CHILLED_SHIPPING. Die Curado-Ausführung belegt nicht jede Manchego-Reifestufe; Vakuum- und Kühltransport bleiben erforderlich.","PLANNED","Manchego: jamon.de führt D.O.-Manchego aus Milch von Manchega-Schafen als festen, zwölf Monate gereiften 200-g-Käse auf Lager.","OPTIONAL","Manchego Curado D.O. zwölf Monate Manchega Schafmilch jamon.de Lager | Tobias in Rostock | IN_STOCK CHILLED_SHIPPING","TOBIAS_ROSTOCK_PROFILE"
"MANDARIN","Mandarine","APPLICABLE","Mandarine als leicht schälbare, süß-aromatische Zitrusfrucht; Clementinen und ähnliche handelsübliche Formen sind umfasst.","GENERAL_LOCAL","Der konkrete Bezug von „Mandarine“ läuft über die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Mandarine: gewöhnlicher lokaler Bezugsweg über den Bereich »Mandarine«.","OPTIONAL","Mandarine Mandarine als leicht schälbare, süß-aromatische Zitrusfrucht; Tobias Rostock Obst frisch TK genaue Sorte; Zitrusfrucht; Die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"MANGO","Mango","APPLICABLE","Mango mit saftigem, süß-aromatischem Fruchtfleisch; Sorte und Reifegrad bleiben offen.","GENERAL_LOCAL","Tobias sucht „Mango“ in Rostock über die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts gesucht.","EASY","Mango: gewöhnlicher lokaler Bezugsweg über den Bereich »Mango«.","OPTIONAL","Mango Mango mit saftigem, süß-aromatischem Fruchtfleisch; Tobias Rostock Obst frisch TK genaue Sorte; Tropenfrucht; Die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
"MAPLE_SYRUP","Ahornsirup","APPLICABLE","Eingekochter Saft des Zuckerahorns mit karamellig-holzigem Aroma; nicht künstlich aromatisierter Pancake-Sirup.","GENERAL_LOCAL","Für „Ahornsirup“ wird das Angebot über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert.","EASY","Ahornsirup: gewöhnlicher lokaler Bezugsweg über den Bereich »Ahornsirup«.","OPTIONAL","Ahornsirup Eingekochter Saft des Zuckerahorns mit karamellig-holzigem Aroma; Tobias Rostock Backware Süßungsmittel exakte Form; Sirup; Das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die sirupartige Produktform","TOBIAS_ROSTOCK_PROFILE"
"MARJORAM","Majoran","APPLICABLE","Majoranblätter mit warmem, leicht süßlichem und herbem Aroma; frisch oder getrocknet verwendbar.","GENERAL_LOCAL","Für „Majoran“ wird das Angebot über die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts kontrolliert.","EASY","Majoran: gewöhnlicher lokaler Bezugsweg über den Bereich »Majoran«.","OPTIONAL","Majoran Majoranblätter mit warmem, leicht süßlichem und herbem Aroma; Tobias Rostock frische Kräuter Bund Topf genaue Art; Kräuter und Würzblätter; Die Kräuterkühlung der Obst- und Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die verlangte frische Form","TOBIAS_ROSTOCK_PROFILE|FORM_SENSITIVE|RATING_RECONCILED_V2"
"MARSALA","Marsala","APPLICABLE","Aufgespriteter sizilianischer Wein nach Marsala-Art, trocken bis süß; als Kochwein, nicht beliebiger Likörwein.","GENERAL_BROAD","Marsala DOC ist bei Weinquelle als semisecco Koch- und Dessertwein lagernd und mit kurzer Deutschlandlieferzeit ausgewiesen.","PLANNED","Marsala DOC ist bei Weinquelle als semisecco Koch- und Dessertwein lagernd und mit kurzer Deutschlandlieferzeit ausgewiesen.","REQUIRED","Weinquelle Marsala DOC semisecco lagernd Kochwein Dessertwein Rostock","TOBIAS_ROSTOCK_PROFILE|RESEARCH_REQUIRED"
"MARZIPAN","Marzipan","APPLICABLE","Süße Mandel-Zucker-Masse einschließlich als Backzutat verwendbarer Marzipanmasse; nicht Persipan oder bloßes Mandelaroma.","GENERAL_LOCAL","Der konkrete Bezug von „Marzipan“ läuft über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts.","EASY","Marzipan: gewöhnlicher lokaler Bezugsweg über den Bereich »Marzipan«.","OPTIONAL","Marzipan Süße Mandel-Zucker-Masse einschließlich als Backzutat verwendbarer…; Tobias Rostock Backware Süßungsmittel exakte Form; Mandeln / Süßware; Das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts; reguläres Sortiment Filialverfügbarkeit; die exakt festgelegte Darreichung","TOBIAS_ROSTOCK_PROFILE"
