"concept_code"	"display_name"	"review_applicability"	"previous_availability_georgia"	"proposed_availability_georgia"	"changed_georgia"	"previous_availability_tobias"	"proposed_availability_tobias"	"changed_tobias"	"person_difference"	"comparison_flags"
"JACKFRUIT"	"Jackfruit"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"JALAPENO"	"Jalapeño"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"JASMINE_RICE"	"Jasminreis"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"JENEVER"	"Jenever"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"JERK_SEASONING"	"Jerk-Gewürzmischung"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"JERUSALEM_ARTICHOKE"	"Topinambur"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"JUNIPER_BERRIES"	"Wacholderbeeren"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"KAFFIR_LIME_LEAVES"	"Makrut-Limettenblätter"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"KALE"	"Grünkohl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"KASHMIRI_CHILI_POWDER"	"Kashmiri-Chilipulver"	"APPLICABLE"	"DIFFICULT"	"PLANNED"	"YES"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"KASSELER"	"Kasseler"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"KECAP_MANIS"	"Kecap Manis"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"KEFIR"	"Kefir"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"KETCHUP"	"Ketchup"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"KIDNEY_BEANS"	"Kidneybohnen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"KIMCHI"	"Kimchi"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"KING_OYSTER_MUSHROOM"	"Kräuterseitlinge"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"KIWI"	"Kiwi"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"KLIPPFISH"	"Klippfisch"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"KOHLRABI"	"Kohlrabi"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"KOLACHE"	"Kolatschen"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"KOMBU"	"Kombu"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"LA_LOT_LEAVES"	"Lá-lốt-Blätter"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"LAKSA_PASTE"	"Laksa-Paste"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"LAMB"	"Lamm"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LAMB_CHOP"	"Lammkotelett"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"LAMB_LEG"	"Lammkeule"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"LAMB_MINCE"	"Lammhack"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"LAMB_SHOULDER"	"Lammschulter"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"LAMBIC"	"Lambic"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"LAMBS_LETTUCE"	"Feldsalat"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LAND_SNAILS"	"Landschnecken"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"LARD"	"Schweineschmalz"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LASAGNE_SHEETS"	"Lasagneplatten"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LEAFY_GREENS"	"Blattgemüse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LEBERKAESE"	"Leberkäse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LEEK"	"Lauch"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LEFSE"	"Lefse"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"LEGUMES"	"Hülsenfrüchte"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LEMON"	"Zitrone"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LEMONGRASS"	"Zitronengras"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LENTILS"	"Linsen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LETTUCE"	"Kopfsalat"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LIEGE_SYRUP"	"Sirop de Liège"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"LIEGE_WAFFLE"	"Lütticher Waffel"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"LIGHT_SOY_SAUCE"	"helle Sojasauce"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LIME"	"Limette"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LINGONBERRY"	"Preiselbeeren"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"YES"	"NO"	""
"LINGONBERRY_PRESERVES"	"Preiselbeer-Konfitüre/-kompott"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LIQUORICE"	"Lakritz"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LIVER_PATE"	"Leberpastete"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LIVER_SAUSAGE"	"Leberwurst"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"LOBSTER"	"Hummer"	"APPLICABLE"	"DIFFICULT"	"PLANNED"	"YES"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"LONGGANISA"	"Longganisa"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"SPECIALTY"	"YES"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"LOTUS_ROOT"	"Lotuswurzel"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"LOTUS_SEEDS"	"Lotussamen"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"LOVAGE"	"Liebstöckel"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"LUPIN"	"Lupinen"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"LUTEFISK"	"Lutefisk"	"APPLICABLE"	"DIFFICULT"	"DIFFICULT"	"NO"	"DIFFICULT"	"DIFFICULT"	"NO"	"NO"	""
"LYCHEE"	"Litschi"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"PLANNED"	"EASY"	"YES"	"NO"	""
"MACADAMIA"	"Macadamianüsse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MACAPUNO"	"Macapuno"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"SPECIALTY"	"YES"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"MACKEREL"	"Makrele"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MAGGI_SEASONING"	"Maggi-Würze"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MAITAKE"	"Maitake"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"MALT_VINEGAR"	"Malzessig"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"MAM_NEM"	"Mắm nêm"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"MAM_RUOC"	"Mắm ruốc"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"MAM_TOM"	"Mắm tôm"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"MANCHEGO"	"Manchego"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MANDARIN"	"Mandarine"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MANGO"	"Mango"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MAPLE_SYRUP"	"Ahornsirup"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MARJORAM"	"Majoran"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MARSALA"	"Marsala"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"MARZIPAN"	"Marzipan"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MASA_HARINA"	"Masa Harina"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"MASCARPONE"	"Mascarpone"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MASSAMAN_CURRY_PASTE"	"Massaman-Currypaste"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"MATCHA"	"Matcha"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MATJES"	"Matjes"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MAYONNAISE"	"Mayonnaise"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MEAT"	"Fleisch"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MEAT_ASPIC"	"Fleischsülze"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MELONS"	"Melone"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MEMBRILLO"	"Quittenpaste"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"MERGUEZ"	"Merguez"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"MILK"	"Milch"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MILK_CHOCOLATE"	"Milchschokolade"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MILKFISH"	"Milchfisch oder Bangus"	"APPLICABLE"	"PLANNED"	"DIFFICULT"	"YES"	"DIFFICULT"	"DIFFICULT"	"NO"	"NO"	""
"MILLET"	"Hirse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MINCED_MEAT"	"Hackfleisch"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MINT"	"Minze"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MIRABELLE"	"Mirabelle"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"MIRIN"	"Mirin"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"MISO"	"Miso"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MOLASSES"	"Melasse"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"MOLE_PASTE"	"Mole-Paste"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"MOLLUSCS"	"Weichtiere"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MONKFISH"	"Seeteufel"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"MOOSE"	"Elchfleisch"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"MORCILLA"	"Morcilla"	"APPLICABLE"	"DIFFICULT"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"MOREL"	"Morcheln"	"APPLICABLE"	"DIFFICULT"	"PLANNED"	"YES"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"MORINGA_LEAVES"	"Moringablätter oder Malunggay"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"MOZZARELLA"	"Mozzarella"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MSG"	"Mononatriumglutamat"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MULBERRY"	"Maulbeeren"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"MUNG_BEANS"	"Mungbohnen"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"MUOI_TOM"	"Muối tôm"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"PLANNED"	"SPECIALTY"	"YES"	"NO"	""
"MUSHROOM_STOCK"	"Pilzfond"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"PLANNED"	"EASY"	"YES"	"NO"	""
"MUSHROOMS"	"Pilze"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MUSSELS"	"Miesmuscheln"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MUSTARD"	"Senf"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MUSTARD_SEED"	"Senfsaat"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"MYCOPROTEIN"	"Mykoprotein"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"NAM_PRIK_PAO"	"Nam Prik Pao"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"NAPA_CABBAGE"	"Chinakohl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"NATA_DE_COCO"	"Nata de coco"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"NATTO"	"Nattō"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"SPECIALTY"	"YES"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"NDUJA"	"’Nduja"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"NECTARINE"	"Nektarine"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"NEUTRAL_OIL"	"neutrales Pflanzenöl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"NEW_POTATOES"	"Frühkartoffeln"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"NIPA_PALM_VINEGAR"	"Nipapalmenessig"	"APPLICABLE"	"DIFFICULT"	"DIFFICULT"	"NO"	"DIFFICULT"	"DIFFICULT"	"NO"	"NO"	""
"NOODLES"	"Nudeln"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"NORA_PEPPER"	"Ñora-Paprika"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"NORI"	"Nori"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"NORTH_SEA_SHRIMP"	"Nordseekrabbe"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"EASY"	"EASY"	"NO"	"YES"	"REQUIRES_PERSON_SPECIFIC_JUSTIFICATION"
"NORTHERN_PRAWN"	"Eismeergarnele"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"NORWEGIAN_WAFFLE"	"Norwegische Waffel"	"APPLICABLE"	"PLANNED"	"DIFFICULT"	"YES"	"PLANNED"	"DIFFICULT"	"YES"	"NO"	""
"NUT_AND_SEED_PASTES"	"Nuss- oder Samenpaste"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"NUTMEG"	"Muskatnuss"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"NUTRITIONAL_YEAST"	"Hefeflocken"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"NUTS"	"Nüsse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OAT_DRINK"	"Haferdrink"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OATS"	"Hafer"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OCTOPUS"	"Oktopus"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"OFFAL"	"Innereien"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OILS"	"Speiseöl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OILY_FISH"	"fettreicher Fisch"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OKRA"	"Okra"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OLIVE_OIL"	"Olivenöl"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OLIVES"	"Oliven"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OLOMOUC_TVARUZKY"	"Olmützer Quargel"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"ONION"	"Zwiebel"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"ONION_POWDER"	"Zwiebelpulver"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OOLONG_TEA"	"Oolongtee"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"EASY"	"PLANNED"	"YES"	"NO"	""
"ORANGE"	"Orange"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OREGANO"	"Oregano"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"ORZO"	"Kritharaki oder Orzo"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OXTAIL"	"Ochsenschwanz"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"OYSTER"	"Austern"	"APPLICABLE"	"DIFFICULT"	"PLANNED"	"YES"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"OYSTER_MUSHROOM"	"Austernpilze"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"OYSTER_SAUCE"	"Austernsauce"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PADRON_PEPPER"	"Padrón-Paprika"	"APPLICABLE"	"DIFFICULT"	"PLANNED"	"YES"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"PAK_CHOI"	"Pak Choi"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PALM_SUGAR"	"Palmzucker"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"PANCETTA"	"Pancetta"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"PANDAN_LEAVES"	"Pandanblätter"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"DIFFICULT"	"PLANNED"	"YES"	"NO"	""
"PANEER"	"Paneer"	"APPLICABLE"	"EASY"	"PLANNED"	"YES"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"PANGASIUS"	"Pangasius"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PANKO"	"Panko"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PAPAYA"	"Papaya"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"PLANNED"	"EASY"	"YES"	"NO"	""
"PAPRIKA_POWDER"	"Paprikapulver"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PARMESAN"	"Parmesan"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PARSLEY"	"Petersilie"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PARSLEY_ROOT"	"Petersilienwurzel"	"APPLICABLE"	"PLANNED"	"EASY"	"YES"	"PLANNED"	"EASY"	"YES"	"NO"	""
"PARSNIP"	"Pastinake"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PASSION_FRUIT"	"Passionsfrucht"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PASTIS"	"Pastis"	"APPLICABLE"	"PLANNED"	"PLANNED"	"NO"	"PLANNED"	"PLANNED"	"NO"	"NO"	""
"PEA_EGGPLANT"	"Erbsenaubergine"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
"PEACH"	"Pfirsich"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PEANUT"	"Erdnüsse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PEANUT_BUTTER"	"Erdnussbutter"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PEANUT_SATAY_SAUCE"	"Erdnuss-Satay-Sauce"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PEAR"	"Birne"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PEARL_BARLEY"	"Graupen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PEAS"	"Erbsen"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PECAN"	"Pekannüsse"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PECORINO"	"Pecorino"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PENNE"	"Penne"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PEPPER"	"Pfeffer"	"APPLICABLE"	"EASY"	"EASY"	"NO"	"EASY"	"EASY"	"NO"	"NO"	""
"PERILLA_LEAVES"	"Perillablätter"	"APPLICABLE"	"PLANNED"	"SPECIALTY"	"YES"	"DIFFICULT"	"SPECIALTY"	"YES"	"NO"	""
