"concept_code","georgia_before","tobias_before","recommended_georgia","recommended_tobias","audit_reason","evidence_focus","audit_status"
"PEANUT_SATAY_SAUCE","PLANNED","EASY","PLANNED","PLANNED","Bei Erdnuss-Satay-Sauce ist die Form „Fertige erdnussbasierte Satay-/Pindasaus“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Erdnuss-Satay-Sauce; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"PEARL_BARLEY","PLANNED","EASY","EASY","EASY","Für Graupen ist die erlaubte Form „Geschälte und rund geschliffene Gerstenkörner, auch Graupen“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Graupen und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"PECAN","PLANNED","EASY","EASY","EASY","Für Pekannüsse ist die erlaubte Form „Pekannusskerne mit buttrigem, mild-süßlichem Aroma“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Pekannüsse und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"PERILLA_LEAVES","SPECIALTY","DIFFICULT","DIFFICULT","DIFFICULT","Die zwei dokumentierten Wege sind deutschlandweiter Frischversand, davon ein bloßer Kategoriepfad und einer mit VARIABLE_STOCK. Sie sind für beide Personen gleich erreichbar und belegen weder einen Georgia-spezifischen Weg noch die für SPECIALTY erforderliche breite, robuste Spezialmarktpräsenz.","Mindestens mehrere unabhängige Endkundenwege mit exakter frischer Perillablatt-Ware, belastbarem Bestand und praktikabler Kühl-/Frischzustellung wären für SPECIALTY nötig; Kategoriepfad und variable Bestandslage als Fragilität werten.","ALIGNMENT_CORRECTION_REQUIRED"
"PERSIMMON","PLANNED","EASY","EASY","EASY","Für Kaki ist die erlaubte Form „Kaki mit süßem orangefarbenem Fruchtfleisch“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Kaki und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"PICKLED_CHILI","PLANNED","EASY","EASY","EASY","Für eingelegte Chili ist die erlaubte Form „In Essig- oder Gewürzlake eingelegte ganze oder geschnittene Chili“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für eingelegte Chili und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"PICKLED_GINGER","PLANNED","EASY","PLANNED","PLANNED","Bei eingelegter Ingwer ist die Form „Dünn geschnittener, süß-säuerlich eingelegter Ingwer nach Gari-Art“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für eingelegter Ingwer; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"PICKLED_HERRING","PLANNED","EASY","EASY","EASY","Für eingelegter Hering ist die erlaubte Form „Hering in essig- oder säurebasierter Würzlake“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für eingelegter Hering und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"PICKLED_MUSHROOMS","PLANNED","EASY","PLANNED","PLANNED","Bei eingelegte Pilze ist die Form „In Essiglake eingelegte Speisepilze“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für eingelegte Pilze; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"PIKEPERCH","PLANNED","EASY","PLANNED","PLANNED","Für Zander belegt der Rostocker Vorteil einen gezielten Fischmarktweg, aber keine hohe Trefferquote in mehreren gewöhnlichen Supermärkten. Nach der verbindlichen Profilregel trägt ein dedizierter Fischhändler höchstens PLANNED; deshalb gilt PLANNED für Georgia und Tobias.","Den allgemeinen deutschen Fischfachhandel oder robuste Seafood-Versandwege für die exakte Form von Zander belegen; dedizierten Fischmarkt und generische Kettenseite nicht als EASY-Nachweis verwenden.","ALIGNMENT_CORRECTION_REQUIRED"
"PILSNER_LAGER","PLANNED","EASY","EASY","EASY","Für Pilsner ist die erlaubte Form „Helles untergäriges Lagerbier nach Pilsner Art mit deutlich hopfenbetontem Profil“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Pilsner und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"PINTO_BEANS","PLANNED","EASY","PLANNED","PLANNED","Bei Pintobohnen ist die Form „Gesprenkelte Pintobohnen mit erdig-cremigem Geschmack“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Pintobohnen; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"PIQUILLO_PEPPER","PLANNED","SPECIALTY","SPECIALTY","SPECIALTY","Für Piquillo-Paprika scheidet der allgemeine Handel bei der Form „Geröstete und geschälte rote Piquillo-Paprika als küchenfertiges Produkt, typischerweise im Glas oder in der Dose“ aus; mehrere einschlägige Spezialwege tragen aber einen breiten Spezialmarkt. Region oder Demografie allein begründen weder PLANNED noch einen Personenunterschied.","Mehrere unabhängige breit aufgestellte Spezialhändler für Piquillo-Paprika, regulären Bestand, haushaltsübliche Menge und passenden Deutschlandversand beziehungsweise erreichbare Filiale prüfen.","ALIGNMENT_CORRECTION_REQUIRED"
"PLAICE","PLANNED","EASY","PLANNED","PLANNED","Für Scholle belegt der Rostocker Vorteil einen gezielten Fischmarktweg, aber keine hohe Trefferquote in mehreren gewöhnlichen Supermärkten. Nach der verbindlichen Profilregel trägt ein dedizierter Fischhändler höchstens PLANNED; deshalb gilt PLANNED für Georgia und Tobias.","Den allgemeinen deutschen Fischfachhandel oder robuste Seafood-Versandwege für die exakte Form von Scholle belegen; dedizierten Fischmarkt und generische Kettenseite nicht als EASY-Nachweis verwenden.","ALIGNMENT_CORRECTION_REQUIRED"
"PLANT_PROTEIN_PRODUCTS","PLANNED","EASY","EASY","EASY","Für pflanzliches Proteinprodukt ist die erlaubte Form „Offene Vorgabe für verarbeitete pflanzliche Proteinprodukte wie Tofu, Seitan oder Mykoprotein“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für pflanzliches Proteinprodukt und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"PLANTAIN","PLANNED","SPECIALTY","SPECIALTY","SPECIALTY","Für Kochbanane scheidet der allgemeine Handel bei der Form „Stärkereiche Kochbanane, meist gegart verwendet“ aus; mehrere einschlägige Spezialwege tragen aber einen breiten Spezialmarkt. Region oder Demografie allein begründen weder PLANNED noch einen Personenunterschied.","Mehrere unabhängige breit aufgestellte Spezialhändler für Kochbanane, regulären Bestand, haushaltsübliche Menge und passenden Deutschlandversand beziehungsweise erreichbare Filiale prüfen.","ALIGNMENT_CORRECTION_REQUIRED"
"POLENTA","PLANNED","EASY","EASY","EASY","Für Polenta ist die erlaubte Form „Maisgrieß beziehungsweise daraus gegarte schnittfeste oder cremige Polenta“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Polenta und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"POLLOCK","PLANNED","EASY","PLANNED","PLANNED","Für Köhler (Seelachs) belegt der Rostocker Vorteil einen gezielten Fischmarktweg, aber keine hohe Trefferquote in mehreren gewöhnlichen Supermärkten. Nach der verbindlichen Profilregel trägt ein dedizierter Fischhändler höchstens PLANNED; deshalb gilt PLANNED für Georgia und Tobias.","Den allgemeinen deutschen Fischfachhandel oder robuste Seafood-Versandwege für die exakte Form von Köhler (Seelachs) belegen; dedizierten Fischmarkt und generische Kettenseite nicht als EASY-Nachweis verwenden.","ALIGNMENT_CORRECTION_REQUIRED"
"POMEGRANATE","PLANNED","EASY","EASY","EASY","Für Granatapfel ist die erlaubte Form „Granatapfel mit saftig-säuerlichen Samenhüllen“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Granatapfel und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"POMEGRANATE_MOLASSES","PLANNED","SPECIALTY","PLANNED","SPECIALTY","Der effektive menschlich freigegebene Anker AV2-031 ist verbindlich: Für Georgia über breiteren nahöstlichen Fachmarkt planbar; für Tobias typisches Produkt des breiten Spezialmarkts. Dieser konkrete Ankerweg rechtfertigt den Personenunterschied; eine katalogweite Übertragung auf Verwandte wäre unzulässig.","Anker AV2-031 als Kontrollsatz beibehalten; bei späterer Evidenzpflege den dort benannten konkreten Profilweg und die exakte Form „Dick eingekochter Granatapfelsaft mit intensiver süß-saurer Fruchtigkeit“ dokumentieren.","ANCHOR_PROFILE_DIFFERENCE_CONFIRMED"
"PONZU","PLANNED","SPECIALTY","SPECIALTY","SPECIALTY","Für Ponzu scheidet der allgemeine Handel bei der Form „Japanische zitrusbetonte Würzsauce, meist mit Sojasauce und Dashi-Komponenten“ aus; mehrere einschlägige Spezialwege tragen aber einen breiten Spezialmarkt. Region oder Demografie allein begründen weder PLANNED noch einen Personenunterschied.","Mehrere unabhängige breit aufgestellte Spezialhändler für Ponzu, regulären Bestand, haushaltsübliche Menge und passenden Deutschlandversand beziehungsweise erreichbare Filiale prüfen.","ALIGNMENT_CORRECTION_REQUIRED"
"POPPY_SEEDS","PLANNED","EASY","EASY","EASY","Für Mohn ist die erlaubte Form „Mohnsamen mit nussigem Aroma; ganz, gemahlen oder als ungesüßte Mohnmasse verwendbar.“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Mohn und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"PORK_LIVER","EASY","PLANNED","PLANNED","PLANNED","Bei Schweineleber ist die Form „Schweineleber mit kräftigem, mineralischem Geschmack und weicher Textur“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Schweineleber; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"POTATO_DUMPLING","PLANNED","EASY","EASY","EASY","Für Kartoffelknödel ist die erlaubte Form „Gekochter kartoffelbasierter Knödel als fertige Beilage“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Kartoffelknödel und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"PRESERVED_FISH","PLANNED","EASY","EASY","EASY","Für konservierter Fisch ist die erlaubte Form „Offene Familie durch Salz, Trocknung, Räuchern, Einlegen oder Konservieren haltbar gemachter Fischprodukte“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für konservierter Fisch und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"PRESERVED_LEMON","PLANNED","SPECIALTY","SPECIALTY","SPECIALTY","Für Salzzitrone scheidet der allgemeine Handel bei der Form „In Salzlake gereifte ganze oder geteilte Zitrone mit weicher Schale und intensiv salzig-zitrischem Aroma“ aus; mehrere einschlägige Spezialwege tragen aber einen breiten Spezialmarkt. Region oder Demografie allein begründen weder PLANNED noch einen Personenunterschied.","Mehrere unabhängige breit aufgestellte Spezialhändler für Salzzitrone, regulären Bestand, haushaltsübliche Menge und passenden Deutschlandversand beziehungsweise erreichbare Filiale prüfen.","ALIGNMENT_CORRECTION_REQUIRED"
"PRESERVED_PRODUCE","PLANNED","EASY","EASY","EASY","Für konservierte pflanzliche Zutat ist die erlaubte Form „Offene Vorgabe für eingelegtes, fermentiertes, getrocknetes oder anderweitig konserviertes pflanzliches Produkt“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für konservierte pflanzliche Zutat und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"PUL_BIBER","PLANNED","SPECIALTY","PLANNED","SPECIALTY","Der effektive menschlich freigegebene Anker AV2-028 ist verbindlich: Georgias erreichbares türkisches Fachsortiment kann einen robusten geplanten Weg tragen; Tobias bleibt auf breiten Spezialhandel angewiesen. Dieser konkrete Ankerweg rechtfertigt den Personenunterschied; eine katalogweite Übertragung auf Verwandte wäre unzulässig.","Anker AV2-028 als Kontrollsatz beibehalten; bei späterer Evidenzpflege den dort benannten konkreten Profilweg und die exakte Form „Türkisch geprägte grobe Chiliflocken, häufig mild bis mittelscharf und leicht ölig“ dokumentieren.","ANCHOR_PROFILE_DIFFERENCE_CONFIRMED"
"PURSLANE","PLANNED","SPECIALTY","DIFFICULT","DIFFICULT","Die exakte Sommerportulakroute ist ohne Bestand; die zweite Quelle bleibt regional, saisonal und durch die gemeinsame Bezeichnung Portulak/Postelein formunscharf. Die fragile Frischelage erfüllt für beide Profile DIFFICULT, nicht breiten Spezialmarkt.","Biobote auf aktuellen Sommerportulakbestand und die Rollende Gemüsekiste auf Formabgrenzung, Saison und Liefergebiet prüfen.","ALIGNMENT_CORRECTION_REQUIRED"
"RAMEN_NOODLES","PLANNED","EASY","EASY","EASY","Für Ramennudeln ist die erlaubte Form „Japanische Weizennudeln für Ramen, typischerweise alkalisch und elastisch“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Ramennudeln und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"RAS_EL_HANOUT","PLANNED","SPECIALTY","SPECIALTY","SPECIALTY","Für Ras el-Hanout scheidet der allgemeine Handel bei der Form „Nordafrikanische Gewürzmischung aus zahlreichen warmen, erdigen und floralen Gewürzen“ aus; mehrere einschlägige Spezialwege tragen aber einen breiten Spezialmarkt. Region oder Demografie allein begründen weder PLANNED noch einen Personenunterschied.","Mehrere unabhängige breit aufgestellte Spezialhändler für Ras el-Hanout, regulären Bestand, haushaltsübliche Menge und passenden Deutschlandversand beziehungsweise erreichbare Filiale prüfen.","ALIGNMENT_CORRECTION_REQUIRED"
"READY_CURRY_PASTE","PLANNED","SPECIALTY","PLANNED","PLANNED","Bei fertige Currypaste ist die Form „Offene Familie verzehrfertiger Currypasten mit bereits kombinierter Gewürz- und Aromatenbasis“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für fertige Currypaste; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"RED_CURRANT","PLANNED","EASY","PLANNED","PLANNED","Bei rote Johannisbeere ist die Form „Rote Johannisbeere mit klarer Säure und saftigem Fruchtfleisch“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für rote Johannisbeere; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"REDFISH","PLANNED","EASY","PLANNED","PLANNED","Für Rotbarsch belegt der Rostocker Vorteil einen gezielten Fischmarktweg, aber keine hohe Trefferquote in mehreren gewöhnlichen Supermärkten. Nach der verbindlichen Profilregel trägt ein dedizierter Fischhändler höchstens PLANNED; deshalb gilt PLANNED für Georgia und Tobias.","Den allgemeinen deutschen Fischfachhandel oder robuste Seafood-Versandwege für die exakte Form von Rotbarsch belegen; dedizierten Fischmarkt und generische Kettenseite nicht als EASY-Nachweis verwenden.","ALIGNMENT_CORRECTION_REQUIRED"
"RHUBARB","EASY","PLANNED","PLANNED","PLANNED","Bei Rhabarber ist die Form „Fleischige saure Blattstiele des Rhabarbers“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Rhabarber; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"RICE_NOODLES","PLANNED","EASY","EASY","EASY","Für Reisnudeln ist die erlaubte Form „Nudeln überwiegend auf Reisbasis“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Reisnudeln und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"RICE_PRODUCTS","PLANNED","EASY","EASY","EASY","Für Reisprodukt ist die erlaubte Form „Offene Vorgabe für verarbeitete Reisprodukte wie Nudeln, Reiskuchen, Mehl oder Papier“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Reisprodukt und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"ROMESCO","PLANNED","SPECIALTY","SPECIALTY","SPECIALTY","Für Romesco-Sauce scheidet der allgemeine Handel bei der Form „Katalanische Sauce auf Basis gerösteter Paprika beziehungsweise Ñora, Tomate, Nüssen, Öl und Säure“ aus; mehrere einschlägige Spezialwege tragen aber einen breiten Spezialmarkt. Region oder Demografie allein begründen weder PLANNED noch einen Personenunterschied.","Mehrere unabhängige breit aufgestellte Spezialhändler für Romesco-Sauce, regulären Bestand, haushaltsübliche Menge und passenden Deutschlandversand beziehungsweise erreichbare Filiale prüfen.","ALIGNMENT_CORRECTION_REQUIRED"
"ROOKWORST","DIFFICULT","SPECIALTY","DIFFICULT","DIFFICULT","Rookworst ist gekühlte niederländische Produktform; ohne konkret nach Deutschland liefernde, wiederholbar bestückte Wege bleibt der Markt für beide eng. Tobias’ SPECIALTY-Einstufung folgt keiner belegten Profilquelle.","Mehrere unabhängige Deutschland liefernde Rookworst-Händler, Kühlversand und Bestandsrhythmus prüfen; allgemeine Rauchwurst nicht als Ersatz zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"SAGE","PLANNED","EASY","EASY","EASY","Für Salbei ist die erlaubte Form „Salbeiblätter mit kräftig herbem, kampferartigem Aroma“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Salbei und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"SALTY_LIQUORICE","PLANNED","EASY","EASY","EASY","Für Salzlakritz ist die erlaubte Form „Salzige Lakritzware mit Süßholz und typischerweise Salmiak (Ammoniumchlorid)“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Salzlakritz und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"SAMBAL","PLANNED","EASY","EASY","EASY","Für Sambal ist die erlaubte Form „Chilipaste oder Chilisauce mit je nach Variante unterschiedlicher Schärfe, Konsistenz und Aromatik“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Sambal und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"SARDINES","PLANNED","EASY","PLANNED","PLANNED","Für Sardinen belegt der Rostocker Vorteil einen gezielten Fischmarktweg, aber keine hohe Trefferquote in mehreren gewöhnlichen Supermärkten. Nach der verbindlichen Profilregel trägt ein dedizierter Fischhändler höchstens PLANNED; deshalb gilt PLANNED für Georgia und Tobias.","Den allgemeinen deutschen Fischfachhandel oder robuste Seafood-Versandwege für die exakte Form von Sardinen belegen; dedizierten Fischmarkt und generische Kettenseite nicht als EASY-Nachweis verwenden.","ALIGNMENT_CORRECTION_REQUIRED"
"SERRANO_HAM","PLANNED","EASY","EASY","EASY","Für Serrano-Schinken ist die erlaubte Form „Spanischer luftgetrockneter Rohschinken nach Serrano-Art“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Serrano-Schinken und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"SHELLFISH","PLANNED","EASY","EASY","EASY","Für Schalen- und Krustentiere ist die erlaubte Form „Offene Vorgabe für Schalen- und Krustentiere, insbesondere Krebstiere und zweischalige Muscheln“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Schalen- und Krustentiere und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"SHERRY","PLANNED","EASY","PLANNED","PLANNED","Bei Sherry ist die Form „Aufgespriteter spanischer Wein nach Sherry-Art“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Sherry; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
"SMOKED_TOFU","PLANNED","EASY","EASY","EASY","Für Räuchertofu ist die erlaubte Form „Fester Tofu mit deutlichem Raucharoma, durch Räuchern oder entsprechende Verarbeitung“ gewöhnliche deutsche Basisversorgung. Die abweichende Schwelle ist nicht durch einen konkreten, nur einer Person offenstehenden Bezugsweg belegt.","Zwei gewöhnliche lokale Supermarktquellen je Wohnort für Räuchertofu und die exakte Form prüfen; Spezialgeschäft, Onlineweg und bloßen Einzelfund nicht als EASY-Beleg zählen.","ALIGNMENT_CORRECTION_REQUIRED"
"SOBRASADA","PLANNED","SPECIALTY","SPECIALTY","SPECIALTY","Für Sobrasada scheidet der allgemeine Handel bei der Form „Streichfähige, mit Paprika gewürzte luftgereifte Rohwurst der Balearen, typischerweise aus Schweinefleisch“ aus; mehrere einschlägige Spezialwege tragen aber einen breiten Spezialmarkt. Region oder Demografie allein begründen weder PLANNED noch einen Personenunterschied.","Mehrere unabhängige breit aufgestellte Spezialhändler für Sobrasada, regulären Bestand, haushaltsübliche Menge und passenden Deutschlandversand beziehungsweise erreichbare Filiale prüfen.","ALIGNMENT_CORRECTION_REQUIRED"
"SPECULAAS_SPICE","PLANNED","EASY","PLANNED","PLANNED","Bei Spekulatiusgewürz ist die Form „Gewürzmischung für Speculaas/Spekulatius, typischerweise auf Basis von Zimt mit weiteren warmen Gewürzen wie Nelke und Muskat“ über gut sortierte allgemeine Ketten, etablierten Fachhandel oder robusten allgemeinen Onlinehandel planbar, aber nicht mit nahezu universeller Nahmarktquote. Das Ortsprofil ändert diese Marktklasse nicht.","Aktuelles Sortiment einer breiten allgemeinen Kette oder eines nicht nischengebundenen Fach-/Onlinewegs für Spekulatiusgewürz; lokale Trefferquote und exakte Form getrennt belegen.","ALIGNMENT_CORRECTION_REQUIRED"
