concept_code,display_name,active,random_draw_enabled,challenge_specificity,current_cooking_novelty,current_availability_georgia,current_availability_tobias,current_base_draw_weight,direct_parent_codes,direct_child_codes,curator_note,proposed_review_applicability,proposed_cooking_novelty,proposed_availability_georgia,proposed_availability_tobias,proposed_base_draw_weight_review,review_rationale,evidence,approval_status
LUPIN,Lupinen,true,true,SPECIFIC,3,PLANNED,PLANNED,0.3500,LEGUMES,,"Essbare, fachgerecht entbitterte Lupinensamen beziehungsweise schlichtes Lupinenprodukt; nicht rohe bittere Samen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
LUTEFISK,Lutefisk,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.1000,PRESERVED_FISH,,"Aus getrocknetem Weißfisch durch Wässern und Laugenbehandlung hergestelltes und anschließend gründlich gespültes, küchenfertiges Fischprodukt nach Lutefisk-Art. Nicht trockener Stockfisch, Lauge oder das fertig zubereitete Gericht.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
LYCHEE,Litschi,true,true,SPECIFIC,2,EASY,PLANNED,0.5500,TROPICAL_FRUIT,,"Litschi mit saftigem, floral-süßem Fruchtfleisch; frisch oder schlicht konserviert, ohne Schale und Kern.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MACADAMIA,Macadamianüsse,true,true,SPECIFIC,2,EASY,EASY,0.4500,NUTS,,"Sehr fettreiche, cremig-knackige Macadamianüsse mit mild-buttrigem Geschmack; natur oder geröstet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MACAPUNO,Macapuno,true,true,SPECIFIC,5,PLANNED,DIFFICULT,0.2000,COCONUT,,"Weiches bis gelatinöses Endosperm einer besonderen Kokosnussausprägung; frisch, tiefgekühlt oder konserviert verwendbar. Nicht gewöhnliches Kokosfleisch, Kokoscreme oder bloß mit Kokos aromatisierte Süßware.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MACKEREL,Makrele,true,true,SPECIFIC,2,EASY,EASY,0.8500,OILY_FISH,,"Makrele als fettreicher Fisch mit kräftigem Eigengeschmack; frisch oder tiefgekühlt, nicht automatisch geräuchert.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MAGGI_SEASONING,Maggi-Würze,true,false,SPECIFIC,1,EASY,EASY,0.5500,READY_SAUCES_AND_PASTES,,"Dunkle flüssige Würzsauce nach Maggi-Art mit salzig-würzigem Umami; nicht Liebstöckel, Sojasauce oder Brühwürfel.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MAITAKE,Maitake,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,MUSHROOMS,,Maitake beziehungsweise Klapperschwamm mit vielgliedrigen Büscheln und kräftig-würzigem Pilzaroma.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MALT_VINEGAR,Malzessig,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4000,VINEGAR,,Essig aus vermälztem Getreide mit malzig-röstigem Aroma; nicht Bier oder chinesischer schwarzer Essig.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MAM_NEM,Mắm nêm,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.2200,FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES,,"Kräftige vietnamesische Würzpaste aus salzfermentiertem, weitgehend unfiltriertem Fisch, häufig Sardellen. Handelsprodukte können bereits mit Ananas, Zucker, Chili oder Aromaten abgeschmeckt sein; nicht flüssige Fischsauce.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MAM_RUOC,Mắm ruốc,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.2200,SHRIMP_PASTE,,"Vietnamesische fermentierte Garnelenpaste mit intensiv salzigem Aroma, meist sparsam als Würze verwendet. Nicht mit Mắm tôm gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MAM_TOM,Mắm tôm,true,true,SPECIFIC,5,PLANNED,DIFFICULT,0.2200,SHRIMP_PASTE,,"Sehr kräftige vietnamesische fermentierte Garnelenpaste, besonders als Dip zu Bún đậu und als Würze zu Chả cá bekannt. Nicht mit Mắm ruốc gleichsetzen; regionale Produktbezeichnungen und Übergänge können sich jedoch überschneiden.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MANCHEGO,Manchego,true,true,SPECIFIC,2,EASY,EASY,0.5000,CHEESE,,Spanischer Käse aus Manchega-Schafmilch aus La Mancha; nicht generisch jeder Schafskäse.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MANDARIN,Mandarine,true,true,SPECIFIC,1,EASY,EASY,0.7500,CITRUS_FRUIT,,"Mandarine als leicht schälbare, süß-aromatische Zitrusfrucht; Clementinen und ähnliche handelsübliche Formen sind umfasst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MANGO,Mango,true,true,SPECIFIC,2,EASY,EASY,0.9000,TROPICAL_FRUIT,,"Mango mit saftigem, süß-aromatischem Fruchtfleisch; Sorte und Reifegrad bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MAPLE_SYRUP,Ahornsirup,true,true,SPECIFIC,1,EASY,EASY,0.5000,SYRUP,,Eingekochter Saft des Zuckerahorns mit karamellig-holzigem Aroma; nicht künstlich aromatisierter Pancake-Sirup.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MARJORAM,Majoran,true,true,SPECIFIC,1,EASY,EASY,0.5000,FRESH_HERBS,,"Majoranblätter mit warmem, leicht süßlichem und herbem Aroma; frisch oder getrocknet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MARSALA,Marsala,true,true,SPECIFIC,3,PLANNED,PLANNED,0.3000,COOKING_ALCOHOL,,"Aufgespriteter sizilianischer Wein nach Marsala-Art, trocken bis süß; als Kochwein, nicht beliebiger Likörwein.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MARZIPAN,Marzipan,true,true,SPECIFIC,2,EASY,EASY,0.3000,ALMOND|CONFECTIONERY,,Süße Mandel-Zucker-Masse einschließlich als Backzutat verwendbarer Marzipanmasse; nicht Persipan oder bloßes Mandelaroma.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MASA_HARINA,Masa Harina,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3500,CORN,,Nixtamalisiertes Maismehl für Tortillas und ähnliche Teige; nicht gewöhnliches Maismehl oder Maisstärke.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MASCARPONE,Mascarpone,true,true,SPECIFIC,1,EASY,EASY,0.6000,CHEESE,,"Sehr fettreicher, milder italienischer Frischkäse aus Rahm mit dichter cremiger Textur.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MASSAMAN_CURRY_PASTE,Massaman-Currypaste,true,true,SPECIFIC,3,PLANNED,PLANNED,0.3500,READY_CURRY_PASTE,,"Fertige Thai-Currypaste nach Massaman-Art mit warmen Gewürzen, Chili und Aromaten; Markenrezepturen variieren.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MATCHA,Matcha,true,true,SPECIFIC,3,EASY,EASY,0.3000,GREEN_TEA,,"Fein vermahlener japanischer Grüntee mit intensiv grasigem, herbem Umami; kein gesüßtes Matcha-Getränkepulver.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MATJES,Matjes,true,true,SPECIFIC,2,EASY,EASY,0.5000,HERRING|PRESERVED_FISH,,Mild gesalzener und enzymatisch gereifter Hering beziehungsweise Matjes. Umfasst klassische norddeutsche und niederländische Matjesformen; nicht automatisch essigsauer und nicht auf Hollandse Nieuwe beschränkt.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MAYONNAISE,Mayonnaise,true,true,SPECIFIC,1,EASY,EASY,0.5500,READY_SAUCES_AND_PASTES,,Kalte Emulsionssauce aus Öl und Ei beziehungsweise Eigelb mit Säure; Würzung und Ölsorte bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MEAT,Fleisch,true,false,OPEN,1,EASY,EASY,0.5500,,BEEF|CURED_MEAT|FROG_LEGS|GAME_MEAT|GOAT|LAMB|MEAT_ASPIC|MINCED_MEAT|OFFAL|PORK|POULTRY|RILLETTES|SAUSAGE|VEAL,"Offene Vorgabe für Fleisch von Säugetieren; Tierart, Zuschnitt, Fettanteil und Garmethode bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MEAT_ASPIC,Fleischsülze,true,true,SPECIFIC,3,EASY,EASY,0.3500,MEAT,,"Kalt schnittfähiges Fleischprodukt aus gegarten Fleischstücken in natürlichem oder zugesetztem Aspik beziehungsweise Gelee; umfasst unter anderem tschechische Tlačenka und vergleichbare Fleischsülzen. Keine beliebige Fisch-, Gemüse- oder Dessertsülze.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MELONS,Melone,true,true,OPEN,1,EASY,EASY,0.5000,FRUIT,CANTALOUPE|HONEYDEW_MELON|WATERMELON,"Offene Vorgabe für süße Melonenfrüchte; Wasser-, Honig- und Cantaloupe-Melonen sind mögliche Ausprägungen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MEMBRILLO,Quittenpaste,true,true,SPECIFIC,3,PLANNED,PLANNED,0.3500,PRESERVED_PRODUCE|QUINCE,,"Feste bis schnittfähige süße Quittenpaste (dulce de membrillo) aus eingekochter Quitte; nicht frische Quitte, Quittengelee oder beliebige Fruchtkonfitüre.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MERGUEZ,Merguez,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,SAUSAGE,,"Kräftig gewürzte nordafrikanische Bratwurst, typischerweise aus Lamm- und/oder Rindfleisch mit Chili; nicht Schweinewurst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MILK,Milch,true,true,SPECIFIC,1,EASY,EASY,0.7000,FRESH_DAIRY_PRODUCTS,,"Flüssige Kuhmilch als Kochzutat; Fettstufe bleibt offen, Pflanzendrinks und gesäuerte Milchprodukte sind getrennt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MILKFISH,Milchfisch oder Bangus,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,FISH,,"Milchfisch (Chanos chanos), auf den Philippinen Bangus; frischer oder tiefgekühlter ganzer Fisch, Stück oder Filet. Nicht automatisch getrocknete, geräucherte oder anderweitig konservierte Bangus-Produkte.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MILK_CHOCOLATE,Milchschokolade,true,true,SPECIFIC,1,EASY,EASY,0.4500,CHOCOLATE,,Schokolade mit Milchbestandteilen und deutlicher Süße; Kakaoanteil und konkrete Milchform können variieren.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MILLET,Hirse,true,true,SPECIFIC,2,EASY,EASY,0.6000,GRAINS,,Glutenfreie kleine Hirsekörner mit mild-nussigem Geschmack; Sorte und geschälte Produktform bleiben offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MINCED_MEAT,Hackfleisch,true,true,OPEN,1,EASY,EASY,0.7000,MEAT,BEEF_MINCE|LAMB_MINCE|PORK_MINCE|TURKEY_MINCE|VEAL_MINCE,Offene Vorgabe für zerkleinertes rohes Fleisch; Tierart und Fettanteil sind bewusst nicht festgelegt.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MINT,Minze,true,true,SPECIFIC,1,EASY,EASY,0.6500,FRESH_HERBS,,"Frische Minzblätter mit kühlendem, aromatischem Geschmack; konkrete Minzart bleibt offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MIRABELLE,Mirabelle,true,true,SPECIFIC,2,PLANNED,PLANNED,0.4000,STONE_FRUIT,,"Kleine gelbe Mirabellenpflaume mit süßem, intensiv aromatischem Fruchtfleisch; frisch oder ungesüßt tiefgekühlt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MIRIN,Mirin,true,true,SPECIFIC,2,PLANNED,PLANNED,0.3000,COOKING_ALCOHOL|SWEETENERS,,Süßer japanischer Reiswürzwein mit Alkohol und ausgeprägter Süße; nicht Reisessig oder bloß gesüßter Sirup.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MISO,Miso,true,true,SPECIFIC,2,EASY,EASY,0.7500,FERMENTED_SEASONINGS|READY_SAUCES_AND_PASTES,,"Japanische fermentierte Würzpaste auf Sojabohnenbasis, häufig mit Reis oder Gerste; Farbe, Salzgehalt und Reifegrad bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MOLASSES,Melasse,true,true,SPECIFIC,3,PLANNED,PLANNED,0.3500,SWEETENERS,,Dunkler zähflüssiger Rückstand der Zuckerherstellung mit kräftig karamellig-herbem Aroma; nicht heller Sirup.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MOLE_PASTE,Mole-Paste,true,true,SPECIFIC,5,PLANNED,DIFFICULT,0.2500,READY_SAUCES_AND_PASTES,,"Konzentrierte mexikanische Würzpaste für Mole-Saucen mit Chili, Gewürzen und weiteren variablen Zutaten; nicht fertige Sauce.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MOLLUSCS,Weichtiere,true,true,OPEN,2,EASY,EASY,0.5500,INVERTEBRATES,BIVALVES|CUTTLEFISH|EDIBLE_SNAILS|OCTOPUS|SQUID,"Offene Vorgabe für essbare Weichtiere wie Muscheln, Schnecken, Oktopus oder Kalmar; aquatische und terrestrische Formen sind umfasst. Krebstiere, Insekten und Würmer sind nicht gemeint.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MONKFISH,Seeteufel,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,WHITE_FISH,,"Seeteufel mit festem, magerem und nahezu grätenfreiem Fleisch; meist als Schwanzfilet erhältlich.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MOOSE,Elchfleisch,true,true,SPECIFIC,4,DIFFICULT,DIFFICULT,0.2000,GAME_MEAT,,"Elchfleisch als frisches oder tiefgekühltes Fleischstück beziehungsweise geeignetes Gulasch-/Geschnetzeltesfleisch. Nicht Elchwurst, Trockenfleisch oder ein bereits zubereitetes Wildgericht.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MORCILLA,Morcilla,true,true,SPECIFIC,4,DIFFICULT,DIFFICULT,0.3000,BLOOD_SAUSAGE|PORK,,"Spanische Blutwurstfamilie mit regional stark variierenden Rezepturen, etwa mit Zwiebel, Reis oder Nüssen; Schweineblut ist charakteristisch. Nicht generisch jede Blutwurst und nicht auf Morcilla de Burgos beschränkt.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MOREL,Morcheln,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.1800,MUSHROOMS,,Morcheln mit wabenartigem Hut und intensivem Waldpilzaroma; nur vollständig gegart verwenden.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MORINGA_LEAVES,Moringablätter oder Malunggay,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.2500,LEAFY_GREENS,,"Blätter von Moringa oleifera, auf den Philippinen Malunggay; frisch, tiefgekühlt oder als kulinarisch verwendete getrocknete Blattform. Nicht Samen, Öl oder Nahrungsergänzungskapseln.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MOZZARELLA,Mozzarella,true,true,SPECIFIC,1,EASY,EASY,0.8500,CHEESE,,Milder Pasta-filata-Käse mit elastischer bis weicher Textur; Kuh- und Büffelmilchvarianten sind umfasst.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MSG,Mononatriumglutamat,true,false,SPECIFIC,2,EASY,EASY,0.3500,SPICES,,Reines Mononatriumglutamat als kristalline Umami-Würze; kein vollständiger Gewürzmix oder Brühpulver.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MULBERRY,Maulbeeren,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.2500,BERRIES,,"Maulbeeren mit süßem, mild-säuerlichem Aroma; frisch oder getrocknet verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MUNG_BEANS,Mungbohnen,true,true,SPECIFIC,2,PLANNED,PLANNED,0.6000,BEANS,,"Kleine grüne Mungbohnen mit mildem Geschmack; ganz, geschält oder vorgegart verwendbar, nicht ihre Sprossen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MUOI_TOM,Muối tôm,true,true,SPECIFIC,4,PLANNED,PLANNED,0.2500,SPICE_BLENDS,,"Vietnamesische trockene Würzmischung aus Salz, Chili und getrockneten Garnelen, häufig zusätzlich mit Knoblauch, Zucker oder Zitronengras. Besonders als Dip für Obst und Gemüse sowie zum Würzen von Reispapiersnacks verwendet.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MUSHROOMS,Pilze,true,true,OPEN,1,EASY,EASY,0.7500,VEGETABLES,CHAMPIGNONS|CHANTERELLE|DRIED_WILD_MUSHROOMS|ENOKI|KING_OYSTER_MUSHROOM|MAITAKE|MOREL|OYSTER_MUSHROOM|PICKLED_MUSHROOMS|PORCINI|SHIITAKE|SHIMEJI|TRUFFLE|WOOD_EAR,"Offene Vorgabe für essbare Pilze; Art, Kultur- oder Waldpilz und frisch oder getrocknet bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MUSHROOM_STOCK,Pilzfond,true,true,SPECIFIC,2,EASY,PLANNED,0.5000,STOCKS,,Brühe oder Fond mit Pilzen als prägender Aromabasis; selbst gekocht oder als schlichtes Fertigprodukt verwendbar.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MUSSELS,Miesmuscheln,true,true,SPECIFIC,2,EASY,EASY,0.7500,BIVALVES,,"Miesmuscheln mit dunkler Schale und saftigem, jodig-süßlichem Fleisch; frisch, tiefgekühlt oder ausgelöst verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MUSTARD,Senf,true,true,SPECIFIC,1,EASY,EASY,0.7000,READY_SAUCES_AND_PASTES,DIJON_MUSTARD|HOT_MUSTARD|WHOLEGRAIN_MUSTARD,"Verzehrfertige Senfzubereitung aus Senfsaat, Flüssigkeit und Würzung; Schärfe und Körnung bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MUSTARD_SEED,Senfsaat,true,true,SPECIFIC,2,EASY,EASY,0.5000,SPICES,,"Ganze Senfsamen mit nussiger bis stechend-scharfer Wirkung; gelbe, braune und schwarze Saat sind umfasst.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
MYCOPROTEIN,Mykoprotein,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,PLANT_PROTEIN_PRODUCTS,,"Pilzproteinbasierte Fleischalternative; Marke, Produktform und Würzung können variieren.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NAM_PRIK_PAO,Nam Prik Pao,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4000,CHILI_CONDIMENTS,,"Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami; häufig mit Schalotten, Knoblauch, Tamarinde sowie Garnelen- oder Fischbestandteilen. Nicht bloß Chiliöl oder Sriracha.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NAPA_CABBAGE,Chinakohl,true,true,SPECIFIC,1,EASY,EASY,0.9500,CABBAGE_VEGETABLES,,"Chinakohl mit hellen knackigen Rippen und zarten Blättern; roh, gegart oder fermentiert verwendbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NATA_DE_COCO,Nata de coco,true,true,SPECIFIC,4,PLANNED,PLANNED,0.3000,COCONUT_PRODUCTS,,"Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware; typischerweise gesüßt als Dessert-, Getränke- oder Fruchtsalatzutat angeboten. Nicht mit Agar-, Konjak- oder beliebigem Kokosgelee gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NATTO,Nattō,true,true,SPECIFIC,5,PLANNED,DIFFICULT,0.2000,PLANT_PROTEIN_PRODUCTS|SOY_PRODUCTS,,"Japanische fermentierte Sojabohnen mit klebrigen Fäden und kräftigem, erdig-würzigem Aroma.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NDUJA,’Nduja,true,true,SPECIFIC,4,PLANNED,DIFFICULT,0.3000,CURED_MEAT|PORK|SAUSAGE,,Weiche streichfähige kalabrische Schweinewurst mit hohem Chili- und Fettanteil; nicht feste Chorizo.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NECTARINE,Nektarine,true,true,SPECIFIC,1,EASY,EASY,0.6000,STONE_FRUIT,,Glattschalige Steinfrucht aus der Pfirsichfamilie mit saftigem süß-säuerlichem Fleisch.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NEUTRAL_OIL,neutrales Pflanzenöl,true,false,SPECIFIC,1,EASY,EASY,0.5500,OILS,,Raffiniertes Pflanzenöl mit wenig Eigengeschmack und guter Hitzetoleranz; konkrete Ölpflanze bleibt offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NEW_POTATOES,Frühkartoffeln,true,true,SPECIFIC,1,EASY,EASY,0.7500,POTATO,,Jung geerntete Kartoffeln mit dünner Schale und wachsiger Textur; Sorte bleibt offen.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NIPA_PALM_VINEGAR,Nipapalmenessig,true,true,SPECIFIC,5,DIFFICULT,DIFFICULT,0.2000,VINEGAR,,"Natürlich fermentierter Essig aus dem Saft der Nipapalme. Gemeint ist die generische Produktart; regionale Produkte wie Sukang Paombong sind mögliche Ausprägungen, aber keine Voraussetzung.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NOODLES,Nudeln,true,true,OPEN,1,EASY,EASY,0.7500,STARCHES,EGG_NOODLES|GLASS_NOODLES|RAMEN_NOODLES|RICE_NOODLES|SHIRATAKI|SOBA|SPAETZLE|UDON|WHEAT_NOODLES|WHEAT_PASTA,"Offene Vorgabe für geformte Nudeln aus Getreide oder Stärke; Rohstoff, Form und Küchentradition bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NORA_PEPPER,Ñora-Paprika,true,true,SPECIFIC,4,PLANNED,PLANNED,0.3000,PRESERVED_PRODUCE|SPICES,,"Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet; nicht Paprikapulver und nicht generische getrocknete Chili.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NORI,Nori,true,true,SPECIFIC,3,EASY,EASY,0.5000,SEAWEED,,"Dünne getrocknete Blätter aus roten Meeresalgen, typischerweise geröstet; nicht Kombu oder Wakame.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NORTHERN_PRAWN,Eismeergarnele,true,true,SPECIFIC,3,PLANNED,PLANNED,0.4500,SHRIMP,,"Eismeergarnele beziehungsweise Nordische Garnele (Pandalus borealis), frisch oder tiefgekühlt und je nach Produkt geschält oder ungeschält. Nicht mit der Nordseekrabbe (Crangon crangon) oder beliebigen Warmwassergarnelen gleichsetzen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NORTH_SEA_SHRIMP,Nordseekrabbe,true,true,SPECIFIC,2,PLANNED,EASY,0.4500,SHRIMP,,"Kleine graue Nordseegarnele (Crangon crangon), in Deutschland üblicherweise als Nordseekrabbe bezeichnet; typischerweise bereits gekocht und geschält erhältlich. Nicht beliebige Garnelen und trotz des deutschen Namens keine echte Krabbe.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NORWEGIAN_WAFFLE,Norwegische Waffel,true,true,SPECIFIC,2,PLANNED,PLANNED,0.4500,WAFFLES,,"Dünne, weiche Waffel nach norwegischer Art, typischerweise herzförmig, leicht süß und mit Kardamom aromatisiert. Gemeint ist die Waffel selbst, ohne vorausgesetzte Beläge.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NUTMEG,Muskatnuss,true,true,SPECIFIC,1,EASY,EASY,0.5000,SPICES,,"Muskatnuss als intensiv warm-würziger Samenkern, frisch gerieben oder gemahlen; sparsam dosieren.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NUTRITIONAL_YEAST,Hefeflocken,true,true,SPECIFIC,2,EASY,EASY,0.5500,SPICES,,Inaktive getrocknete Hefeflocken mit nussig-käsigem Umami; keine aktive Backhefe.,APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NUTS,Nüsse,true,true,OPEN,1,EASY,EASY,0.6500,,ALMOND|BRAZIL_NUT|CASHEW|CHESTNUT|HAZELNUT|MACADAMIA|PEANUT|PECAN|PINE_NUT|PISTACHIO|WALNUT,"Offene Vorgabe für kulinarisch als Nüsse verwendete Kerne; Sorte, Röstung und Zerkleinerung bleiben wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
NUT_AND_SEED_PASTES,Nuss- oder Samenpaste,true,true,OPEN,2,EASY,EASY,0.4500,SAUCES_AND_PASTES,ALMOND_BUTTER|CASHEW_BUTTER|PEANUT_BUTTER|TAHINI,"Offene Familie fein vermahlener Nuss- oder Samenpasten; Rohstoff, Röstung und Süßung bleiben offen.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
OATS,Hafer,true,true,SPECIFIC,1,EASY,EASY,0.7000,GRAINS,,"Hafer als ganzes Korn, Grütze oder Flocken; konkrete Verarbeitungsform bleibt wählbar.",APPLICABLE,,,,,,,WAITING_FOR_HUMAN_ANCHOR_APPROVAL
