"concept_code"	"display_name"	"review_applicability"	"product_form_basis"	"market_class_georgia"	"market_basis_georgia"	"proposed_availability_georgia"	"availability_note_georgia"	"evidence_requirement_georgia"	"availability_evidence_georgia"	"market_class_tobias"	"market_basis_tobias"	"proposed_availability_tobias"	"availability_note_tobias"	"evidence_requirement_tobias"	"availability_evidence_tobias"	"review_flags"	"approval_status"
"HAM"	"Schinken"	"APPLICABLE"	"Offene Schinkenfamilie aus gepökeltem Fleisch; gekochte, geräucherte und luftgetrocknete Ausprägungen sind umfasst."	"GENERAL_LOCAL"	"Katalogpfad gepökeltes oder luftgetrocknetes Fleisch → Schweinefleisch → Fleisch. Warengruppe Wurst oder Pökelfleisch, formrelevanter Prüfhinweis aus der vollständigen Definition: »gekochte, geräucherte und luftgetrocknete Ausprägungen sind umfasst«. Regelweg in Bornheim über die gewöhnliche Bornheimer Auslage »Wurstkühlung oder Bedientheke«."	"EASY"	"Schinken: gewöhnlicher lokaler Bezugsweg über den Bereich »Wurstkühlung oder Bedientheke«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Rostocker Warenprüfung für „Schinken“ erfolgt über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Schinken: gewöhnlicher lokaler Bezugsweg über den Bereich »Schinken«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HARISSA"	"Harissa"	"APPLICABLE"	"Nordafrikanische Chilipaste mit Gewürzen und häufig Knoblauch; Schärfe, Ölanteil und genaue Zusammensetzung variieren."	"GENERAL_BROAD"	"Katalogpfad Chilisauce oder -paste → fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »Schärfe, Ölanteil und genaue Zusammensetzung variieren«. Allgemein planbarer, aber nicht lokal garantierter Weg über den im v2-Anker festgehaltenen Planweg: Für das Bornheim-Profil konkret planbarer regionaler Fachmarkt."	"PLANNED"	"Harissa: Für Georgia konkret planbarer regionaler Fachmarkt; für Tobias breit verfügbarer aber gezielt einschlägiger Spezialmarkt."	"REQUIRED"	"AV2E-028"	"SPECIALTY_BROAD"	"Harissa: Levantinisch-nordafrikanische Lebensmittel-Fachsortimente führen fertige Chilipaste in ausreichender Marktbreite; der Einkauf bleibt auf diesen Spezialhandel ausgerichtet, obwohl Schärfe und Ölanteil markenabhängig variieren."	"SPECIALTY"	"Harissa: Für Georgia konkret planbarer regionaler Fachmarkt; für Tobias breit verfügbarer aber gezielt einschlägiger Spezialmarkt."	"REQUIRED"	"AV2E-029"	"PERSON_DIFFERENCE|REFERENCE_ANCHOR|REFERENCE_ANCHOR_V2|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"RATING_APPROVED_NOTE_PROPOSED_REFERENCE_ANCHOR_V2"
"HARZER_CHEESE"	"Harzer Käse"	"APPLICABLE"	"Kräftig gereifter, sehr fettarmer Sauermilchkäse nach Harzer Art; nicht generisch jeder Sauermilchkäse oder Handkäse."	"GENERAL_LOCAL"	"Katalogpfad Käse → gesäuertes Milchprodukt → Milchprodukte. Warengruppe Käse, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht generisch jeder Sauermilchkäse oder Handkäse«. Regelweg in Bornheim über den lokalen Supermarktbereich »Käsekühlung oder Käsetheke« in Bornheim."	"EASY"	"Harzer Käse: gewöhnlicher lokaler Bezugsweg über den Bereich »Käsekühlung oder Käsetheke«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Harzer Käse“ erfolgt in Rostock über die Käsekühlung oder Käsetheke eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Harzer Käse: gewöhnlicher lokaler Bezugsweg über den Bereich »Harzer Käse«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HAZELNUT"	"Haselnüsse"	"APPLICABLE"	"Haselnusskerne mit süßlich-nussigem Aroma; roh, geröstet, ganz oder gemahlen verwendbar."	"GENERAL_LOCAL"	"Katalogpfad Nüsse. Warengruppe Nuss, Saat oder Mus, formrelevanter Prüfhinweis aus der vollständigen Definition: »roh, geröstet, ganz oder gemahlen verwendbar«. Regelweg in Bornheim über den Bereich »Nuss-, Saaten- oder Nussmusregal« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Haselnüsse: gewöhnlicher lokaler Bezugsweg über den Bereich »Nuss-, Saaten- oder Nussmusregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Haselnüsse“ wird das Angebot über das Nuss-, Saaten-, Back- oder Brotaufstrichregal eines gewöhnlichen großen Rostocker Supermarkts kontrolliert."	"EASY"	"Haselnüsse: gewöhnlicher lokaler Bezugsweg über den Bereich »Haselnüsse«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HEMP_SEEDS"	"Hanfsamen"	"APPLICABLE"	"Geschälte oder ungeschälte Hanfsamen mit mild-nussigem Geschmack; als Saat, nicht als Rauschmittel gemeint."	"GENERAL_BROAD"	"Katalogpfad Kerne und Samen. Warengruppe Nuss, Saat oder Mus, formrelevanter Prüfhinweis aus der vollständigen Definition: »als Saat, nicht als Rauschmittel gemeint«. Allgemein planbarer, aber nicht lokal garantierter Weg über einen vorbereiteten Einkauf im gut sortierten Bereich »Nuss-, Saaten- oder Nussmusregal«."	"PLANNED"	"Hanfsamen ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Nuss-, Saaten- oder Nussmusregal« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Die Beschaffung von „Hanfsamen“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Nuss- oder Biohändler."	"PLANNED"	"Hanfsamen: Die Beschaffung von „Hanfsamen“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Nuss- oder Biohändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HERB_BUTTER"	"Kräuterbutter"	"APPLICABLE"	"Butterzubereitung mit frischen oder getrockneten Kräutern; Kräutermischung und weitere milde Würzung bleiben offen."	"GENERAL_LOCAL"	"Katalogpfad Butter → Kochfett → Milchprodukte. Warengruppe Milchprodukt, formrelevanter Prüfhinweis aus der vollständigen Definition: »Kräutermischung und weitere milde Würzung bleiben offen«. Regelweg in Bornheim über den regulären Bornheimer Regalweg »Molkereikühlregal«."	"EASY"	"Kräuterbutter: gewöhnlicher lokaler Bezugsweg über den Bereich »Molkereikühlregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Kräuterbutter“ führt der Rostocker Marktweg über die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Kräuterbutter: Rostocker Bezugsweg über die Molkereikühlung eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"FORM_SENSITIVE|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HERBES_DE_PROVENCE"	"Kräuter der Provence"	"APPLICABLE"	"Getrocknete Kräutermischung nach Herbes-de-Provence-Art, typischerweise mit Thymian, Rosmarin, Oregano, Bohnenkraut und/oder vergleichbaren mediterranen Kräutern. Zusammensetzung kann variieren; nicht mit Fines herbes gleichsetzen."	"GENERAL_LOCAL"	"Katalogpfad Gewürzmischung → Gewürz oder trockenes Würzmittel. Warengruppe Gewürz, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht mit Fines herbes gleichsetzen«. Regelweg in Bornheim über den lokalen Supermarktbereich »Gewürz- und Trockenwürzregal« in Bornheim."	"EASY"	"Kräuter der Provence: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürz- und Trockenwürzregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Der konkrete Bezug von „Kräuter der Provence“ läuft über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Kräuter der Provence: gewöhnlicher lokaler Bezugsweg über den Bereich »Kräuter der Provence«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HERRING"	"Hering"	"APPLICABLE"	"Hering als fettreicher Fisch; frisch oder schlicht tiefgekühlt gemeint, spezifische Reife- und Einlegeformen sind getrennt."	"GENERAL_BROAD"	"Deutsche See – Heringsfilets TK belegt: Deutsche See führt vier bis sechs verfügbare Heringsfilets mit Haut tiefgekühlt in einer Mehrkammerpackung; die schlichte Fischform ist weder gereift noch eingelegt. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Der Beleg gilt für naturbelassene Tiefkühlfilets, nicht für frischen ganzen Hering; die Kühlkette bleibt erforderlich."	"PLANNED"	"Hering: Deutsche See führt vier bis sechs verfügbare Heringsfilets mit Haut tiefgekühlt in einer Mehrkammerpackung; die schlichte Fischform ist weder gereift noch eingelegt."	"REQUIRED"	"AV2N-A-0114"	"GENERAL_BROAD"	"Deutsche See – Heringsfilets TK belegt: Deutsche See führt vier bis sechs verfügbare Heringsfilets mit Haut tiefgekühlt in einer Mehrkammerpackung; die schlichte Fischform ist weder gereift noch eingelegt. Der Bezug erfolgt über Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin; maßgeblich ist FROZEN_SHIPPING. Der Beleg gilt für naturbelassene Tiefkühlfilets, nicht für frischen ganzen Hering; die Kühlkette bleibt erforderlich."	"PLANNED"	"Hering: Deutsche See führt vier bis sechs verfügbare Heringsfilets mit Haut tiefgekühlt in einer Mehrkammerpackung; die schlichte Fischform ist weder gereift noch eingelegt."	"REQUIRED"	"AV2N-A-0114"	"BORDERLINE_PLANNED|EVIDENCE_REQUIRED|FORM_SENSITIVE|RATING_RECONCILED_V2|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HERVE_CHEESE"	"Herve-Käse"	"APPLICABLE"	"Belgischer AOP-Weichkäse aus Kuhmilch mit gewaschener Rinde. Umfasst die mildere und die kräftigere/pikante Herve-Ausprägung; charakteristisch würzig und teils sehr intensiv. Nicht mit beliebigem Limburger oder Romadur gleichsetzen."	"NICHE_IMPORT"	"Katalogpfad Käse → gesäuertes Milchprodukt → Milchprodukte. Warengruppe Käse, formrelevanter Prüfhinweis aus der vollständigen Definition: »Nicht mit beliebigem Limburger oder Romadur gleichsetzen«. Nur der schmale Händlerweg über Tölzer Kasladen – Herve ist positiv belegt; Kühlversand begrenzt Form, Bestand oder Logistik."	"DIFFICULT"	"Herve-Käse: Nur der schmale Händlerweg über Tölzer Kasladen – Herve ist positiv belegt; Kühlversand begrenzt Form, Bestand oder Logistik."	"REQUIRED"	"AV2N-A-0115"	"NICHE_IMPORT"	"Tobias prüft „Herve-Käse“ in Rostock über Tölzer Kasladen – Herve, wobei die Evidenz eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Kühlversand ausweist."	"DIFFICULT"	"Herve-Käse: Rostocker Bezugsweg über Tölzer Kasladen – Herve; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Kühlversand."	"REQUIRED"	"AV2N-A-0115"	"BORDERLINE_PLANNED|EVIDENCE_REQUIRED|FORM_OR_LOGISTICS_RISK|RATING_RECONCILED_V2|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HIJIKI"	"Hijiki"	"APPLICABLE"	"Dunkle fadenförmige Meeresalge der ostasiatischen Küche mit kräftigem Meeresaroma; üblicherweise getrocknet und eingeweicht."	"SPECIALTY_BROAD"	"Getrocknetes Hijiki wird über einen panasiatischen Vollsortimenter und einen unabhängigen Algenfachhändler mit getrennten Produkten und Lieferketten geführt. Das belegt etablierten Algen-Spezialhandel statt nur eines Japan-Importeurs."	"SPECIALTY"	"Getrocknetes Hijiki hat unabhängige Wege über einen panasiatischen Vollsortimenter und einen Algenfachhändler; getrennte Produkte mit Standardversand tragen den breiten Spezialmarkt."	"REQUIRED"	"AV2N-A-0116|AV2N-A-0117"	"SPECIALTY_BROAD"	"Getrocknetes Hijiki wird über einen panasiatischen Vollsortimenter und einen unabhängigen Algenfachhändler mit getrennten Produkten und Lieferketten geführt. Das belegt etablierten Algen-Spezialhandel statt nur eines Japan-Importeurs."	"SPECIALTY"	"Getrocknetes Hijiki hat unabhängige Wege über einen panasiatischen Vollsortimenter und einen Algenfachhändler; getrennte Produkte mit Standardversand tragen den breiten Spezialmarkt."	"REQUIRED"	"AV2N-A-0116|AV2N-A-0117"	"EVIDENCE_REQUIRED|RESEARCH_REQUIRED|SPECIALTY_MARKET_BREADTH|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HOISIN_SAUCE"	"Hoisinsauce"	"APPLICABLE"	"Dicke süß-salzige chinesische Würzsauce auf fermentierter Bohnenbasis; nicht Austernsauce oder Pflaumensauce."	"GENERAL_BROAD"	"Katalogpfad fermentierte Würzzutat → fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Austernsauce oder Pflaumensauce«. Allgemein planbarer, aber nicht lokal garantierter Weg über einen vorbereiteten Einkauf im gut sortierten Bereich »Saucen-, Würzpasten- und Feinkostregal«."	"PLANNED"	"Hoisinsauce ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Saucen-, Würzpasten- und Feinkostregal« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Beim Einkauf von „Hoisinsauce“ nutzt Tobias gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler."	"PLANNED"	"Hoisinsauce: Beim Einkauf von „Hoisinsauce“ nutzt Tobias gut sortierte Vollsortimenter und etablierte deutsche Feinkost- oder Würzsaucenhändler."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HOKKAIDO_SQUASH"	"Hokkaido-Kürbis"	"APPLICABLE"	"Orangefarbener Hokkaido-Kürbis mit essbarer Schale und nussig-süßlichem, dichtem Fruchtfleisch."	"GENERAL_LOCAL"	"Katalogpfad Kürbis → Fruchtgemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Hokkaido-Kürbis mit essbarer Schale und nussig-süßlichem, dichtem Fruchtfleisch«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Obst- und Gemüseabteilung«."	"EASY"	"Hokkaido-Kürbis: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Hokkaido-Kürbis“ erfolgt in Rostock über die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Hokkaido-Kürbis: gewöhnlicher lokaler Bezugsweg über den Bereich »Hokkaido-Kürbis«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HOLY_BASIL"	"Krapao"	"APPLICABLE"	"Frische Blätter von Ocimum tenuiflorum mit pfeffrig-nelkenartigem Aroma, besonders für Pad Krapao. Nicht mit Thai-Basilikum verwechseln; getrockneter Tulsi-Tee ist keine gleichwertige Kochzutat."	"NICHE_IMPORT"	"Katalogpfad Basilikum → Kräuter und Würzblätter. Warengruppe frisches Würzkraut, formrelevanter Prüfhinweis aus der vollständigen Definition: »getrockneter Tulsi-Tee ist keine gleichwertige Kochzutat«. Der v2-Anker hält den Engpass fest: Exaktes Holy Basil ist deutlich seltener als Thai-Basilikum/Horapa und hängt von wenigen frischen Spezialwegen ab."	"DIFFICULT"	"Krapao: Exaktes Holy Basil ist deutlich seltener als Thai-Basilikum/Horapa und hängt von wenigen frischen Spezialwegen ab."	"REQUIRED"	"AV2E-080"	"NICHE_IMPORT"	"Krapao: Exaktes Holy Basil ist deutlich seltener als Thai-Basilikum/Horapa und hängt von wenigen frischen Spezialwegen ab."	"DIFFICULT"	"Krapao: Exaktes Holy Basil ist deutlich seltener als Thai-Basilikum/Horapa und hängt von wenigen frischen Spezialwegen ab."	"REQUIRED"	"AV2E-080"	"EVIDENCE_REQUIRED|FORM_OR_LOGISTICS_RISK|FORM_OR_ROUTE_FRAGILE|FORM_SENSITIVE|REFERENCE_ANCHOR|REFERENCE_ANCHOR_V2|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"RATING_APPROVED_NOTE_PROPOSED_REFERENCE_ANCHOR_V2"
"HONEY"	"Honig"	"APPLICABLE"	"Von Bienen erzeugtes flüssiges bis kristallines Süßungsmittel; Blütentyp und Aromaintensität bleiben offen."	"GENERAL_LOCAL"	"Katalogpfad Süßungsmittel. Warengruppe Süßungs- oder Kakaoware, formrelevanter Prüfhinweis aus der vollständigen Definition: »Blütentyp und Aromaintensität bleiben offen«. Regelweg in Bornheim über das örtliche Sortiment »Backzutaten-, Süßwaren- oder Kakaoregal« beim Wocheneinkauf in Bornheim."	"EASY"	"Honig: gewöhnlicher lokaler Bezugsweg über den Bereich »Backzutaten-, Süßwaren- oder Kakaoregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Die Beschaffung von „Honig“ erfolgt in Rostock über das Back-, Süßwaren- oder Brotregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Honig: gewöhnlicher lokaler Bezugsweg über den Bereich »Honig«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HONEYDEW_MELON"	"Honigmelone"	"APPLICABLE"	"Helle Honigmelone mit glatter Schale und süßem, saftigem Fruchtfleisch; nicht Cantaloupe."	"GENERAL_LOCAL"	"Katalogpfad Melone → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht Cantaloupe«. Regelweg in Bornheim über nahe Supermarktfilialen in Bornheim mit dem Bereich »Obst- und Gemüseabteilung«."	"EASY"	"Honigmelone: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „Honigmelone“ führt der Rostocker Marktweg über die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Honigmelone: Rostocker Bezugsweg über die Obstabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HORSERADISH"	"Meerrettich"	"APPLICABLE"	"Scharfe Meerrettichwurzel, frisch gerieben oder als möglichst schlichte Zubereitung; Schärfe verfliegt bei Hitze."	"GENERAL_LOCAL"	"Katalogpfad Wurzel- und Knollengemüse → Gemüse. Warengruppe Gemüse oder Pilz, formrelevanter Prüfhinweis aus der vollständigen Definition: »Schärfe verfliegt bei Hitze«. Regelweg in Bornheim über den Bereich »Obst- und Gemüseabteilung« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Meerrettich: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Beim Einkauf von „Meerrettich“ nutzt Tobias die Gemüseabteilung eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"Meerrettich: gewöhnlicher lokaler Bezugsweg über den Bereich »Meerrettich«."	"OPTIONAL"	""	"FORM_SENSITIVE|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HOT_MUSTARD"	"scharfer Senf"	"APPLICABLE"	"Senf mit ausgeprägt stechender Schärfe; Körnung und verwendete Senfsaat bleiben offen."	"GENERAL_LOCAL"	"Katalogpfad Senf → fertige Sauce oder Würzpaste → Sauce, Würzmittel oder Paste. Warengruppe Sauce oder Würzpaste, formrelevanter Prüfhinweis aus der vollständigen Definition: »Körnung und verwendete Senfsaat bleiben offen«. Regelweg in Bornheim über den Bereich »Saucen-, Würzpasten- und Feinkostregal« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"scharfer Senf: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „scharfer Senf“ führt der Rostocker Marktweg über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"scharfer Senf: Rostocker Bezugsweg über das Saucen-, Essig- oder Feinkostregal eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HOT_PAPRIKA_POWDER"	"Paprikapulver rosenscharf"	"APPLICABLE"	"Scharfes Paprikapulver nach rosenscharfer Art; nicht süßes oder geräuchertes Paprikapulver."	"GENERAL_LOCAL"	"Katalogpfad Paprikapulver → Gewürz oder trockenes Würzmittel. Warengruppe Gewürz, formrelevanter Prüfhinweis aus der vollständigen Definition: »nicht süßes oder geräuchertes Paprikapulver«. Regelweg in Bornheim über den Bereich »Gewürz- und Trockenwürzregal« eines gewöhnlichen Bornheimer Vollsortimenters."	"EASY"	"Paprikapulver rosenscharf: gewöhnlicher lokaler Bezugsweg über den Bereich »Gewürz- und Trockenwürzregal«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Tobias sucht „Paprikapulver rosenscharf“ in Rostock über das Gewürz- oder Backregal eines gewöhnlichen großen Rostocker Supermarkts gesucht."	"EASY"	"Paprikapulver rosenscharf: gewöhnlicher lokaler Bezugsweg über den Bereich »Paprikapulver rosenscharf«."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"IBERICO_HAM"	"Jamón ibérico"	"APPLICABLE"	"Spanischer luftgetrockneter Schinken vom iberischen Schwein; Qualitäts- und Fütterungsklassen können variieren. Nicht automatisch Jamón ibérico de bellota und nicht mit Jamón serrano gleichsetzen."	"GENERAL_BROAD"	"jamon.de – Jamón de Cebo 50 Prozent Ibérico 80 g belegt formgenau: jamon.de führt luftgetrockneten, 24 Monate gereiften und geschnittenen Schinken vom Iberischen Schwein mit klarem Lagerstatus. Für Georgia in Bornheim gilt: Deutschlandweiter Paketversand nach Bornheim und Rostock; bei früher Bestellung taggleicher Versand; Logistik STANDARD_SHIPPING. Belegt ist die Cebo-/50-Prozent-Ibérico-Klasse, nicht Bellota oder jede Qualitätsstufe; Serrano wird nicht substituiert."	"PLANNED"	"Jamón ibérico: jamon.de führt luftgetrockneten, 24 Monate gereiften und geschnittenen Schinken vom Iberischen Schwein mit klarem Lagerstatus."	"REQUIRED"	"AV2N-A-0118|AV2N-P-0015"	"GENERAL_BROAD"	"jamon.de – Jamón de Cebo 50 Prozent Ibérico 80 g belegt formgenau: jamon.de führt luftgetrockneten, 24 Monate gereiften und geschnittenen Schinken vom Iberischen Schwein mit klarem Lagerstatus. Für Tobias in Rostock gilt: Deutschlandweiter Paketversand nach Bornheim und Rostock; bei früher Bestellung taggleicher Versand; Logistik STANDARD_SHIPPING. Belegt ist die Cebo-/50-Prozent-Ibérico-Klasse, nicht Bellota oder jede Qualitätsstufe; Serrano wird nicht substituiert."	"PLANNED"	"Jamón ibérico: jamon.de führt luftgetrockneten, 24 Monate gereiften und geschnittenen Schinken vom Iberischen Schwein mit klarem Lagerstatus."	"REQUIRED"	"AV2N-A-0118|AV2N-P-0015"	"BORDERLINE_PLANNED|EVIDENCE_REQUIRED|RESEARCH_REQUIRED|TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"INVERTEBRATES"	"wirbellose Tiere"	"APPLICABLE"	"Übergeordnete Familie essbarer wirbelloser Tiere wie Weichtiere und Krebstiere; weitere kulinarisch eigenständige Gruppen wie Insekten oder Ringelwürmer können separat darunter eingeordnet werden."	"GENERAL_LOCAL"	"Katalogpfad eigenständige Katalogwurzel. Warengruppe Fisch oder Meeresfrucht, formrelevanter Prüfhinweis aus der vollständigen Definition: »weitere kulinarisch eigenständige Gruppen wie Insekten oder Ringelwürmer können separat darunter eingeordnet werden«. Regelweg in Bornheim über die gewöhnliche Bornheimer Auslage »Fischkühlung, Fischtheke oder Tiefkühlabteilung«."	"EASY"	"wirbellose Tiere: gewöhnlicher lokaler Bezugsweg über den Bereich »Fischkühlung, Fischtheke oder Tiefkühlabteilung«."	"OPTIONAL"	""	"GENERAL_LOCAL"	"Für „wirbellose Tiere“ führt der Rostocker Marktweg über die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts."	"EASY"	"wirbellose Tiere: Rostocker Bezugsweg über die Fischkühlung, Tiefkühltruhe oder Fischtheke eines gewöhnlichen großen Rostocker Supermarkts."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
"JACKFRUIT"	"Jackfruit"	"APPLICABLE"	"Gemeint ist je nach Gericht junge grüne oder reife Jackfruit; für herzhafte Anwendungen meist junge Jackfruit."	"GENERAL_BROAD"	"Katalogpfad Tropenfrucht → Obst. Warengruppe Obst, formrelevanter Prüfhinweis aus der vollständigen Definition: »für herzhafte Anwendungen meist junge Jackfruit«. Allgemein planbarer, aber nicht lokal garantierter Weg über einen vorbereiteten Einkauf im gut sortierten Bereich »Obst- und Gemüseabteilung«."	"PLANNED"	"Jackfruit ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Obst- und Gemüseabteilung« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel."	"OPTIONAL"	""	"GENERAL_BROAD"	"Für „Jackfruit“ wird das Angebot über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler kontrolliert."	"PLANNED"	"Jackfruit: Für „Jackfruit“ wird das Angebot über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler kontrolliert."	"OPTIONAL"	""	"TOBIAS_ROSTOCK_PROFILE"	"PROPOSED_FOR_HUMAN_REVIEW"
