"concept_code","display_name","challenge_specificity","direct_parent_codes","direct_child_codes","curator_note","review_applicability","availability_profile","product_form_context"
"MYCOPROTEIN","Mykoprotein","SPECIFIC","PLANT_PROTEIN_PRODUCTS","","Pilzproteinbasierte Fleischalternative; Marke, Produktform und Würzung können variieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Pilzproteinbasierte Fleischalternative; Marke, Produktform und Würzung können variieren."
"NAM_PRIK_PAO","Nam Prik Pao","SPECIFIC","CHILI_CONDIMENTS","","Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami; häufig mit Schalotten, Knoblauch, Tamarinde sowie Garnelen- oder Fischbestandteilen. Nicht bloß Chiliöl oder Sriracha.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami; häufig mit Schalotten, Knoblauch, Tamarinde sowie Garnelen- oder Fischbestandteilen. Nicht bloß Chiliöl oder Sriracha."
"NAPA_CABBAGE","Chinakohl","SPECIFIC","CABBAGE_VEGETABLES","","Chinakohl mit hellen knackigen Rippen und zarten Blättern; roh, gegart oder fermentiert verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Chinakohl mit hellen knackigen Rippen und zarten Blättern; roh, gegart oder fermentiert verwendbar."
"NATA_DE_COCO","Nata de coco","SPECIFIC","COCONUT_PRODUCTS","","Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware; typischerweise gesüßt als Dessert-, Getränke- oder Fruchtsalatzutat angeboten. Nicht mit Agar-, Konjak- oder beliebigem Kokosgelee gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware; typischerweise gesüßt als Dessert-, Getränke- oder Fruchtsalatzutat angeboten. Nicht mit Agar-, Konjak- oder beliebigem Kokosgelee gleichsetzen."
"NATTO","Nattō","SPECIFIC","PLANT_PROTEIN_PRODUCTS|SOY_PRODUCTS","","Japanische fermentierte Sojabohnen mit klebrigen Fäden und kräftigem, erdig-würzigem Aroma.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Japanische fermentierte Sojabohnen mit klebrigen Fäden und kräftigem, erdig-würzigem Aroma."
"NDUJA","’Nduja","SPECIFIC","CURED_MEAT|PORK|SAUSAGE","","Weiche streichfähige kalabrische Schweinewurst mit hohem Chili- und Fettanteil; nicht feste Chorizo.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Weiche streichfähige kalabrische Schweinewurst mit hohem Chili- und Fettanteil; nicht feste Chorizo."
"NECTARINE","Nektarine","SPECIFIC","STONE_FRUIT","","Glattschalige Steinfrucht aus der Pfirsichfamilie mit saftigem süß-säuerlichem Fleisch.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Glattschalige Steinfrucht aus der Pfirsichfamilie mit saftigem süß-säuerlichem Fleisch."
"NEUTRAL_OIL","neutrales Pflanzenöl","SPECIFIC","OILS","","Raffiniertes Pflanzenöl mit wenig Eigengeschmack und guter Hitzetoleranz; konkrete Ölpflanze bleibt offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Raffiniertes Pflanzenöl mit wenig Eigengeschmack und guter Hitzetoleranz; konkrete Ölpflanze bleibt offen."
"NEW_POTATOES","Frühkartoffeln","SPECIFIC","POTATO","","Jung geerntete Kartoffeln mit dünner Schale und wachsiger Textur; Sorte bleibt offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Jung geerntete Kartoffeln mit dünner Schale und wachsiger Textur; Sorte bleibt offen."
"NIPA_PALM_VINEGAR","Nipapalmenessig","SPECIFIC","VINEGAR","","Natürlich fermentierter Essig aus dem Saft der Nipapalme. Gemeint ist die generische Produktart; regionale Produkte wie Sukang Paombong sind mögliche Ausprägungen, aber keine Voraussetzung.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Natürlich fermentierter Essig aus dem Saft der Nipapalme. Gemeint ist die generische Produktart; regionale Produkte wie Sukang Paombong sind mögliche Ausprägungen, aber keine Voraussetzung."
"NOODLES","Nudeln","OPEN","STARCHES","EGG_NOODLES|GLASS_NOODLES|RAMEN_NOODLES|RICE_NOODLES|SHIRATAKI|SOBA|SPAETZLE|UDON|WHEAT_NOODLES|WHEAT_PASTA","Offene Vorgabe für geformte Nudeln aus Getreide oder Stärke; Rohstoff, Form und Küchentradition bleiben wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für geformte Nudeln aus Getreide oder Stärke; Rohstoff, Form und Küchentradition bleiben wählbar."
"NORA_PEPPER","Ñora-Paprika","SPECIFIC","PRESERVED_PRODUCE|SPICES","","Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet; nicht Paprikapulver und nicht generische getrocknete Chili.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet; nicht Paprikapulver und nicht generische getrocknete Chili."
"NORI","Nori","SPECIFIC","SEAWEED","","Dünne getrocknete Blätter aus roten Meeresalgen, typischerweise geröstet; nicht Kombu oder Wakame.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Dünne getrocknete Blätter aus roten Meeresalgen, typischerweise geröstet; nicht Kombu oder Wakame."
"NORTH_SEA_SHRIMP","Nordseekrabbe","SPECIFIC","SHRIMP","","Kleine graue Nordseegarnele (Crangon crangon), in Deutschland üblicherweise als Nordseekrabbe bezeichnet; typischerweise bereits gekocht und geschält erhältlich. Nicht beliebige Garnelen und trotz des deutschen Namens keine echte Krabbe.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kleine graue Nordseegarnele (Crangon crangon), in Deutschland üblicherweise als Nordseekrabbe bezeichnet; typischerweise bereits gekocht und geschält erhältlich. Nicht beliebige Garnelen und trotz des deutschen Namens keine echte Krabbe."
"NORTHERN_PRAWN","Eismeergarnele","SPECIFIC","SHRIMP","","Eismeergarnele beziehungsweise Nordische Garnele (Pandalus borealis), frisch oder tiefgekühlt und je nach Produkt geschält oder ungeschält. Nicht mit der Nordseekrabbe (Crangon crangon) oder beliebigen Warmwassergarnelen gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Eismeergarnele beziehungsweise Nordische Garnele (Pandalus borealis), frisch oder tiefgekühlt und je nach Produkt geschält oder ungeschält. Nicht mit der Nordseekrabbe (Crangon crangon) oder beliebigen Warmwassergarnelen gleichsetzen."
"NORWEGIAN_WAFFLE","Norwegische Waffel","SPECIFIC","WAFFLES","","Dünne, weiche Waffel nach norwegischer Art, typischerweise herzförmig, leicht süß und mit Kardamom aromatisiert. Gemeint ist die Waffel selbst, ohne vorausgesetzte Beläge.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Dünne, weiche Waffel nach norwegischer Art, typischerweise herzförmig, leicht süß und mit Kardamom aromatisiert. Gemeint ist die Waffel selbst, ohne vorausgesetzte Beläge."
"NUT_AND_SEED_PASTES","Nuss- oder Samenpaste","OPEN","SAUCES_AND_PASTES","ALMOND_BUTTER|CASHEW_BUTTER|PEANUT_BUTTER|TAHINI","Offene Familie fein vermahlener Nuss- oder Samenpasten; Rohstoff, Röstung und Süßung bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Familie fein vermahlener Nuss- oder Samenpasten; Rohstoff, Röstung und Süßung bleiben offen."
"NUTMEG","Muskatnuss","SPECIFIC","SPICES","","Muskatnuss als intensiv warm-würziger Samenkern, frisch gerieben oder gemahlen; sparsam dosieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Muskatnuss als intensiv warm-würziger Samenkern, frisch gerieben oder gemahlen; sparsam dosieren."
"NUTRITIONAL_YEAST","Hefeflocken","SPECIFIC","SPICES","","Inaktive getrocknete Hefeflocken mit nussig-käsigem Umami; keine aktive Backhefe.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Inaktive getrocknete Hefeflocken mit nussig-käsigem Umami; keine aktive Backhefe."
"NUTS","Nüsse","OPEN","","ALMOND|BRAZIL_NUT|CASHEW|CHESTNUT|HAZELNUT|MACADAMIA|PEANUT|PECAN|PINE_NUT|PISTACHIO|WALNUT","Offene Vorgabe für kulinarisch als Nüsse verwendete Kerne; Sorte, Röstung und Zerkleinerung bleiben wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für kulinarisch als Nüsse verwendete Kerne; Sorte, Röstung und Zerkleinerung bleiben wählbar."
"OAT_DRINK","Haferdrink","SPECIFIC","PLANT_DRINKS","","Flüssiger Pflanzendrink auf Haferbasis; gesüßte und ungesüßte sowie baristataugliche Varianten sind umfasst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Flüssiger Pflanzendrink auf Haferbasis; gesüßte und ungesüßte sowie baristataugliche Varianten sind umfasst."
"OATS","Hafer","SPECIFIC","GRAINS","","Hafer als ganzes Korn, Grütze oder Flocken; konkrete Verarbeitungsform bleibt wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Hafer als ganzes Korn, Grütze oder Flocken; konkrete Verarbeitungsform bleibt wählbar."
"OCTOPUS","Oktopus","SPECIFIC","MOLLUSCS|SEAFOOD","","Oktopus mit festen Armen und kollagenreichem Fleisch, das durch geeignete Garung zart wird; nicht Kalmar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Oktopus mit festen Armen und kollagenreichem Fleisch, das durch geeignete Garung zart wird; nicht Kalmar."
"OFFAL","Innereien","OPEN","MEAT","BEEF_HEART|BEEF_LIVER|BEEF_TONGUE|BLOOD_SAUSAGE|BONE_MARROW|CHICKEN_FEET|CHICKEN_LIVER|FOIE_GRAS|LIVER_PATE|LIVER_SAUSAGE|PORK_LIVER|PORK_TONGUE|TRIPE|VEAL_LIVER|VEAL_SWEETBREAD","Offene Vorgabe für essbare Innereien und verwandte Schlachtteile; Tierart und Organ bleiben bewusst wählbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für essbare Innereien und verwandte Schlachtteile; Tierart und Organ bleiben bewusst wählbar."
"OILS","Speiseöl","OPEN","COOKING_FATS","CHILI_OIL|COCONUT_OIL|NEUTRAL_OIL|OLIVE_OIL|SESAME_OIL","Offene Vorgabe für flüssige Speiseöle; Rohstoff, Raffination, Eigengeschmack und Hitzetoleranz bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für flüssige Speiseöle; Rohstoff, Raffination, Eigengeschmack und Hitzetoleranz bleiben offen."
"OILY_FISH","fettreicher Fisch","OPEN","FISH","ANCHOVIES|EEL|HERRING|MACKEREL|SALMON|SARDINES|TROUT","Offene Vorgabe für fettreiche Fischarten mit kräftigerem Geschmack und saftigem Fleisch.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Offene Vorgabe für fettreiche Fischarten mit kräftigerem Geschmack und saftigem Fleisch."
"OKRA","Okra","SPECIFIC","FRUIT_VEGETABLES|POD_VEGETABLES","","Junge Okraschoten mit grasig-mildem Geschmack; ihre Samen und Schleimstoffe entwickeln beim Garen eine charakteristische Bindung.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Junge Okraschoten mit grasig-mildem Geschmack; ihre Samen und Schleimstoffe entwickeln beim Garen eine charakteristische Bindung."
"OLIVE_OIL","Olivenöl","SPECIFIC","OILS","","Speiseöl aus Oliven; natives aromatisches und raffiniertes milderes Öl sind je nach Anwendung möglich.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Speiseöl aus Oliven; natives aromatisches und raffiniertes milderes Öl sind je nach Anwendung möglich."
"OLIVES","Oliven","SPECIFIC","PRESERVED_PRODUCE","TAPENADE","Essfertig entbitterte Oliven in Lake oder Öl; Farbe, Sorte, Entsteinung und Würzung bleiben offen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Essfertig entbitterte Oliven in Lake oder Öl; Farbe, Sorte, Entsteinung und Würzung bleiben offen."
"OLOMOUC_TVARUZKY","Olmützer Quargel","SPECIFIC","CHEESE","","Olomoucké tvarůžky: tschechischer g.g.A.-Schmierkäse aus Sauermilchquark mit höchstens 1 % Fett, kräftigem bis sehr scharfem Aroma und ausgeprägter Reifungsnote. Nicht mit beliebigem Harzer Käse oder Quark gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Olomoucké tvarůžky: tschechischer g.g.A.-Schmierkäse aus Sauermilchquark mit höchstens 1 % Fett, kräftigem bis sehr scharfem Aroma und ausgeprägter Reifungsnote. Nicht mit beliebigem Harzer Käse oder Quark gleichsetzen."
"ONION","Zwiebel","SPECIFIC","ALLIUM_VEGETABLES","FRIED_ONIONS|RED_ONION","Küchenzwiebel mit schwefelig-scharfem, beim Garen süßlichem Aroma; gelbe beziehungsweise braune Standardsorte gemeint.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Küchenzwiebel mit schwefelig-scharfem, beim Garen süßlichem Aroma; gelbe beziehungsweise braune Standardsorte gemeint."
"ONION_POWDER","Zwiebelpulver","SPECIFIC","SPICES","","Getrocknete gemahlene oder granulierte Zwiebel mit konzentriertem Aroma; nicht frische Zwiebel oder Zwiebelsalz.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Getrocknete gemahlene oder granulierte Zwiebel mit konzentriertem Aroma; nicht frische Zwiebel oder Zwiebelsalz."
"OOLONG_TEA","Oolongtee","SPECIFIC","TEA","","Teiloxidierter Tee zwischen grünem und schwarzem Tee; Stil reicht von floral-leicht bis dunkel geröstet.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Teiloxidierter Tee zwischen grünem und schwarzem Tee; Stil reicht von floral-leicht bis dunkel geröstet."
"ORANGE","Orange","SPECIFIC","CITRUS_FRUIT","BLOOD_ORANGE","Süße Orange mit saftigem Fruchtfleisch und aromatischer Schale; Blutorange bleibt als eigene Ausprägung getrennt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Süße Orange mit saftigem Fruchtfleisch und aromatischer Schale; Blutorange bleibt als eigene Ausprägung getrennt."
"OREGANO","Oregano","SPECIFIC","FRESH_HERBS","","Oregano mit kräftig-herbem, warmem Kräuteraroma; frisch oder getrocknet verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Oregano mit kräftig-herbem, warmem Kräuteraroma; frisch oder getrocknet verwendbar."
"ORZO","Kritharaki oder Orzo","SPECIFIC","WHEAT_PASTA","","Kleine reisförmige Weizenpasta, auch Kritharaki genannt; trotz der Form kein Reis.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kleine reisförmige Weizenpasta, auch Kritharaki genannt; trotz der Form kein Reis."
"OXTAIL","Ochsenschwanz","SPECIFIC","BEEF","","Quergeschnittener Rinderschwanz mit Knochen, Fett und viel Kollagen; für langsames Schmoren oder Brühen geeignet.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Quergeschnittener Rinderschwanz mit Knochen, Fett und viel Kollagen; für langsames Schmoren oder Brühen geeignet."
"OYSTER","Austern","SPECIFIC","BIVALVES","","Auster als essbare Muschel mit jodig-salzigem Geschmack; lebend in der Schale oder ausgelöst verwendbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Auster als essbare Muschel mit jodig-salzigem Geschmack; lebend in der Schale oder ausgelöst verwendbar."
"OYSTER_MUSHROOM","Austernpilze","SPECIFIC","MUSHROOMS","","Austernseitling mit breitem Hut, zart-faseriger Textur und mildem Umami; nicht Kräuterseitling.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Austernseitling mit breitem Hut, zart-faseriger Textur und mildem Umami; nicht Kräuterseitling."
"OYSTER_SAUCE","Austernsauce","SPECIFIC","READY_SAUCES_AND_PASTES","","Dicke salzig-süßliche Würzsauce mit Austernextrakt und Umami; vegetarische Pilzvarianten sind nicht gemeint.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Dicke salzig-süßliche Würzsauce mit Austernextrakt und Umami; vegetarische Pilzvarianten sind nicht gemeint."
"PADRON_PEPPER","Padrón-Paprika","SPECIFIC","CHILI","","Kleine grüne Paprika der Padrón-/Pemento-de-Herbón-Tradition; überwiegend mild, einzelne Früchte deutlich scharf. Gemeint ist die frische ganze Paprika, nicht ein fertiges Tapasgericht.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Kleine grüne Paprika der Padrón-/Pemento-de-Herbón-Tradition; überwiegend mild, einzelne Früchte deutlich scharf. Gemeint ist die frische ganze Paprika, nicht ein fertiges Tapasgericht."
"PAK_CHOI","Pak Choi","SPECIFIC","CABBAGE_VEGETABLES|LEAFY_GREENS","","Asiatisches Kohlgemüse mit saftigen hellen Stielen und dunklen Blättern; beide Teile sind essbar.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Asiatisches Kohlgemüse mit saftigen hellen Stielen und dunklen Blättern; beide Teile sind essbar."
"PALM_SUGAR","Palmzucker","SPECIFIC","SWEETENERS","","Aus Palmensaft eingekochter Zucker mit karamelligem Aroma; Block-, Pasten- und Granulatformen sind umfasst.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Aus Palmensaft eingekochter Zucker mit karamelligem Aroma; Block-, Pasten- und Granulatformen sind umfasst."
"PANCETTA","Pancetta","SPECIFIC","CURED_MEAT|PORK_BELLY","","Italienischer gepökelter, meist ungeräucherter Schweinebauch; gerollt oder flach und roh zu garen beziehungsweise gereift.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Italienischer gepökelter, meist ungeräucherter Schweinebauch; gerollt oder flach und roh zu garen beziehungsweise gereift."
"PANDAN_LEAVES","Pandanblätter","SPECIFIC","FRESH_HERBS","","Lange aromatische Pandanblätter mit süßlich-grünem, vanilleähnlichem Duft; meist zum Mitgaren oder Extrahieren.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Lange aromatische Pandanblätter mit süßlich-grünem, vanilleähnlichem Duft; meist zum Mitgaren oder Extrahieren."
"PANEER","Paneer","SPECIFIC","CHEESE","","Ungereifter indischer Frischkäse mit fester, nicht schmelzender Textur; typischerweise aus Kuh- oder Büffelmilch.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Ungereifter indischer Frischkäse mit fester, nicht schmelzender Textur; typischerweise aus Kuh- oder Büffelmilch."
"PANGASIUS","Pangasius","SPECIFIC","WHITE_FISH","","Milder weißfleischiger Süßwasserfisch, meist als grätenarmes Filet erhältlich.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Milder weißfleischiger Süßwasserfisch, meist als grätenarmes Filet erhältlich."
"PANKO","Panko","SPECIFIC","BREADCRUMBS","","Grobe luftige japanische Weißbrotbrösel für besonders knusprige Panaden; nicht feine Semmelbrösel.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Grobe luftige japanische Weißbrotbrösel für besonders knusprige Panaden; nicht feine Semmelbrösel."
"PAPAYA","Papaya","SPECIFIC","TROPICAL_FRUIT","GREEN_PAPAYA","Reife Papaya mit weichem, süß-mildem Fruchtfleisch; grüne unreife Papaya bleibt getrennt.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Reife Papaya mit weichem, süß-mildem Fruchtfleisch; grüne unreife Papaya bleibt getrennt."
"PAPRIKA_POWDER","Paprikapulver","OPEN","SPICES","HOT_PAPRIKA_POWDER|SMOKED_PAPRIKA|SWEET_PAPRIKA_POWDER","Paprikapulver als Gewürzfamilie mit süßen, scharfen und geräucherten Varianten; nicht frische Paprika.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Paprikapulver als Gewürzfamilie mit süßen, scharfen und geräucherten Varianten; nicht frische Paprika."
"PARMESAN","Parmesan","SPECIFIC","CHEESE","","Sehr harter, lange gereifter italienischer Kuhmilchkäse nach Parmesan-Art; würzig, salzig und umamireich.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Sehr harter, lange gereifter italienischer Kuhmilchkäse nach Parmesan-Art; würzig, salzig und umamireich."
"PARSLEY","Petersilie","SPECIFIC","FRESH_HERBS","","Frische Petersilienblätter mit grün-würzigem Aroma; glatte und krause Formen sind umfasst, nicht Petersilienwurzel.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Frische Petersilienblätter mit grün-würzigem Aroma; glatte und krause Formen sind umfasst, nicht Petersilienwurzel."
"PARSLEY_ROOT","Petersilienwurzel","SPECIFIC","ROOT_VEGETABLES","","Essbare Wurzel der Wurzelpetersilie; aromatisches Wurzelgemüse. Nicht mit Pastinake und nicht mit Petersilienblättern gleichsetzen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Essbare Wurzel der Wurzelpetersilie; aromatisches Wurzelgemüse. Nicht mit Pastinake und nicht mit Petersilienblättern gleichsetzen."
"PARSNIP","Pastinake","SPECIFIC","ROOT_VEGETABLES","","Pastinake mit süßlich-erdigem, leicht würzigem Wurzelfleisch; nicht Petersilienwurzel.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Pastinake mit süßlich-erdigem, leicht würzigem Wurzelfleisch; nicht Petersilienwurzel."
"PASSION_FRUIT","Passionsfrucht","SPECIFIC","TROPICAL_FRUIT","","Passionsfrucht mit aromatischem süß-saurem Fruchtmark und knackigen essbaren Kernen.","APPLICABLE","Georgia | Bornheim | großer Edeka; stärkeres türkisch-/arabisches Sortiment; bekannte Spezialwege nur über konkrete Anbieter bzw. Köln/Düsseldorf","Passionsfrucht mit aromatischem süß-saurem Fruchtmark und knackigen essbaren Kernen."
