"concept_code"	"display_name"	"review_applicability"	"proposed_cooking_novelty"	"novelty_rationale"	"review_flags"	"approval_status"
"FROG_LEGS"	"Froschschenkel"	"APPLICABLE"	"3"	"Klassische gebratene und geschmorte Anwendungen existieren, die Zutat bleibt gemeinsam aber deutlich speziell."	"APPROVED_ANCHOR|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"APPROVED_ANCHOR"
"FRUIT"	"Obst"	"APPLICABLE"	"1"	"Die offene Obstauswahl lässt sehr viele vertraute süße und herzhafte Rollen zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"FRUIT_DUMPLING"	"Obstknödel"	"APPLICABLE"	"4"	"Der bereits gefüllte süße Knödel ist nahezu ein fertiges Gericht; eine neue erkennbare Rolle muss stark darum konstruiert werden."	"LEVEL_4|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"FRUIT_VEGETABLES"	"Fruchtgemüse"	"APPLICABLE"	"1"	"Die offene Familie umfasst zahlreiche alltägliche Gemüse und Zubereitungen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"GAC_FRUIT"	"Gấc-Frucht"	"APPLICABLE"	"4"	"Die etablierten Kochanwendungen konzentrieren sich stark auf Färbung und wenige vietnamesische Festgerichte."	"LEVEL_4|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GALANGAL"	"Galgant"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GAME_MEAT"	"Wildfleisch"	"APPLICABLE"	"2"	"Die offene Wildvorgabe bietet mehrere klassische Brat- und Schmorwege."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GARAM_MASALA"	"Garam Masala"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GARLIC"	"Knoblauch"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GARLIC_BUTTER"	"Knoblauchbutter"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GARLIC_CHIVES"	"Knoblauch-Schnittlauch"	"APPLICABLE"	"2"	"Knoblauch-Schnittlauch wird wie ein etabliertes Aromakraut in Teigen, Pfannen und Füllungen verwendet."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GARLIC_POWDER"	"Knoblauchpulver"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GHEE"	"Ghee"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GINGER"	"Ingwer"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GIO_LUA"	"Giò lụa oder Chả lụa"	"APPLICABLE"	"3"	"Als vietnamesische Wurst und Einlage konventionell, gemeinsam aber klar kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GLASS_NOODLES"	"Glasnudeln"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GNOCCHI"	"Gnocchi"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GOAT"	"Ziegenfleisch"	"APPLICABLE"	"3"	"In vielen regionalen Küchen konventionelles Fleisch, im gemeinsamen Alltag aber deutlich richtungsgebend."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GOAT_CHEESE"	"Ziegenkäse"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GOCHUGARU"	"Gochugaru"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GOCHUJANG"	"Gochujang"	"APPLICABLE"	"2"	""	"APPROVED_ANCHOR"	"APPROVED_ANCHOR"
"GOOSE"	"Gans"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GOOSEBERRY"	"Stachelbeere"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GOUDA"	"Gouda"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GRAINS"	"Getreide oder Pseudogetreide"	"APPLICABLE"	"1"	"Die offene Getreidewahl lässt viele selbstverständliche Stärke- und Texturrollen zu."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"GRAPE"	"Weintrauben"	"APPLICABLE"	"3"	"Weintrauben werden überwiegend roh gegessen; warme und herzhafte Kochrollen sind etabliert, aber klar kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GRAPEFRUIT"	"Grapefruit"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GRAVLAX"	"Gravlax"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEK_YOGURT"	"griechischer Joghurt"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_ASPARAGUS"	"grüner Spargel"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_BEANS"	"grüne Bohnen"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_BELL_PEPPER"	"grüne Paprika"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_PAPAYA"	"grüne Papaya"	"APPLICABLE"	"3"	"Als Gemüse in südostasiatischen Salaten und Currys konventionell, gemeinsam aber deutlich richtungsgebend."	"BOUNDARY_2_3"	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_PEAS"	"grüne Erbsen"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_PEPPER"	"grüne Pfefferkörner"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_RICE_FLAKES"	"Cốm oder grüne Reisflocken"	"APPLICABLE"	"3"	"In vietnamesischen Süßspeisen, Kuchen und Panierungen etabliert, außerhalb davon jedoch klar kontextgebunden."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_SPLIT_PEAS"	"grüne Schälerbsen"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GREEN_TEA"	"grüner Tee"	"APPLICABLE"	"4"	"Grüner Tee wird überwiegend getrunken; seine erkennbare Verwendung im Gericht ist auf wenige Aufguss-, Räucher- und Dessertrollen begrenzt."	"LEVEL_4|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"GRUYERE"	"Gruyère"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"GUAVA"	"Guave"	"APPLICABLE"	"3"	"Die Frucht hat etablierte Getränke-, Dessert- und Saucenrollen, bleibt als Pflichtzutat aber deutlich kontextgebunden."	"BOUNDARY_2_3|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HABANERO"	"Habanero"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HADDOCK"	"Schellfisch"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"HAKE"	"Seehecht"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"HALIBUT"	"Heilbutt"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"HALLOUMI"	"Halloumi"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HAM"	"Schinken"	"APPLICABLE"	"1"	"Die offene Schinkenfamilie besitzt viele vertraute kalte und warme Rollen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"HARISSA"	"Harissa"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"HARZER_CHEESE"	"Harzer Käse"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HAZELNUT"	"Haselnüsse"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"HEMP_SEEDS"	"Hanfsamen"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HERB_BUTTER"	"Kräuterbutter"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"HERBES_DE_PROVENCE"	"Kräuter der Provence"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HERRING"	"Hering"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HERVE_CHEESE"	"Herve-Käse"	"APPLICABLE"	"2"	"Trotz intensiver Regionalität bleiben Schmelzen, Überbacken, Sauce und kalte Käserolle vertraut."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HIJIKI"	"Hijiki"	"APPLICABLE"	"3"	"In japanischen Beilagen konventionell, gemeinsam aber durch Form und Meeresaroma klar kontextgebunden."	"BOUNDARY_2_3|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HOISIN_SAUCE"	"Hoisinsauce"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"HOKKAIDO_SQUASH"	"Hokkaido-Kürbis"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"HOLY_BASIL"	"Krapao"	"APPLICABLE"	"3"	"In thailändischen Gerichten konventionelles Würzkraut, dessen Aroma die Richtung deutlich festlegt."	"APPROVED_ANCHOR|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"APPROVED_ANCHOR"
"HONEY"	"Honig"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"HONEYDEW_MELON"	"Honigmelone"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HORSERADISH"	"Meerrettich"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"HOT_MUSTARD"	"scharfer Senf"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"HOT_PAPRIKA_POWDER"	"Paprikapulver rosenscharf"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"IBERICO_HAM"	"Jamón ibérico"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"INVERTEBRATES"	"wirbellose Tiere"	"APPLICABLE"	"2"	"Die sehr breite offene Familie lässt vertraute Muschel- und Krebstierwege zu, obwohl einzelne Konkretisierungen deutlich ungewöhnlicher sein können."	"BROAD_CONCEPT|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"JACKFRUIT"	"Jackfruit"	"APPLICABLE"	"3"	"Junge Jackfruit hat etablierte herzhafte Rollen, bleibt als konkrete Pflichtzutat aber deutlich richtungsgebend."	"BOUNDARY_2_3"	"PROPOSED_FOR_HUMAN_REVIEW"
"JALAPENO"	"Jalapeño"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"JASMINE_RICE"	"Jasminreis"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"JENEVER"	"Jenever"	"APPLICABLE"	"4"	"Die Spirituose wird überwiegend getrunken; als erkennbare Kochzutat sind ihre Wacholder- und Getreiderollen sehr eng."	"LEVEL_4|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"JERK_SEASONING"	"Jerk-Gewürzmischung"	"APPLICABLE"	"2"	"Die Gewürzmischung besitzt klare und vielseitige Marinaden-, Grill- und Schmorrollen."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"JERUSALEM_ARTICHOKE"	"Topinambur"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"JUNIPER_BERRIES"	"Wacholderbeeren"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"KAFFIR_LIME_LEAVES"	"Makrut-Limettenblätter"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KALE"	"Grünkohl"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"KASHMIRI_CHILI_POWDER"	"Kashmiri-Chilipulver"	"APPLICABLE"	"2"	"Es erfüllt die vertraute Rolle eines fruchtigen Chilipulvers; der Sortenname oder Bezugsweg erhöht Novelty nicht."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KASSELER"	"Kasseler"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"KECAP_MANIS"	"Kecap Manis"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"KEFIR"	"Kefir"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"KETCHUP"	"Ketchup"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"KIDNEY_BEANS"	"Kidneybohnen"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"KIMCHI"	"Kimchi"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KING_OYSTER_MUSHROOM"	"Kräuterseitlinge"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"KIWI"	"Kiwi"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KLIPPFISH"	"Klippfisch"	"APPLICABLE"	"3"	"Als gesalzener Trockenfisch in mehreren europäischen Küchen konventionell, gemeinsam aber klar kontextgebunden."	"APPROVED_ANCHOR|CHANGED_FROM_BASELINE"	"APPROVED_ANCHOR"
"KOHLRABI"	"Kohlrabi"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"KOLACHE"	"Kolatschen"	"APPLICABLE"	"4"	"Das bereits gefüllte Gebäck ist fast ein fertiges Gericht; eine neue erkennbare Rolle muss stark darum konstruiert werden."	"LEVEL_4|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"KOMBU"	"Kombu"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LA_LOT_LEAVES"	"Lá-lốt-Blätter"	"APPLICABLE"	"3"	"In vietnamesischen Grill- und Wickelgerichten konventionell, außerhalb davon stark technik- und richtungsgebunden."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LAKSA_PASTE"	"Laksa-Paste"	"APPLICABLE"	"3"	"Die fertige Paste hat eine klare konventionelle Laksa-Rolle, legt das Gericht aber sehr stark auf diese Familie fest."	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LAMB"	"Lamm"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LAMB_CHOP"	"Lammkotelett"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LAMB_LEG"	"Lammkeule"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LAMB_MINCE"	"Lammhack"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LAMB_SHOULDER"	"Lammschulter"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LAMBIC"	"Lambic"	"APPLICABLE"	"4"	"Der spezielle Bierstil wird überwiegend getrunken; seine saure, malzige Kochrolle ist eng und stark prägend."	"LEVEL_4|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LAMBS_LETTUCE"	"Feldsalat"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LAND_SNAILS"	"Landschnecken"	"APPLICABLE"	"3"	"Die offene Familie besitzt klassische Schneckengerichte, bleibt als Pflichtvorgabe aber deutlich speziell."	"BROAD_CONCEPT|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LARD"	"Schweineschmalz"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LASAGNE_SHEETS"	"Lasagneplatten"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LEAFY_GREENS"	"Blattgemüse"	"APPLICABLE"	"1"	"Die offene Blattgemüsewahl umfasst zahlreiche vertraute rohe und gegarte Anwendungen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"LEBERKAESE"	"Leberkäse"	"APPLICABLE"	"3"	"Als fertiges regionales Fleischprodukt konventionell, als verpflichtende Gerichtskomponente aber deutlich enger als rohes Fleisch."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LEEK"	"Lauch"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LEFSE"	"Lefse"	"APPLICABLE"	"3"	"Als norwegisches Fladenbrot mit süßen und herzhaften Rollen etabliert, gemeinsam aber klar kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"LEGUMES"	"Hülsenfrüchte"	"APPLICABLE"	"1"	"Die offene Hülsenfruchtwahl bietet zahlreiche vertraute Protein- und Stärkerollen."	"BROAD_CONCEPT"	"PROPOSED_FOR_HUMAN_REVIEW"
"LEMON"	"Zitrone"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LEMONGRASS"	"Zitronengras"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LENTILS"	"Linsen"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LETTUCE"	"Kopfsalat"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LIEGE_SYRUP"	"Sirop de Liège"	"APPLICABLE"	"3"	"Als belgischer Aufstrich und Begleiter konventionell, in einem Gericht aber deutlich fruchtig-süß richtungsgebend."	"BOUNDARY_3_4"	"PROPOSED_FOR_HUMAN_REVIEW"
"LIEGE_WAFFLE"	"Lütticher Waffel"	"APPLICABLE"	"4"	"Die fertige Zuckerwaffel ist normalerweise Gebäck; ihre erkennbare Integration in ein Gericht verlangt eine konstruierte Rolle."	"LEVEL_4|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LIGHT_SOY_SAUCE"	"helle Sojasauce"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LIME"	"Limette"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LINGONBERRY"	"Preiselbeeren"	"APPLICABLE"	"3"	"Die ungesüßte Beere hat klassische nordische Saucen- und Dessertwege, bleibt gemeinsam aber kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"LINGONBERRY_PRESERVES"	"Preiselbeer-Konfitüre/-kompott"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LIQUORICE"	"Lakritz"	"APPLICABLE"	"5"	"Lakritz ist überwiegend Süßware; eine sinnvolle erkennbare Kochrolle ist ausgesprochen nischig und konstruktionsprägend."	"APPROVED_ANCHOR|LEVEL_5|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"APPROVED_ANCHOR"
"LIVER_PATE"	"Leberpastete"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LIVER_SAUSAGE"	"Leberwurst"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"LOBSTER"	"Hummer"	"APPLICABLE"	"2"	"Hummer hat mehrere klassische Gar-, Suppen-, Pasta- und Saucenrollen; Luxus und Beschaffung sind keine Novelty-Signale."	"APPROVED_ANCHOR|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"APPROVED_ANCHOR"
"LONGGANISA"	"Longganisa"	"APPLICABLE"	"3"	"Die philippinische Wurstfamilie hat klare konventionelle Rollen, prägt das Gericht gemeinsam aber deutlich."	"APPROVED_ANCHOR|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"APPROVED_ANCHOR"
"LOTUS_ROOT"	"Lotuswurzel"	"APPLICABLE"	"2"	"Lotuswurzel besitzt mehrere etablierte Pfannen-, Suppen-, Schmor- und Pickle-Rollen im gemeinsamen Kochhorizont."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LOTUS_SEEDS"	"Lotussamen"	"APPLICABLE"	"3"	"In ost- und südostasiatischen Suppen, Reisgerichten und Süßspeisen etabliert, gemeinsam aber klar kontextgebunden."	"BOUNDARY_2_3|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LOVAGE"	"Liebstöckel"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LUPIN"	"Lupinen"	"APPLICABLE"	"3"	"Essbare entbitterte Lupinen haben etablierte Proteinrollen, die offene Produktform macht die Vorgabe aber erklärungsbedürftig und kontextgebunden."	"OPEN_FORM|BOUNDARY_2_3|PARENT_CHILD_OUTLIER"	"PROPOSED_FOR_HUMAN_REVIEW"
"LUTEFISK"	"Lutefisk"	"APPLICABLE"	"4"	"Das laugenbehandelte Fischprodukt besitzt eine enge traditionelle Gerichtsfamilie und ist als Pflichtkomponente ein deutlicher Twist."	"LEVEL_4|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"LYCHEE"	"Litschi"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MACADAMIA"	"Macadamianüsse"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MACAPUNO"	"Macapuno"	"APPLICABLE"	"3"	"In philippinischen Süßspeisen konventionell, außerhalb dieser Rollen aber deutlich kontextgebunden."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MACKEREL"	"Makrele"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MAGGI_SEASONING"	"Maggi-Würze"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MAITAKE"	"Maitake"	"APPLICABLE"	"2"	"Maitake lässt sich in vertrauten Pilzrollen braten, rösten, schmoren oder in Brühen einsetzen."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MALT_VINEGAR"	"Malzessig"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MAM_NEM"	"Mắm nêm"	"APPLICABLE"	"3"	"In vietnamesischen Dips und Würzrollen konventionell, gemeinsam aber klar kontextgebunden und intensiv."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MAM_RUOC"	"Mắm ruốc"	"APPLICABLE"	"3"	"In vietnamesischen Gerichten konventionelle Garnelenwürze, gemeinsam aber klar kontextgebunden und intensiv."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MAM_TOM"	"Mắm tôm"	"APPLICABLE"	"3"	"In vietnamesischen Dips und Gerichten konventionelle Garnelenwürze, gemeinsam aber klar kontextgebunden und intensiv."	"APPROVED_ANCHOR|CHANGED_FROM_BASELINE|LARGE_CHANGE"	"APPROVED_ANCHOR"
"MANCHEGO"	"Manchego"	"APPLICABLE"	"2"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MANDARIN"	"Mandarine"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MANGO"	"Mango"	"APPLICABLE"	"1"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MAPLE_SYRUP"	"Ahornsirup"	"APPLICABLE"	"2"	""	"CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MARJORAM"	"Majoran"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MARSALA"	"Marsala"	"APPLICABLE"	"3"	"Als Kochwein in Saucen und Desserts klassisch, durch sein Profil aber deutlich kontextgebunden."	"BOUNDARY_3_4"	"PROPOSED_FOR_HUMAN_REVIEW"
"MARZIPAN"	"Marzipan"	"APPLICABLE"	"3"	"Als Back- und Füllmasse etabliert, als erkennbare Pflichtzutat aber klar auf süße oder kontrastierende Rollen begrenzt."	"BOUNDARY_3_4|PARENT_CHILD_OUTLIER|CHANGED_FROM_BASELINE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MASA_HARINA"	"Masa Harina"	"APPLICABLE"	"2"	"Nixtamalisiertes Maismehl hat klare, etablierte Teigrollen; die Zutat selbst verlangt keine experimentelle Konstruktion."	"CHANGED_FROM_BASELINE|LARGE_CHANGE"	"PROPOSED_FOR_HUMAN_REVIEW"
"MASCARPONE"	"Mascarpone"	"APPLICABLE"	"1"	""	""	"PROPOSED_FOR_HUMAN_REVIEW"
"MASSAMAN_CURRY_PASTE"	"Massaman-Currypaste"	"APPLICABLE"	"3"	"Die fertige Paste hat eine klare konventionelle Curryrolle, legt die kulinarische Richtung aber stark fest."	""	"PROPOSED_FOR_HUMAN_REVIEW"
