concept_code,person,observed_route_category,required_route_focus,audit_reason,audit_status
FRIED_ONIONS,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Trockenwaren-/Toppingregal fuer Roestzwiebeln,"FRIED_ONIONS wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
FRUIT_DUMPLING,Georgia,Molkerei-/Kaesebereich,Kuehl-/Tiefkuehl- oder Teigwarenbereich fuer Fruchtknoedel,FRUIT_DUMPLING wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
FRUIT_DUMPLING,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Kuehl-/Tiefkuehl- oder Teigwarenbereich fuer Fruchtknoedel,"FRUIT_DUMPLING wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
GINGER,Georgia,Gewuerzregal,Obst-/Gemuesebereich fuer frische Ingwerwurzel,GINGER wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
GINGER,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich fuer frische Ingwerwurzel,"GINGER wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
GOAT_CHEESE,Georgia,Fleischtheke/Metzgereisortiment,Molkerei-/Kaesebereich fuer Ziegenkaese,GOAT_CHEESE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
GOAT_CHEESE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Molkerei-/Kaesebereich fuer Ziegenkaese,"GOAT_CHEESE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
GOOSEBERRY,Georgia,Getraenke-/Weinregal,Obst-/Gemuesebereich oder Tiefkuehlung fuer Stachelbeeren,GOOSEBERRY wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
GOOSEBERRY,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich oder Tiefkuehlung fuer Stachelbeeren,"GOOSEBERRY wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
GREEN_PEPPER,Georgia,SYSTEMATIC_PRODUCT_FORM_ROUTE_REVIEW,"Gewuerz-, Feinkost-/Lake- oder passende Frischeabteilung; frische, gefriergetrocknete oder eingelegte Pfefferkoerner offenhalten","GREEN_PEPPER wurde in der finalen Gegenprüfung gegen generische Regalpfade, Roh-Elternrouten und unzulässig verengte offene Formen geprüft.",ROUTE_VERIFIED
GREEN_PEPPER,Tobias,SYSTEMATIC_PRODUCT_FORM_ROUTE_REVIEW,"Gewuerz-, Feinkost-/Lake- oder passende Frischeabteilung; frische, gefriergetrocknete oder eingelegte Pfefferkoerner offenhalten","GREEN_PEPPER wurde in der finalen Gegenprüfung gegen generische Regalpfade, Roh-Elternrouten und unzulässig verengte offene Formen geprüft.",ROUTE_VERIFIED
HABANERO,Georgia,SEPARATE_OPEN_FORM_CONTROL,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Sehr scharfe frische Chili mit ausgeprägt fruchtigem Aroma; Farbe und konkrete Habanero-Sorte bleiben offen.,HABANERO wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
HABANERO,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Sehr scharfe frische Chili mit ausgeprägt fruchtigem Aroma; Farbe und konkrete Habanero-Sorte bleiben offen.,"HABANERO wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
HERB_BUTTER,Georgia,SEPARATE_OPEN_FORM_CONTROL,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Butterzubereitung mit frischen oder getrockneten Kräutern; Kräutermischung und weitere milde Würzung bleiben offen.,HERB_BUTTER wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
HERB_BUTTER,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Butterzubereitung mit frischen oder getrockneten Kräutern; Kräutermischung und weitere milde Würzung bleiben offen.,"HERB_BUTTER wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
HERBES_DE_PROVENCE,Georgia,Obst-/Gemuesebereich,Gewuerzregal fuer getrocknete Kraeutermischung,HERBES_DE_PROVENCE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
HERBES_DE_PROVENCE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Gewuerzregal fuer getrocknete Kraeutermischung,"HERBES_DE_PROVENCE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
HORSERADISH,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Scharfe Meerrettichwurzel, frisch gerieben oder als möglichst schlichte Zubereitung; Schärfe verfliegt bei Hitze.",HORSERADISH wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
HORSERADISH,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Scharfe Meerrettichwurzel, frisch gerieben oder als möglichst schlichte Zubereitung; Schärfe verfliegt bei Hitze.","HORSERADISH wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
JERK_SEASONING,Georgia,Obst-/Gemuesebereich,Gewuerz-/Wuerzpastenregal fuer Jerk-Gewuerz,JERK_SEASONING wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
JERK_SEASONING,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Gewuerz-/Wuerzpastenregal fuer Jerk-Gewuerz,"JERK_SEASONING wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
JUNIPER_BERRIES,Georgia,Getraenke-/Weinregal,Gewuerzregal fuer getrocknete Wacholderbeeren,JUNIPER_BERRIES wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
JUNIPER_BERRIES,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Gewuerzregal fuer getrocknete Wacholderbeeren,"JUNIPER_BERRIES wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
KAFFIR_LIME_LEAVES,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Aromatische Blätter der Makrut-Limette mit intensiv zitrischem Duft; frisch, tiefgekühlt oder getrocknet verwendbar.",KAFFIR_LIME_LEAVES wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
KAFFIR_LIME_LEAVES,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Aromatische Blätter der Makrut-Limette mit intensiv zitrischem Duft; frisch, tiefgekühlt oder getrocknet verwendbar.","KAFFIR_LIME_LEAVES wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
KING_OYSTER_MUSHROOM,Georgia,Fischtheke/-kuehlung,Obst-/Gemuesebereich bzw. Pilzsortiment fuer frische Kraeuterseitlinge,KING_OYSTER_MUSHROOM wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
KING_OYSTER_MUSHROOM,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich bzw. Pilzsortiment fuer frische Kraeuterseitlinge,"KING_OYSTER_MUSHROOM wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
LAMBS_LETTUCE,Georgia,Fleischtheke/Metzgereisortiment,Obst-/Gemuesebereich fuer frischen Feldsalat,LAMBS_LETTUCE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
LAMBS_LETTUCE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich fuer frischen Feldsalat,"LAMBS_LETTUCE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
LASAGNE_SHEETS,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Breite flache Weizenpastablätter für geschichtete Gerichte; frisch, getrocknet oder vorgekocht verwendbar.",LASAGNE_SHEETS wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
LASAGNE_SHEETS,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Breite flache Weizenpastablätter für geschichtete Gerichte; frisch, getrocknet oder vorgekocht verwendbar.","LASAGNE_SHEETS wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
LINGONBERRY,Georgia,Getraenke-/Weinregal,Obst-/Gemuesebereich oder Tiefkuehlung fuer Preiselbeeren,LINGONBERRY wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
LINGONBERRY,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich oder Tiefkuehlung fuer Preiselbeeren,"LINGONBERRY wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
LINGONBERRY_PRESERVES,Georgia,Getraenke-/Weinregal,Konfitueren-/Konservenregal fuer Preiselbeerzubereitung,LINGONBERRY_PRESERVES wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
LINGONBERRY_PRESERVES,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Konfitueren-/Konservenregal fuer Preiselbeerzubereitung,"LINGONBERRY_PRESERVES wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
LOTUS_ROOT,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Rhizom der Lotuspflanze mit charakteristischen Hohlkammern und knackiger Textur; frisch, tiefgekühlt oder schlicht konserviert.",LOTUS_ROOT wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
LOTUS_ROOT,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Rhizom der Lotuspflanze mit charakteristischen Hohlkammern und knackiger Textur; frisch, tiefgekühlt oder schlicht konserviert.","LOTUS_ROOT wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
LOTUS_SEEDS,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Essbare reife Lotussamen mit mild-nussigem, leicht süßlichem Geschmack; frisch, getrocknet oder vorgegart für Suppen, Reisgerichte, Füllungen und Süßspeisen. Nicht Lotuswurzel oder der bittere Keim als eigenes Produkt.",LOTUS_SEEDS wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
LOTUS_SEEDS,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Essbare reife Lotussamen mit mild-nussigem, leicht süßlichem Geschmack; frisch, getrocknet oder vorgegart für Suppen, Reisgerichte, Füllungen und Süßspeisen. Nicht Lotuswurzel oder der bittere Keim als eigenes Produkt.","LOTUS_SEEDS wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
LYCHEE,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Litschi mit saftigem, floral-süßem Fruchtfleisch; frisch oder schlicht konserviert, ohne Schale und Kern.",LYCHEE wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
LYCHEE,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Litschi mit saftigem, floral-süßem Fruchtfleisch; frisch oder schlicht konserviert, ohne Schale und Kern.","LYCHEE wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
MACAPUNO,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Weiches bis gelatinöses Endosperm einer besonderen Kokosnussausprägung; frisch, tiefgekühlt oder konserviert verwendbar. Nicht gewöhnliches Kokosfleisch, Kokoscreme oder bloß mit Kokos aromatisierte Süßware.",MACAPUNO wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
MACAPUNO,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Weiches bis gelatinöses Endosperm einer besonderen Kokosnussausprägung; frisch, tiefgekühlt oder konserviert verwendbar. Nicht gewöhnliches Kokosfleisch, Kokoscreme oder bloß mit Kokos aromatisierte Süßware.","MACAPUNO wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
MARJORAM,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Majoranblätter mit warmem, leicht süßlichem und herbem Aroma; frisch oder getrocknet verwendbar.",MARJORAM wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
MARJORAM,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Majoranblätter mit warmem, leicht süßlichem und herbem Aroma; frisch oder getrocknet verwendbar.","MARJORAM wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
MATCHA,Georgia,Obst-/Gemuesebereich,Tee-/Heissgetraenkeregal fuer Matcha,MATCHA wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
MATCHA,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Tee-/Heissgetraenkeregal fuer Matcha,"MATCHA wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
MILK_CHOCOLATE,Georgia,Molkerei-/Kaesebereich,Suesswaren-/Backregal fuer Milchschokolade,MILK_CHOCOLATE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
MILK_CHOCOLATE,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Suesswaren-/Backregal fuer Milchschokolade,"MILK_CHOCOLATE wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
MOLASSES,Georgia,Obst-/Gemuesebereich,Back-/Sirupregal fuer Melasse,MOLASSES wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
MOLASSES,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Back-/Sirupregal fuer Melasse,"MOLASSES wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
MORINGA_LEAVES,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Blätter von Moringa oleifera, auf den Philippinen Malunggay; frisch, tiefgekühlt oder als kulinarisch verwendete getrocknete Blattform. Nicht Samen, Öl oder Nahrungsergänzungskapseln.",MORINGA_LEAVES wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
MORINGA_LEAVES,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Blätter von Moringa oleifera, auf den Philippinen Malunggay; frisch, tiefgekühlt oder als kulinarisch verwendete getrocknete Blattform. Nicht Samen, Öl oder Nahrungsergänzungskapseln.","MORINGA_LEAVES wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
MULBERRY,Georgia,Getraenke-/Weinregal,"Obst-/Gemuesebereich, Trockenfruechte oder Tiefkuehlung je zulaessiger Form",MULBERRY wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
MULBERRY,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,"Obst-/Gemuesebereich, Trockenfruechte oder Tiefkuehlung je zulaessiger Form","MULBERRY wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
MUSHROOM_STOCK,Georgia,Obst-/Gemuesebereich,Bruehen-/Suppenregal fuer Pilzfond oder Pilzbruehe,MUSHROOM_STOCK wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
MUSHROOM_STOCK,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Bruehen-/Suppenregal fuer Pilzfond oder Pilzbruehe,"MUSHROOM_STOCK wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
MUSHROOMS,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Vorgabe für essbare Pilze; Art, Kultur- oder Waldpilz und frisch oder getrocknet bleiben wählbar.",MUSHROOMS wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
MUSHROOMS,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Offene Vorgabe für essbare Pilze; Art, Kultur- oder Waldpilz und frisch oder getrocknet bleiben wählbar.","MUSHROOMS wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
NORI,Georgia,Obst-/Gemuesebereich,Asia-/Trockenwarenregal fuer Nori-Blaetter,NORI wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
NORI,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Asia-/Trockenwarenregal fuer Nori-Blaetter,"NORI wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
NUT_AND_SEED_PASTES,Georgia,Gewuerzregal,Brotaufstrich-/Nussmusregal fuer Nuss- und Saatenpasten,NUT_AND_SEED_PASTES wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
NUT_AND_SEED_PASTES,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Brotaufstrich-/Nussmusregal fuer Nuss- und Saatenpasten,"NUT_AND_SEED_PASTES wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
NUTMEG,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Muskatnuss als intensiv warm-würziger Samenkern, frisch gerieben oder gemahlen; sparsam dosieren.",NUTMEG wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
NUTMEG,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Muskatnuss als intensiv warm-würziger Samenkern, frisch gerieben oder gemahlen; sparsam dosieren.","NUTMEG wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
OREGANO,Georgia,SEPARATE_OPEN_FORM_CONTROL,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Oregano mit kräftig-herbem, warmem Kräuteraroma; frisch oder getrocknet verwendbar.",OREGANO wurde im getrennten Georgia-Lauf als Gegenkontrolle auf dieselbe unzulässige Einzelform-Verengung geprüft.,ROUTE_VERIFIED
OREGANO,Tobias,HEURISTIC_SINGLE_FORM_FROM_OPEN_PRODUCT_FORM,"Alle zugelassenen Produktformen beibehalten und den Einkaufsweg daran ausrichten: Oregano mit kräftig-herbem, warmem Kräuteraroma; frisch oder getrocknet verwendbar.","OREGANO wurde im Tobias-Lauf trotz offener oder alternativer Produktform heuristisch auf eine einzelne frische, getrocknete, gemahlene oder konservierte Form verengt.",ROUTE_VERIFIED
OYSTER_MUSHROOM,Georgia,Fischtheke/-kuehlung,Obst-/Gemuesebereich bzw. Pilzsortiment fuer frische Austernpilze,OYSTER_MUSHROOM wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
OYSTER_MUSHROOM,Tobias,SEPARATE_PERSON_ROUTE_REVIEW,Obst-/Gemuesebereich bzw. Pilzsortiment fuer frische Austernpilze,"OYSTER_MUSHROOM wurde im getrennten Tobias-Durchgang gegen Produktform, Warengruppe und realistischen Rostocker bzw. deutschen Einkaufsweg gegengeprüft; die finale Notiz muss den genannten konkreten Einkaufsweg einhalten.",ROUTE_VERIFIED
OYSTER_SAUCE,Georgia,Fischtheke/-kuehlung,Asia-/Wuerzsaucenregal fuer abgefuellte Austernsauce,OYSTER_SAUCE wurde im Ausgangs-Notizlauf einer nicht zur kuratierten Produktform passenden Warengruppe zugeordnet; die finale Notiz muss den genannten konkreten Einkaufsweg verwenden.,ROUTE_VERIFIED
