"evidence_id","checked_on","concept_code","product_form","market_scope","market_breadth","person_relevance","supported_rating","evidence_role","source_name","url","availability_status","shipping_scope","logistics","search_terms","finding","limitations"
"AV2N-A-0172","2026-09-04","MUOI_TOM","Vietnamesische trockene Würzmischung aus Salz, Chili und getrockneten Garnelen, häufig zusätzlich mit Knoblauch, Zucker oder Zitronengras. Besonders als Dip für Obst und Gemüse sowie zum Würzen von Reispapiersnacks verwendet.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","Asia Foodstore – Muoi Tom","https://asia-foodstore.de/dh-food-muoi-tom-wuerzmischung-salz-und-gernelen-110g","VARIABLE_STOCK","GERMANY","STANDARD_SHIPPING","Muối tôm Vietnamesische trockene Würzmischung aus Salz, Chili und getrockneten Garnelen, häufig zusätzlich mit Knoblauch, Zucker oder Zitronengras. Besonders als Dip für Obst und Ge… kaufen Deutschland Georgia Tobias Bestand Versand","Asia Foodstore – Muoi Tom führt Muoi Tom als 110-g-Salz-Garnelen-Mischung mit niedrigem Bestand; die Quelle passt damit zu Muối tôm in der festgelegten Form „Vietnamesische trockene Würzmischung aus Salz, Chili und getrockneten Garnelen, häufig zusätzlich mit Knoblauch, Zucker oder Zitronengras. Erste Direktdomain für MUOI_TOM: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0173","2026-09-04","MUOI_TOM","Vietnamesische trockene Würzmischung aus Salz, Chili und getrockneten Garnelen, häufig zusätzlich mit Knoblauch, Zucker oder Zitronengras. Besonders als Dip für Obst und Gemüse sowie zum Würzen von Reispapiersnacks verwendet.","GERMANY","SPECIALTY_BROAD","Georgia|Tobias","SPECIALTY","MARKET_BREADTH","Nagofa – Muoi Tom Tay Ninh","https://www.nagofa.de/products/gewuerzmischung-garnelen-salz-muoi-tom-tay-ninh-dh-foods-120g","REGULAR_RANGE","GERMANY","STANDARD_SHIPPING","Muối tôm Vietnamesische trockene Würzmischung aus Salz, Chili und getrockneten Garnelen, häufig zusätzlich mit Knoblauch, Zucker oder Zitronengras. Besonders als Dip für Obst und Ge… kaufen Deutschland Georgia Tobias Bestand Versand","Nagofa – Muoi Tom Tay Ninh führt zweite deutsche 120-g-Route mit 3–5 Tagen Lieferzeit; die Quelle passt damit zu Muối tôm in der festgelegten Form „Vietnamesische trockene Würzmischung aus Salz, Chili und getrockneten Garnelen, häufig zusätzlich mit Knoblauch, Zucker oder Zitronengras. Zweite unabhängige Direktdomain für MUOI_TOM: Der Befund ist dem breiten einschlägigen Spezialmarkt für Georgia|Tobias zugeordnet; Quellenbegrenzungen bleiben ausdrücklich sichtbar.","Zwei deutsche Fachwege sprechen eher für SPECIALTY als DIFFICULT; Divergenzprüfung erforderlich. Momentaufnahme vom 2026-09-04; keine repräsentative Vollerhebung aller deutschen Händler."
"AV2N-A-0174","2026-09-04","MUSSELS","Miesmuscheln mit dunkler Schale und saftigem, jodig-süßlichem Fleisch; frisch, tiefgekühlt oder ausgelöst verwendbar.","GERMANY","GENERAL_BROAD","Georgia|Tobias","PLANNED","EXACT_ROUTE","Deutsche See – Miesmuscheln","https://www.deutschesee.de/shop/miesmuscheln-msc-groesse-m-82515.html","IN_STOCK","GERMANY","CHILLED_SHIPPING","Miesmuscheln Miesmuscheln mit dunkler Schale und saftigem, jodig-süßlichem Fleisch; frisch, tiefgekühlt oder ausgelöst verwendbar. kaufen Deutschland Georgia Tobias Bestand Versand","Deutsche See listet frische Miesmuscheln als verfügbare gekühlte Haustürlieferung in Deutschland und belegt damit einen konkreten Muschel-/Weichtierweg. EXAKTE ROUTE für Georgia|Tobias/MUSSELS: ein konkreter vorab planbarer deutscher Bestell- oder Fachhandelsweg für die festgelegte Form.","Die einzelne Art belegt die Beschaffungsfamilie, nicht jede Bivalven- oder Molluskenart; Bestand und Saison bleiben variabel. Momentaufnahme vom 2026-09-04."
"AV2N-N-0001","2026-09-04","NAM_PRIK_PAO","Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami; häufig mit Schalotten, Knoblauch, Tamarinde sowie Garnelen- oder Fischbestandteilen. Nicht bloß Chiliöl oder Sriracha.","GERMANY_EU","SPECIALTY_BROAD","Georgia","SPECIALTY","MARKET_BREADTH","Asia4Friends – Nam Prik Pao 227 g","https://asia4friends.de/chilipaste-nam-prik-pao-pantai-227g","IN_STOCK","Germany-wide specialist shipping","STANDARD_SHIPPING","Nam Prik Pao Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami kaufen Deutschland Sortiment Bornheim Köln Düsseldorf thailändischen Händler Versand | Asia4Friends – Nam Prik Pao 227 g | Georgia MARKET_BREADTH 2026-09-04","Asia4Friends – Nam Prik Pao 227 g führt Nam Prik Pao in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 1 von 2 für Georgia.","Nam Prik Pao, Georgia: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0002","2026-09-04","NAM_PRIK_PAO","Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami; häufig mit Schalotten, Knoblauch, Tamarinde sowie Garnelen- oder Fischbestandteilen. Nicht bloß Chiliöl oder Sriracha.","GERMANY_EU","SPECIALTY_BROAD","Georgia","SPECIALTY","MARKET_BREADTH","My-Asia-Shop – Mae Pranom Nam Prik Pao 513 g","https://www.my-asia-shop.de/p/chili-paste-in-oel-nam-prik-pao-mae-pranom-thailand-513g","IN_STOCK","Germany-wide specialist shipping","STANDARD_SHIPPING","Nam Prik Pao Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami kaufen Deutschland Sortiment Bornheim Köln Düsseldorf thailändischen Händler Versand | My-Asia-Shop – Mae Pranom Nam Prik Pao 513 g | Georgia MARKET_BREADTH 2026-09-04","My-Asia-Shop – Mae Pranom Nam Prik Pao 513 g führt Nam Prik Pao in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 2 von 2 für Georgia.","Nam Prik Pao, Georgia: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0003","2026-09-04","NAM_PRIK_PAO","Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami; häufig mit Schalotten, Knoblauch, Tamarinde sowie Garnelen- oder Fischbestandteilen. Nicht bloß Chiliöl oder Sriracha.","GERMANY_EU","SPECIALTY_BROAD","Tobias","SPECIALTY","MARKET_BREADTH","Asia4Friends – Nam Prik Pao 227 g","https://asia4friends.de/chilipaste-nam-prik-pao-pantai-227g","IN_STOCK","Germany-wide specialist shipping","STANDARD_SHIPPING","Nam Prik Pao; Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami; Tobias Rostock; thailändisch-südostasiatischen Spezialsortiment Deutschland unabhängige Händler Bestand | Asia4Friends – Nam Prik Pao 227 g | Tobias MARKET_BREADTH 2026-09-04","Asia4Friends – Nam Prik Pao 227 g führt Nam Prik Pao in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 1 von 2 für Tobias.","Nam Prik Pao, Tobias: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0004","2026-09-04","NAM_PRIK_PAO","Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami; häufig mit Schalotten, Knoblauch, Tamarinde sowie Garnelen- oder Fischbestandteilen. Nicht bloß Chiliöl oder Sriracha.","GERMANY_EU","SPECIALTY_BROAD","Tobias","SPECIALTY","MARKET_BREADTH","My-Asia-Shop – Mae Pranom Nam Prik Pao 513 g","https://www.my-asia-shop.de/p/chili-paste-in-oel-nam-prik-pao-mae-pranom-thailand-513g","IN_STOCK","Germany-wide specialist shipping","STANDARD_SHIPPING","Nam Prik Pao; Geröstete thailändische Chilipaste mit Öl, süßlich-rauchigem Profil und kräftigem Umami; Tobias Rostock; thailändisch-südostasiatischen Spezialsortiment Deutschland unabhängige Händler Bestand | My-Asia-Shop – Mae Pranom Nam Prik Pao 513 g | Tobias MARKET_BREADTH 2026-09-04","My-Asia-Shop – Mae Pranom Nam Prik Pao 513 g führt Nam Prik Pao in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 2 von 2 für Tobias.","Nam Prik Pao, Tobias: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0005","2026-09-04","NATA_DE_COCO","Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware; typischerweise gesüßt als Dessert-, Getränke- oder Fruchtsalatzutat angeboten. Nicht mit Agar-, Konjak- oder beliebigem Kokosgelee gleichsetzen.","GERMANY_EU","SPECIALTY_BROAD","Georgia","SPECIALTY","MARKET_BREADTH","Asiafoodland – Monika Nata de coco 220 g","https://www.asiafoodland.de/lng/es/food/fruechte-gemuese-kokos/kokosnuss/sonstige-produkte/monika-nata-de-coco-trozos-de-gelatina-de-coco-220g.html","VARIABLE_STOCK","Germany-wide specialist shipping","STANDARD_SHIPPING","Nata de coco Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware kaufen Deutschland Sortiment Bornheim Köln Düsseldorf ost- und südostasiatischen Händler Versand | Asiafoodland – Monika Nata de coco 220 g | Georgia MARKET_BREADTH 2026-09-04","Asiafoodland – Monika Nata de coco 220 g führt Nata de coco in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 1 von 2 für Georgia.","Nata de coco, Georgia: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0006","2026-09-04","NATA_DE_COCO","Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware; typischerweise gesüßt als Dessert-, Getränke- oder Fruchtsalatzutat angeboten. Nicht mit Agar-, Konjak- oder beliebigem Kokosgelee gleichsetzen.","GERMANY_EU","SPECIALTY_BROAD","Georgia","SPECIALTY","MARKET_BREADTH","Pinoyfood – coconut products including Nata de coco","https://pinoyfood.de/produkt-kategorie/kokosprodukte/","REGULAR_RANGE","Germany-wide specialist shipping","STANDARD_SHIPPING","Nata de coco Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware kaufen Deutschland Sortiment Bornheim Köln Düsseldorf ost- und südostasiatischen Händler Versand | Pinoyfood – coconut products including Nata de coco | Georgia MARKET_BREADTH 2026-09-04","Pinoyfood – coconut products including Nata de coco führt Nata de coco in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 2 von 2 für Georgia.","Nata de coco, Georgia: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0007","2026-09-04","NATA_DE_COCO","Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware; typischerweise gesüßt als Dessert-, Getränke- oder Fruchtsalatzutat angeboten. Nicht mit Agar-, Konjak- oder beliebigem Kokosgelee gleichsetzen.","GERMANY_EU","SPECIALTY_BROAD","Tobias","SPECIALTY","MARKET_BREADTH","Asiafoodland – Monika Nata de coco 220 g","https://www.asiafoodland.de/lng/es/food/fruechte-gemuese-kokos/kokosnuss/sonstige-produkte/monika-nata-de-coco-trozos-de-gelatina-de-coco-220g.html","VARIABLE_STOCK","Germany-wide specialist shipping","STANDARD_SHIPPING","Nata de coco; Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware; Tobias Rostock; breit aufgestellten internationalen Spezialsortiment Deutschland unabhängige Händler Bestand | Asiafoodland – Monika Nata de coco 220 g | Tobias MARKET_BREADTH 2026-09-04","Asiafoodland – Monika Nata de coco 220 g führt Nata de coco in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 1 von 2 für Tobias.","Nata de coco, Tobias: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0008","2026-09-04","NATA_DE_COCO","Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware; typischerweise gesüßt als Dessert-, Getränke- oder Fruchtsalatzutat angeboten. Nicht mit Agar-, Konjak- oder beliebigem Kokosgelee gleichsetzen.","GERMANY_EU","SPECIALTY_BROAD","Tobias","SPECIALTY","MARKET_BREADTH","Pinoyfood – coconut products including Nata de coco","https://pinoyfood.de/produkt-kategorie/kokosprodukte/","REGULAR_RANGE","Germany-wide specialist shipping","STANDARD_SHIPPING","Nata de coco; Kaubares, transparentes Cellulosegel aus fermentativ verarbeiteter Kokosrohware; Tobias Rostock; breit aufgestellten internationalen Spezialsortiment Deutschland unabhängige Händler Bestand | Pinoyfood – coconut products including Nata de coco | Tobias MARKET_BREADTH 2026-09-04","Pinoyfood – coconut products including Nata de coco führt Nata de coco in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 2 von 2 für Tobias.","Nata de coco, Tobias: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0009","2026-09-04","NDUJA","Weiche streichfähige kalabrische Schweinewurst mit hohem Chili- und Fettanteil; nicht feste Chorizo.","GERMANY_EU","GENERAL_BROAD","Tobias","PLANNED","EXACT_ROUTE","Mitte Meer – Nduja di Spilinga product","https://mitte-meer.de/products/nduja-di-spilinga-traditionelles-wurstfleisch","IN_STOCK","German mainland by DHL, 3–4 business days","STANDARD_SHIPPING","’Nduja di Spilinga streichfähige kalabrische Schweinewurst Wurstpaste Glas Bestand DHL Deutschland Rostock | Mitte Meer – Nduja di Spilinga product | Tobias EXACT_ROUTE 2026-09-04","Die abgerufene Produktseite führt Nduja di Spilinga als streichfähige kalabrische Wurstpaste aus Schweinefleisch und Peperoncino im 180-g-Glas, mit Warenkorb sowie DHL-Lieferung auf das deutsche Festland in 3–4 Werktagen; damit ist Tobias’ planbarer Weg nach Rostock formgenau belegt.","Momentaufnahme eines einzelnen Artikels; Inselversand erfordert Anfrage, nach Anbruch ist Kühlung nötig, und lokaler Rostocker Filialbestand wird nicht belegt."
"AV2N-N-0010","2026-09-04","NORA_PEPPER","Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet; nicht Paprikapulver und nicht generische getrocknete Chili.","GERMANY_EU","SPECIALTY_BROAD","Georgia","SPECIALTY","MARKET_BREADTH","Mitte Meer – getrocknete Ñora-Paprika","https://mitte-meer.de/products/getrocknete-nora-paprika","REGULAR_RANGE","Germany-wide specialist shipping","STANDARD_SHIPPING","Ñora-Paprika Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet kaufen Deutschland Sortiment Bornheim Köln Düsseldorf Gewürz- und internationalen Händler Versand | Mitte Meer – getrocknete Ñora-Paprika | Georgia MARKET_BREADTH 2026-09-04","Mitte Meer – getrocknete Ñora-Paprika führt Ñora-Paprika in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 1 von 2 für Georgia.","Ñora-Paprika, Georgia: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0011","2026-09-04","NORA_PEPPER","Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet; nicht Paprikapulver und nicht generische getrocknete Chili.","GERMANY_EU","SPECIALTY_BROAD","Georgia","SPECIALTY","MARKET_BREADTH","Gewürze der Welt – Ñora/Niora geschrotet","https://www.gewuerze-der-welt.net/gewuerze/paprika/niora-paprika-geschrotet","REGULAR_RANGE","Germany-wide specialist shipping","STANDARD_SHIPPING","Ñora-Paprika Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet kaufen Deutschland Sortiment Bornheim Köln Düsseldorf Gewürz- und internationalen Händler Versand | Gewürze der Welt – Ñora/Niora geschrotet | Georgia MARKET_BREADTH 2026-09-04","Gewürze der Welt – Ñora/Niora geschrotet führt Ñora-Paprika in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 2 von 2 für Georgia.","Ñora-Paprika, Georgia: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0012","2026-09-04","NORA_PEPPER","Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet; nicht Paprikapulver und nicht generische getrocknete Chili.","GERMANY_EU","SPECIALTY_BROAD","Tobias","SPECIALTY","MARKET_BREADTH","Mitte Meer – getrocknete Ñora-Paprika","https://mitte-meer.de/products/getrocknete-nora-paprika","REGULAR_RANGE","Germany-wide specialist shipping","STANDARD_SHIPPING","Ñora-Paprika Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet; nicht Paprikapulver und nicht generische getrocknete Chili. Rostock einschlägiger Spezialmarkt mehrere unabhängige Händler reguläres Sortiment | Mitte Meer – getrocknete Ñora-Paprika | Tobias MARKET_BREADTH 2026-09-04","Mitte Meer – getrocknete Ñora-Paprika führt Ñora-Paprika in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 1 von 2 für Tobias.","Ñora-Paprika, Tobias: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0013","2026-09-04","NORA_PEPPER","Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet; nicht Paprikapulver und nicht generische getrocknete Chili.","GERMANY_EU","SPECIALTY_BROAD","Tobias","SPECIALTY","MARKET_BREADTH","Gewürze der Welt – Ñora/Niora geschrotet","https://www.gewuerze-der-welt.net/gewuerze/paprika/niora-paprika-geschrotet","REGULAR_RANGE","Germany-wide specialist shipping","STANDARD_SHIPPING","Ñora-Paprika Kleine runde, reif rot geerntete und getrocknete spanische Paprika (ñora), meist eingeweicht beziehungsweise ausgeschabt als Würzzutat verwendet; nicht Paprikapulver und nicht generische getrocknete Chili. Rostock einschlägiger Spezialmarkt mehrere unabhängige Händler reguläres Sortiment | Gewürze der Welt – Ñora/Niora geschrotet | Tobias MARKET_BREADTH 2026-09-04","Gewürze der Welt – Ñora/Niora geschrotet führt Ñora-Paprika in der festgelegten Produktform; dies ist unabhängiger nationaler Spezialmarktweg 2 von 2 für Tobias.","Ñora-Paprika, Tobias: Marktbreiten-Momentaufnahme vom 2026-09-04; exakte Variante, Gebinde und kurzfristiger Bestand bleiben zu bestätigen."
"AV2N-N-0014","2026-09-04","NORTHERN_PRAWN","Eismeergarnele beziehungsweise Nordische Garnele (Pandalus borealis), frisch oder tiefgekühlt und je nach Produkt geschält oder ungeschält. Nicht mit der Nordseekrabbe (Crangon crangon) oder beliebigen Warmwassergarnelen gleichsetzen.","GERMANY_EU","GENERAL_BROAD","Georgia","PLANNED","EXACT_ROUTE","Köser – Cocktail-Krabben Pandalus borealis","https://www.koeser.com/Krustentiere/Cocktail-Krabben","IN_STOCK","Deutschland und ausgewählte EU-Länder; Express am Wunschtag in Trockeneis-Isolierung","FROZEN_SHIPPING","Pandalus borealis Cocktail Krabben schockgefrostet Köser sofort verfügbar Trockeneis","Köser weist seine sofort verfügbaren Cocktail-Krabben als Pandalus borealis aus; sie sind gekocht, einzeln schockgefrostet und werden ohne Unterbrechung der Kühlkette in Trockeneis geliefert.","Belegt ist eine gekochte geschälte Kilopackung, nicht rohe Ware; Menge und Expresskosten machen den Bezug planungsbedürftig."
"AV2N-N-0015","2026-09-04","NORTHERN_PRAWN","Eismeergarnele beziehungsweise Nordische Garnele (Pandalus borealis), frisch oder tiefgekühlt und je nach Produkt geschält oder ungeschält. Nicht mit der Nordseekrabbe (Crangon crangon) oder beliebigen Warmwassergarnelen gleichsetzen.","GERMANY_EU","GENERAL_BROAD","Tobias","PLANNED","EXACT_ROUTE","Köser – Cocktail-Krabben Pandalus borealis","https://www.koeser.com/Krustentiere/Cocktail-Krabben","IN_STOCK","Deutschland und ausgewählte EU-Länder; Express am Wunschtag in Trockeneis-Isolierung","FROZEN_SHIPPING","Pandalus borealis Cocktail Krabben schockgefrostet Köser sofort verfügbar Trockeneis","Köser weist seine sofort verfügbaren Cocktail-Krabben als Pandalus borealis aus; sie sind gekocht, einzeln schockgefrostet und werden ohne Unterbrechung der Kühlkette in Trockeneis geliefert.","Belegt ist eine gekochte geschälte Kilopackung, nicht rohe Ware; Menge und Expresskosten machen den Bezug planungsbedürftig."
"AV2N-N-0016","2026-09-04","NORWEGIAN_WAFFLE","Dünne, weiche Waffel nach norwegischer Art, typischerweise herzförmig, leicht süß und mit Kardamom aromatisiert. Gemeint ist die Waffel selbst, ohne vorausgesetzte Beläge.","EU","NICHE_IMPORT","Georgia","DIFFICULT","ROUTE_LIMITATION","Norwegian Foodstore – Norwegian bakery range","https://norwegianfoodstore.com/","VARIABLE_STOCK","Cross-border specialist shipping to Germany","IMPORT_RESTRICTION","Norwegische Waffel Dünne, weiche Waffel nach norwegischer Art, typischerweise herzförmig, leicht süß und mit Kardamom aromatisiert kaufen Deutschland Sortiment Bornheim Köln Düsseldorf norwegisch-skandinavischen Händler Versand | Norwegian Foodstore – Norwegian bakery range | Georgia ROUTE_LIMITATION 2026-09-04","Norwegian Foodstore – Norwegian bakery range belegt für Norwegische Waffel nur einen engen formtreuen Weg; frische Produktform, Bestand oder import restriction bleiben für Georgia konkrete Engpässe.","Norwegische Waffel, Georgia: Die Quelle belegt keinen breiten Endkundenmarkt; Produktform, Bestand und Logistik begrenzen den Weg."
"AV2N-N-0017","2026-09-04","NORWEGIAN_WAFFLE","Dünne, weiche Waffel nach norwegischer Art, typischerweise herzförmig, leicht süß und mit Kardamom aromatisiert. Gemeint ist die Waffel selbst, ohne vorausgesetzte Beläge.","EU","NICHE_IMPORT","Tobias","DIFFICULT","ROUTE_LIMITATION","Norwegian Foodstore – Norwegian bakery range","https://norwegianfoodstore.com/","VARIABLE_STOCK","Cross-border specialist shipping to Germany","IMPORT_RESTRICTION","Norwegische Waffel; Dünne, weiche Waffel nach norwegischer Art, typischerweise herzförmig, leicht süß und mit Kardamom aromatisiert; Tobias Rostock; skandinavischen Importsortiment Deutschland EU exakte Form Bestand Versand | Norwegian Foodstore – Norwegian bakery range | Tobias ROUTE_LIMITATION 2026-09-04","Norwegian Foodstore – Norwegian bakery range belegt für Norwegische Waffel nur einen engen formtreuen Weg; frische Produktform, Bestand oder import restriction bleiben für Tobias konkrete Engpässe.","Norwegische Waffel, Tobias: Die Quelle belegt keinen breiten Endkundenmarkt; Produktform, Bestand und Logistik begrenzen den Weg."
"AV2N-N-0018","2026-09-04","OCTOPUS","Oktopus mit festen Armen und kollagenreichem Fleisch, das durch geeignete Garung zart wird; nicht Kalmar.","GERMANY_EU","GENERAL_BROAD","Georgia","PLANNED","EXACT_ROUTE","Deutsche See – Mini Pulpo Octopus TK","https://www.deutschesee.de/shop/mini-pulpo-octopus-86364.html","IN_STOCK","Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin","FROZEN_SHIPPING","Mini Pulpo Octopus roh geputzt tiefgekühlt Deutsche See verfügbar nicht Kalmar","Die Produktseite bietet Mini-Pulpo als rohen, geputzten und einzeln entnehmbaren Oktopus tiefgekühlt an; der Artikel ist aktuell verfügbar.","Die Ware ist glasiert und vorgesalzen; sie belegt kleine ganze Oktopusse, andere Größen oder vorgekochte Arme nicht."
"AV2N-N-0019","2026-09-04","OCTOPUS","Oktopus mit festen Armen und kollagenreichem Fleisch, das durch geeignete Garung zart wird; nicht Kalmar.","GERMANY_EU","GENERAL_BROAD","Tobias","PLANNED","EXACT_ROUTE","Deutsche See – Mini Pulpo Octopus TK","https://www.deutschesee.de/shop/mini-pulpo-octopus-86364.html","IN_STOCK","Deutschland und Österreich; tiefgekühlte GO!-Express-Lieferung zum Wunschtermin","FROZEN_SHIPPING","Mini Pulpo Octopus roh geputzt tiefgekühlt Deutsche See verfügbar nicht Kalmar","Die Produktseite bietet Mini-Pulpo als rohen, geputzten und einzeln entnehmbaren Oktopus tiefgekühlt an; der Artikel ist aktuell verfügbar.","Die Ware ist glasiert und vorgesalzen; sie belegt kleine ganze Oktopusse, andere Größen oder vorgekochte Arme nicht."
"AV2N-N-0020","2026-09-04","OFFAL","Offene Vorgabe für essbare Innereien und verwandte Schlachtteile; Tierart und Organ bleiben bewusst wählbar.","GERMANY_EU","GENERAL_BROAD","Georgia","PLANNED","EXACT_ROUTE","MeinMetzger – Innereien","https://meinmetzger.de/index.php/fleisch/innereien.html","REGULAR_RANGE","GERMANY","CHILLED_SHIPPING","MeinMetzger Innereien Herz Leber Zunge Pansen aktuelle Produkte Preis Warenkorb Kühlversand Georgia","Die aktuelle Innereien-Kategorie zeigt mehrere essbare Organe und Schlachtteile wie Herz, Leber, Zunge und Pansen mit Preisen und Warenkorb und passt zur offenen Organwahl. Die Route stützt PLANNED für Georgia ohne Kultur- oder Nischenimportabhängigkeit.","Organ, Tierart und Einzelbestand müssen vor der Bestellung gewählt werden; die Kategorie wurde am 2026-09-04 live geprüft."
"AV2N-N-0021","2026-09-04","OILY_FISH","Offene Vorgabe für fettreiche Fischarten mit kräftigerem Geschmack und saftigem Fleisch.","REGIONAL","GENERAL_LOCAL","Georgia","EASY","PERSON_ROUTE","REWE – fish and seafood assortment","https://www.rewe.de/shop/c/fisch-meeresfruechte/","VARIABLE_STOCK","Georgia profile: Bornheim/Cologne/Düsseldorf branch pickup or local delivery area","STANDARD_LOCAL","fettreicher Fisch Offene Vorgabe für fettreiche Fischarten mit kräftigerem Geschmack und saftigem Fleisch. Bornheim/Köln/Düsseldorf gewöhnlicher lokaler Supermarkt zwei unabhängige Alltagsquellen | REWE – fish and seafood assortment | Georgia PERSON_ROUTE 2026-09-04","REWE – fish and seafood assortment zeigt für fettreicher Fisch einen gewöhnlichen, zum lokalen Profil von Georgia passenden Personenweg.","fettreicher Fisch, Georgia: Standortabhängige Filialbestände und die exakte Produktform sind vor dem Kauf zu bestätigen."
