concept_code	display_name	review_applicability	cooking_novelty	availability_georgia	availability_tobias	availability_note_georgia	availability_note_tobias	novelty_approval_origin	availability_georgia_approval_origin	availability_tobias_approval_origin	availability_note_georgia_approval_origin	availability_note_tobias_approval_origin	overall_approval_origin	final_acceptance_status	base_draw_weight_review	source_provenance	catalog_commit	review_version
MANCHEGO	Manchego	APPLICABLE	2	PLANNED	PLANNED	Manchego: jamon.de führt D.O.-Manchego aus Milch von Manchega-Schafen als festen, zwölf Monate gereiften 200-g-Käse auf Lager.	Manchego: jamon.de führt D.O.-Manchego aus Milch von Manchega-Schafen als festen, zwölf Monate gereiften 200-g-Käse auf Lager.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MANDARIN	Mandarine	APPLICABLE	1	EASY	EASY	Mandarine: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Mandarine: gewöhnlicher lokaler Bezugsweg über den Bereich »Mandarine«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MANGO	Mango	APPLICABLE	1	EASY	EASY	Mango: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Mango: gewöhnlicher lokaler Bezugsweg über den Bereich »Mango«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MAPLE_SYRUP	Ahornsirup	APPLICABLE	2	EASY	EASY	Ahornsirup: gewöhnlicher lokaler Bezugsweg über den Bereich »Backzutaten-, Süßwaren- oder Kakaoregal«.	Ahornsirup: gewöhnlicher lokaler Bezugsweg über den Bereich »Ahornsirup«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MARJORAM	Majoran	APPLICABLE	1	EASY	EASY	Majoran: gewöhnlicher lokaler Bezugsweg über den Bereich »frische Kräuterabteilung«.	Majoran: gewöhnlicher lokaler Bezugsweg über den Bereich »Majoran«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MARSALA	Marsala	APPLICABLE	3	PLANNED	PLANNED	Marsala DOC als aufgespriteter Koch- und Dessertwein über allgemeinen Weinversand; Weinquelle listet einen semisecco Marsala konkret lagernd mit kurzer Deutschland-Lieferzeit.	Marsala DOC ist bei Weinquelle als semisecco Koch- und Dessertwein lagernd und mit kurzer Deutschlandlieferzeit ausgewiesen.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MARZIPAN	Marzipan	APPLICABLE	3	EASY	EASY	Marzipan: gewöhnlicher lokaler Bezugsweg über den Bereich »Nuss-, Saaten- oder Nussmusregal«.	Marzipan: gewöhnlicher lokaler Bezugsweg über den Bereich »Marzipan«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MASA_HARINA	Masa Harina	APPLICABLE	3	SPECIALTY	SPECIALTY	Nixtamalisiertes Masa Harina ist Grundsortiment mehrerer etablierter deutscher Mexiko-Vollsortimenter; verschiedene Marken und Standardversand tragen den breiten Spezialmarkt.	Nixtamalisiertes Masa Harina ist Grundsortiment mehrerer etablierter deutscher Mexiko-Vollsortimenter; verschiedene Marken und Standardversand tragen den breiten Spezialmarkt.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_2	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MASCARPONE	Mascarpone	APPLICABLE	1	EASY	EASY	Mascarpone: gewöhnlicher lokaler Bezugsweg über den Bereich »Käsekühlung oder Käsetheke«.	Mascarpone: gewöhnlicher lokaler Bezugsweg über den Bereich »Mascarpone«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MASSAMAN_CURRY_PASTE	Massaman-Currypaste	APPLICABLE	3	SPECIALTY	SPECIALTY	Massaman-Currypaste ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asia4Friends – Currypasten sowie AsiaFoodland – Thai-Currypasten.	Massaman-Currypaste: Rostocker Bezugsweg über Asia4Friends – Currypasten und AsiaFoodland – Thai-Currypasten; dokumentiert sind ein dokumentiertes laufendes Angebot und Standardversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MATCHA	Matcha	APPLICABLE	3	PLANNED	PLANNED	Matcha ist über eine gezielte Filial- oder Bestellprüfung für Tee im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Matcha: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Kaffee- oder Teehändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MATJES	Matjes	APPLICABLE	2	EASY	EASY	Matjes: gewöhnlicher lokaler Bezugsweg über den Bereich »Fischkonserven- oder internationales Trockenwarenregal«.	Matjes: gewöhnlicher lokaler Bezugsweg über den Bereich »Matjes«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MAYONNAISE	Mayonnaise	APPLICABLE	1	EASY	EASY	Mayonnaise: gewöhnlicher lokaler Bezugsweg über den Bereich »Saucen-, Würzpasten- und Feinkostregal«.	Mayonnaise: gewöhnlicher lokaler Bezugsweg über den Bereich »Mayonnaise«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MEAT	Fleisch	APPLICABLE	1	EASY	EASY	Fleisch: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Fleisch: Rostocker Bezugsweg über die Fleischkühlung oder Bedientheke eines gewöhnlichen großen Rostocker Supermarkts.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MEAT_ASPIC	Fleischsülze	APPLICABLE	4	EASY	EASY	Fleischsülze: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Fleischsülze: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischsülze«.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_6	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MELONS	Melone	APPLICABLE	2	EASY	EASY	Melone: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Melone: gewöhnlicher lokaler Bezugsweg über den Bereich »Melone«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MEMBRILLO	Quittenpaste	APPLICABLE	3	SPECIALTY	SPECIALTY	Schnittfeste Quittenpaste hat verschiedene Marken und Gebinde im lateinisch-iberischen Lebensmittelhandel sowie breiten Bio-Feinkosthandel; Standardversand trägt die Spezialmarktbreite.	Schnittfeste Quittenpaste hat verschiedene Marken und Gebinde im lateinisch-iberischen Lebensmittelhandel sowie breiten Bio-Feinkosthandel; Standardversand trägt die Spezialmarktbreite.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_3	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MERGUEZ	Merguez	APPLICABLE	2	PLANNED	PLANNED	Merguez: REWE führt Schwamm Merguez aus 65 Prozent Rind und 28 Prozent Lamm mit Harissa als gekühlten Servicethekenartikel; Georgia prüft den Marktbestand im Raum Bornheim.	Merguez: Das REWE-Listing Schwamm Merguez weist Rind, Lamm und Harissa aus und trifft die nordafrikanische Wurstform; Tobias benötigt dafür eine vorherige Bestandsprüfung an einer Rostocker Servicetheke.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MILK	Milch	APPLICABLE	1	EASY	EASY	Milch: gewöhnlicher lokaler Bezugsweg über den Bereich »Molkereikühlregal«.	Milch: gewöhnlicher lokaler Bezugsweg über den Bereich »Milch«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MILKFISH	Milchfisch oder Bangus	APPLICABLE	3	DIFFICULT	DIFFICULT	Milchfisch oder Bangus: Nur der schmale Händlerweg über Filipino Asian Store – philippinische Lebensmittel ist positiv belegt; Tiefkühlversand begrenzt Form, Bestand oder Logistik.	Milchfisch oder Bangus: Der positive Nischenweg führt über einen philippinischen Lebensmittelhändler mit tiefgekühltem Milchfisch; schwankende Verfügbarkeit und die geführte Kühlkette begrenzen die Route.	HUMAN_EXPLICIT	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	MIXED	APPROVED_FINAL		AI_REVIEW_BASE|HUMAN_CHARGE_1	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MILK_CHOCOLATE	Milchschokolade	APPLICABLE	2	EASY	EASY	Milchschokolade: gewöhnlicher lokaler Bezugsweg über den Bereich »Backzutaten-, Süßwaren- oder Kakaoregal«.	Milchschokolade: gewöhnlicher lokaler Bezugsweg über den Bereich »Milchschokolade«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MILLET	Hirse	APPLICABLE	2	PLANNED	PLANNED	Hirse ist über eine konkrete Vorbestellung oder Bestandsabfrage für Getreide- oder Stärkeware im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Hirse: Die Rostocker Warenprüfung für „Hirse“ erfolgt über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MINCED_MEAT	Hackfleisch	APPLICABLE	1	EASY	EASY	Hackfleisch: gewöhnlicher lokaler Bezugsweg über den Bereich »Fleischkühlung oder Bedientheke«.	Hackfleisch: gewöhnlicher lokaler Bezugsweg über den Bereich »Hackfleisch«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MINT	Minze	APPLICABLE	1	EASY	EASY	Minze: gewöhnlicher lokaler Bezugsweg über den Bereich »frische Kräuterabteilung«.	Minze: gewöhnlicher lokaler Bezugsweg über den Bereich »Minze«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MIRABELLE	Mirabelle	APPLICABLE	2	PLANNED	PLANNED	Mirabelle ist über ein vorab zu prüfendes Sortiment im Bereich »Obst- und Gemüseabteilung« eines großen Bornheimer Markts im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Mirabelle: Die Rostocker Warenprüfung für „Mirabelle“ erfolgt über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MIRIN	Mirin	APPLICABLE	2	SPECIALTY	SPECIALTY	Mirin ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asia4Friends – Saucen sowie AsiaFoodland – japanische Lebensmittel.	Mirin: Rostocker Bezugsweg über Asia4Friends – Saucen und AsiaFoodland – japanische Lebensmittel; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Standardversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MISO	Miso	APPLICABLE	2	PLANNED	PLANNED	Miso: Mehrere Produkte sind in großen allgemeinen Handelsketten und im breiten deutschen Onlinehandel gelistet; dennoch kein verlässlicher Standard jedes lokalen Markts.	Miso: Mehrere Produkte sind in großen allgemeinen Handelsketten und im breiten deutschen Onlinehandel gelistet; dennoch kein verlässlicher Standard jedes lokalen Markts.	HUMAN_EXPLICIT	HUMAN_EXPLICIT	HUMAN_EXPLICIT	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	HUMAN_EXPLICIT	APPROVED_FINAL		AI_REVIEW_BASE|NOVELTY_REFERENCE_ANCHOR_HUMAN|AVAILABILITY_V2_ANCHOR_HUMAN	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MOLASSES	Melasse	APPLICABLE	2	PLANNED	PLANNED	Melasse ist über eine reguläre Onlinebestellung im allgemeinen Handel mit formgenauer Artikelsuche im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Melasse: Die Beschaffung von „Melasse“ erfolgt in Rostock über gut sortierte Vollsortimenter und etablierte deutsche Back- oder Süßwarenhändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MOLE_PASTE	Mole-Paste	APPLICABLE	3	SPECIALTY	SPECIALTY	Konzentrierte Mole-Paste ist reguläre Kategorie etablierter Mexiko-Vollsortimenter; verschiedene Marken, Stile und Haushaltsgebinde tragen einen breiten Spezialmarkt.	Konzentrierte Mole-Paste ist reguläre Kategorie etablierter Mexiko-Vollsortimenter; verschiedene Marken, Stile und Haushaltsgebinde tragen einen breiten Spezialmarkt.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MOLLUSCS	Weichtiere	APPLICABLE	2	PLANNED	PLANNED	Weichtiere ist über eine gezielte Bestellung oder Sortimentsprüfung bei Deutsche See – Miesmuscheln im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Weichtiere: Rostocker Bezugsweg über Deutsche See – Miesmuscheln; dokumentiert sind beim Abruf verfügbaren Bestand und Kühlversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MONKFISH	Seeteufel	APPLICABLE	2	PLANNED	PLANNED	Seeteufel: Deutsche See verkauft verfügbare handfiletierte Seeteufelportionen tiefgekühlt; der nahezu grätenfreie Filetzuschnitt trifft die maßgebliche Fleischform.	Seeteufel: Deutsche See verkauft verfügbare handfiletierte Seeteufelportionen tiefgekühlt; der nahezu grätenfreie Filetzuschnitt trifft die maßgebliche Fleischform.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MOOSE	Elchfleisch	APPLICABLE	3	DIFFICULT	DIFFICULT	Elchfleisch: Nur der schmale Händlerweg über Nordvild – Elchfleisch ist positiv belegt; Tiefkühlversand begrenzt Form, Bestand oder Logistik.	Elchfleisch: Rostocker Bezugsweg über Nordvild – Elchfleisch; dokumentiert sind ein dokumentiertes laufendes Angebot und Tiefkühlversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MORCILLA	Morcilla	APPLICABLE	3	SPECIALTY	SPECIALTY	Morcilla ist in unterschiedlichen breit sortierten spanisch-iberischen Spezialhandelsformaten regulär erhältlich; Kühlversand und regionale Rezeptur verlangen Planung.	Morcilla ist in unterschiedlichen breit sortierten spanisch-iberischen Spezialhandelsformaten regulär erhältlich; Kühlversand und regionale Rezeptur verlangen Planung.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MOREL	Morcheln	APPLICABLE	2	PLANNED	PLANNED	Morcheln: Der etablierte Pilzhandel führt echte Morcheln als naturbelassene Trockenware in mehreren Haushaltsgrößen mit positivem Lagerstatus.	Morcheln: Der etablierte Pilzhandel führt echte Morcheln als naturbelassene Trockenware in mehreren Haushaltsgrößen mit positivem Lagerstatus.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MORINGA_LEAVES	Moringablätter oder Malunggay	APPLICABLE	3	SPECIALTY	SPECIALTY	Moringablätter oder Malunggay ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asia Foodstore – Moringablätter zerkleinert sowie 1000Kräuter – Moringablätter geschnitten.	Moringablätter oder Malunggay: Rostocker Bezugsweg über 1000Kräuter – Moringablätter geschnitten und Asia Foodstore – Moringablätter zerkleinert; dokumentiert sind beim Abruf verfügbaren Bestand und Standardversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MOZZARELLA	Mozzarella	APPLICABLE	1	EASY	EASY	Mozzarella: gewöhnlicher lokaler Bezugsweg über den Bereich »Käsekühlung oder Käsetheke«.	Mozzarella: gewöhnlicher lokaler Bezugsweg über den Bereich »Mozzarella«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MSG	Mononatriumglutamat	APPLICABLE	1	PLANNED	PLANNED	Mononatriumglutamat ist über eine reguläre Onlinebestellung im allgemeinen Handel mit formgenauer Artikelsuche im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Mononatriumglutamat: Rostocker Bezugsweg über Asia4Friends – Gewürze; dokumentiert sind ein dokumentiertes laufendes Angebot und Standardversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MULBERRY	Maulbeeren	APPLICABLE	2	PLANNED	PLANNED	Maulbeeren ist über eine geplante Fahrt zu einem großen Markt mit dem Sortiment »Obst- und Gemüseabteilung« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Maulbeeren: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Frucht- oder Frischehändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MUNG_BEANS	Mungbohnen	APPLICABLE	2	PLANNED	PLANNED	Mungbohnen ist über einen vorbereiteten Einkauf im gut sortierten Bereich »Hülsenfrucht-, Konserven- oder Trockenwarenregal« im allgemeinen deutschen Handel planbar, lokal aber kein verlässlicher Standardartikel.	Mungbohnen: Rostocker Bezugsweg über gut sortierte Vollsortimenter und etablierte deutsche Bio- oder Trockenwarenhändler.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MUOI_TOM	Muối tôm	APPLICABLE	3	SPECIALTY	SPECIALTY	Muối tôm ist im einschlägigen Spezialmarkt breit etabliert; dokumentierte reguläre Wege sind die voneinander unabhängigen Händler Asia Foodstore – Muoi Tom sowie Nagofa – Muoi Tom Tay Ninh.	Muối tôm: Rostocker Bezugsweg über Asia Foodstore – Muoi Tom und Nagofa – Muoi Tom Tay Ninh; dokumentiert sind eine vor dem Einkauf erneut zu prüfende Verfügbarkeit und Standardversand.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
MUSHROOMS	Pilze	APPLICABLE	1	EASY	EASY	Pilze: gewöhnlicher lokaler Bezugsweg über den Bereich »Obst- und Gemüseabteilung«.	Pilze: gewöhnlicher lokaler Bezugsweg über den Bereich »Pilze«.	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	AI_BULK_ACCEPTED	APPROVED_FINAL		AI_REVIEW_BASE	f8855121af336a7c13cd799cafede5f9b9420f28	AVAILABILITY_NOVELTY_V1_20260907
